,Characters,Quotes
13978,Farnsworth,Collecting honey Ordinary honey
13979,Leela,That doesnt sound so dangerous
13980,Farnsworth,This is no ordinary honey Its produced by vicious space bees A single sting of their hideous neurotoxin can cause instant death
13981,Hermes,And thats if youre not allergic You dont wanna know what happens then Oh no no God no
13982,Farnsworth,Your insides will boil out of your eye sockets like a science fair volcano
13983,Hermes,I didnt want to know
13984,Farnsworth,These bees are larger than most Buicks and twice as ugly
13985,Fry,Larger than an American sedan  How big is the honeycomb
13986,Hermes,Honeycombs big Yeah yeah yeah
13987,Bender,Its not small
13988,Hermes,No no no
13989,Leela,Itll take more than deadly deadly bees to keep us from doing our job Come on boys
13990,Fry,But Leela were no good
13991,Leela,Listen Im scared too But Im more scared of disappointing myself
13992,Fry,Im not scared of that at all
13993,Leela,Now bees communicate by dancing
13994,Fry,Like my parents Oh wait that was hitting
13995,Leela,So this language cartridge will let you distract them
13996,Bender,Ah good I often have thoughts and feelings that can only be expressed through dance  You stink Benders great Deal with it
13997,Leela,Bender quick Waggle something
13998,Bender,Uh   Hello fellow bees Hows the abdomen Swollen with nectar I trust
13999,Bee,Duh
14000,Fry,Leela lets turn back Theres absolutely no shame in wussing out
14001,Leela,Relax Everythingll be fine
14002,Fry,Oh my God The old Planet Express ship
14003,Leela,Theres the black box
14004,Man,Captain the bees have us surrounded Oh the Professor was right Were not as good as his old crew
14005,Captain,Oh Lord
14006,Leela,Uh couldnt make that out Too much static
14007,Bender,Ew
14008,Leela,We found it The honeycomb hideout
14009,Fry,Hey whats this goop
14010,Leela,Royal jelly They feed it to the queen
14011,Fry,Bees make honey and jelly Huh How come nothing humans make tastes good  Help I cant swim in jelly as far as I know
14012,Leela,Look  Its a baby queen Aw shes so cute You adorable wittle ittybitty fuzzywuzzy
14013,Fry,Leela Stop bonding and lets go I got jelly in my underpants
14014,Leela,Im taking this bee with us With a queen we can build a hive and make more honey ourselves Let me just pack her a lunch and well go
14015,Bender,I didnt mean youre all fat Just fatso there
14016,Bee,He insulted our fat queen
14017,Queen,You try keeping your figure after 10000 kids
14018,Leela,This is where we distinguish ourselves from the last crew Activate emergency highspeed selfcontained escape pack crisis response unit Quick
14019,Leela,Good luck Bender
14020,Bender,Im back baby
14021,Fry,We made it Were alive
14022,Leela,Burn on that old crew The only things they did better than us were suck and die
14023,Fry,Leela we got lucky this time But you should be more careful I dont want anything to happen to you
14024,Leela,Thanks but I can look out for myself Frankly I can smell danger a mile away
14025,Fry,Look out  You want her youre gonna have to go through me
14026,Leela,You call that a wound Thats a booboo tops But thanks for trying to save me Fry  Hes hes dead
14027,Bender,Who will make Bender waffles just the way he likes them now
14028,Leela,It was all my fault He died because of me
14029,Farnsworth,Im lying to make her feel better
14030,LaBarbara,Husband cant you go anywhere without lighting something up
14031,Hermes,Its an old Jamaican accounting tradition We burn his timecard That way his zombie doesnt come back looking for his final paycheck
14032,Amy,He looks so natural Its funny to think hes clammed full of sawdust and preservatives
14033,Zoidberg,I only wish I could have removed the stinger
14034,Changstein el Gamahl,I barely knew Philip But as a clergyman I have no problem telling his most intimate friends all about him
14035,Hermes,Soothe us with sweet lies
14036,Changstein el Gamahl,It may comfort you to know Frys death took only 15 seconds Yet the pain was so intense that it felt to him like 15 years And it goes without saying it caused him to empty his bowels  We now commend Frys body to the ages
14037,Amy,Hes walking on sunshine now
14038,Farnsworth,This makes me the oldest member of my family
14039,Kug,Him do good snusnu
14040,Bender,All those times I said Kill all humans Id always whisper except one Fry was that one  And I never told him so
14041,Terry,Farewell from the world of tomorrow
14042,Leela,I feel funny Haha funny
14043,Fry,Leela
14044,Leela,Fry I thought you were dead
14045,Fry,Nope Im better than ever Before the accident I couldnt do this
14046,Leela,Impressive But it does sorta support my youaredead theory
14047,Fry,Then Ill prove Im alive by telling you something only I could know  Theres a surprise for you in my locker I got it at a Swedish novelty shop before we left
14048,Leela,Its too beautiful to open Can I open it
14049,Fry,Sure Theres just one thing I want you to do
14050,Leela,What
14051,Fry,I want you to wake up
14052,Leela,Wake up But Im not
14053,Leela,In my dream Fry said he hid a gift for me in his locker If its true then he must still exist in some form
14054,Farnsworth,Of course he still exists
14055,Leela,Well here goes
14056,Zoidberg,Bupkis
14057,Bender,Well I feel better now Pawning all the stuff in Frys locker helped give me closure
14058,Leela,Was there anything in there that might have been a gift for me
14059,Bender,No Nothing Not at all No way José  Here it is
14060,Leela,You took this from Frys locker
14061,Bender,Hey the guys dead Theres no law against grave robbing
14062,Leela,That proves it Fry is alive somewhere and hes reaching me in my dreams
14063,Farnsworth,Bull pies
14064,Farnsworth,Lay down here and well do some tests If Fry is out there then Leelas brain could be acting as a fivepound Ouija board
14065,Leela,Is this some sort of brain scanner
14066,Farnsworth,Some sort yes In France its called a guillotine
14067,Leela,Professor Cant you examine my brain without removing it
14068,Farnsworth,Yes easily
14069,Bender,Hey what if Fry wasnt actually dead when we buried him Yknow like Julia Roberts
14070,Farnsworth,Well I suppose theres a slim  I dont believe it
14071,Leela,What is it Is Fry alive in some other dimension or something
14072,Farnsworth,No According to this gizmometer Fry is dead and nothing can bring him back Remarkable
14073,Leela,But  my dream Your science cant unprove that How could I have known the gift was in Frys locker
14074,Hermes,Easy He told you about it before he died and your griefroasted mind blocked it out
14075,Leela,Are you saying Im going crazy
14076,Farnsworth,No no No ones saying that But Im certainly thinking it loudly
14077,Fry,Hi Leela Im just gonna keep talking even if you cant hear me Blah blah blah blah blah blah blah blah
14078,Leela,Shut up I can hear you The Professor says youre just a dream
14079,Fry,Oh yeah  Could a dream take you dancing in a Venusian garden
14080,Leela,Well yes technically But its still very sweet of you
14081,Fry,Then what if we shared a sleigh ride across the ice fields of Hyperion
14082,Leela,Oh Fry You must be alive Ive never been treated so romantically by my own imagination before
14083,Fry,Here take my jacket You look a little cold
14084,Leela,Thank you Its all so beautiful I forgot how many hundreds of degrees below zero it must be I just wish I could convince the others youre alive
14085,Fry,You can All you have to do is wake up
14086,Leela,No no Dont say that This is real
14087,Leela,Not another dream  Frys jacket The one he was buried in My dream was real Hes alive
14088,Petunia,Not nymore
14089,Bender,Thats better
14090,Leela,Frys alive I have proof
14091,Amy,No way
14092,Farnsworth,You lie
14093,Bender,You do not
14094,Hermes,Im from Jamaica the Show Me island So show me youre blowing it out your fanny
14095,Leela,But he gave me his jacket Look
14096,Farnsworth,Thats not Frys jacket Frys jacket is red Thats your jacket An offtherack lime green affair
14097,Leela,But Fry His jacket And when I woke up it was on me
14098,Hermes,Youre under a lot of guilt stress Leela Here work it off
14099,Leela,I am not under stress damnit
14100,Amy,Everythings going to be alright Leela
14101,Leela,What
14102,Amy,I said everythings going to be alright
14103,Leela,Oh Maybe I am freaking out a little
14104,Bender,A little Youre screwier than my Aunt Rita And shes a screw
14105,Leela,I need to calm down Id better take some more of that space honey
14106,Farnsworth,Youve been taking space honey Be careful you purplehaired imbecile
14107,Zoidberg,One spoonful calms you down Two spoonfuls help you sleep But three spoonfuls and youll go into a sleep so deep youll never wake up Never
14108,Hermes,Never
14109,Bender,Never
14110,Leela,One spoonful to calm me down  Is that you I dont need a sponge
14111,Fry,Why am I sticky and naked Did I miss something fun
14112,Farnsworth,Incredible According to the gizmometer Fry touched the royal jelly in the space hive leaving an imprint of his DNA and brainwaves Then when it spilled on the couch it recombined with trace amounts of Frys hair and skin
14113,Bender,And blood Dont forget about Frys blood
14114,Farnsworth,Yes Bender thank you In short the various fluids Fry left in the couch caused the royal jelly to regenerate his entire being
14115,Fry,Neat
14116,Bender,This is great My buddys alive and his credit cards are valid again  Lets go get hammered
14117,Zoidberg,I should warn you Im a mean drunk
14118,Leela,Fry Im so glad I didnt kill you
14119,Fry,Me too
14120,Leela,Feeling responsible for your death was driving me mad But now everything is alright
14121,Fry,Uh not everything
14122,Leela,What What do you mean
14123,Fry,You have to wake up
14124,Leela,Wake up Oh no No It cant be
14125,Leela,Pooh
14126,Leela,Im cracking up In my dreams Im happy because Fry is alive But when Im awake my mind plays tricks on me
14127,Hermes,Oh take it easy Leela
14128,Amy,In every life we have some trouble
14129,Bender,But when you worry you make it double
14130,Amy and Bender,Dont worry Bee happy
14131,Farnsworth,The landlord says your rent is late
14132,Hermes,He might have to litigate
14133,Bender,But dont worry
14134,Bee,Bee
14135,Farnsworth,Happy
14136,Zoidberg,"Aint got no cash
Aint got no style
Ladies vomit when I smile
But does Zoidberg worry
Feh You wish"
14137,Bee,Bee
14138,Zoidberg,Happy
14139,Hermes,Dont worry now Amy
14140,Amy,OK Im happy
14141,Bender,Take us home Bender  Dont worry
14142,Bee,Bee
14143,Bender,Happy
14144,Leela,Uh were you just singing
14145,Bender,No I was telling you not to worry Im not allowed to sing Court order
14146,Leela,Ill find Frys coffin get his corpse and keep it under my mattress to remind me that hes really dead Thatll prove Im not insane
14147,Leela,OK its just an ordinary coffin Containing my ordinary dead friend who I killed
14148,Leela,What happened Why am I in my apartment
14149,"Farnsworth, Zoidberg, Hermes, Amy and Bender",You killed Fry You killed Fry You killed Fry 
14150,Leela,Stop it Stop it
14151,Bender,You killed Fry
14152,Leela,OK Im insane But Im still sane enough to know it  Here goes Goodbye waking world
14153,Fry's Photo,Leela No  Listen to me you dont want to lie in bed like a vegetable and do nothing the rest of your life Ive tried it Bedsores hurt
14154,Leela,Then what am I sposed to do
14155,Fry's Photo,Fight it
14156,Leela,I cant
14157,Fry's Photo,You can The Leela I know doesnt give up this easily
14158,Leela,OK Ill try  Go away
14159,Fry's Photo,I dont know if you can hear me Leela but theres something I wanna tell you I love you
14160,Leela,Im so scared Fry I dont know what to do
14161,Fry's Photo,Just wake up Leela Please Just wake up
14162,Leela,I dont understand what you mean
14163,Fry,Just wake up Please Just wake up Leela
14164,Leela,Fry Youre alive
14165,Fry,Leela Youre awake
14166,Leela,Of course Im awake You wouldnt stop waking me  Where am I
14167,Fry,In the hospital The ambulance took you here right after the bee stung you
14168,Leela,But the bee stung you It barely touched me
14169,Fry,The stinger went right through me and you got all the poison My new spleen came from a guy who liked to motorcycle
14170,Hermes,Sweet threetoed sloth of ice planet Hoth Shes awake
14171,Bender,You were in the best coma Ive ever seen
14172,Amy,The doctor said youd never wake up
14173,Leela,Really How long was I out
14174,Amy,Two weeks Fry never left your side for a minute
14175,Zoidberg,And he talked nonstop Like a parrot of the sea he was
14176,Fry,I though that maybe if you heard a familiar voice it might help keep your mind together But who knows if it really got through
14177,Leela,It got through Fry  It got through
14178,Leela,You could really use a shower
14179,Fry,You too
14180,TV Commentator,Celebrity Ape Fight will return next week at its regular time
14181,Fry,So who should I root for America or one of those countries I learned about at the food court
14182,Amy,How bout those guys
14183,Leela,No theyre from the Republic of French Stereotypes Everybody hates them
14184,Farnsworth,Oh lets go check on Hermes All this inspiring multiculturalism is angrying up my blood  Sweden I dont think so
14185,Hermes,Go on stick touch me Cant do it
14186,LaBarbara,Husband you havent been an Olympicclass limboer for 20 years Quit lying to your podgy self
14187,Leela,It does seem like Jamaica will be able to field a strong limbo team without you
14188,Amy,Yeah isnt that basically all Jamaicans do
14189,Hermes,Jamaicans have other interests Which is why the limbo team got detained at the airport
14190,LaBarbara,Thats when they begged my husband to step in and make an ass out of himself
14191,Hermes,And I said Id try my very best
14192,Fry,But have they seen your  yknow  physique since the old days
14193,Hermes,I described it to them on the phone  using a series of artful euphemisms
14194,Farnsworth,Dont worry The fat pig will do fine thanks to this flabbodynamic spandex bodysuit Ive designed  It redistributes his weight shifting his centre of gravity closer to his knees
14195,Hermes,Ooh thats snug  Oh those havent descended in years
14196,Farnsworth,Now thats a limboers body
14197,LaBarbara,Look at that fine Jamaican bacon
14198,Bender,Shut up Zoidberg The robot bending events are starting  Wow That guy must be like the worlds greatest bender My dreams of glory died before they began
14199,Zoidberg,Welcome to my life
14200,Female Announcer,Athletes please take your lanes for the mens 500 metre limbo
14201,Barbados Slim,Hermes Conrad is that you inside that dumpy little fat man
14202,Hermes,Barbados Slim What are you doing here Last time I heard you were in Barbados
14203,Barbados Slim,Yes and I be going back there with a gold medal draped around my elegant Caribbean shoulders
14204,Hermes,Your body may be as perfectlysculpted as it was 20 years ago when you whupped my fat ass every time we met  But today I feel lucky
14205,Barbados Slim,I see youre still able to limbo under the bar of fashion sense
14206,Hermes,Thats it Barbados Slim Youve gone one toke over the line
14207,Man,Limboers on your marks Get rubbery Limbo
14208,Commentator,Whats this Hermes Conrad is closing the gap Hes limboed out of retirement and straight into my heart I say go to hell Barbados Slim
14209,Farnsworth,Go bodysuit go
14210,Zoidberg,Go
14211,Bender,Cmon
14212,LaBarbara,Cmon Hermes beat that mahogany god
14213,Commentator,And Conrad is disqualified Barbados Slim my hero takes the gold
14214,LaBarbara,Aw there there Hermes  You did your best If Id wanted a human Adonis for a husband Id have stayed married to Barbados Slim
14215,Bender,Well enough about Hermes I couldnt win a medal either Even at bending the thing I was built to do Im so embarrassed I wish everybody else was dead
14216,Female Announcer,Up next the Fembot bending competition
14217,Bender,Fembots  Methinks a clever Manbot suitably disguised might win those events But the charade would require subtlety nuance grace
14218,Bender,What do you mean Im not registered My name is Coilette and Im from uh  Robonia Coilettes a chicks name
14219,Official,Yes but Robonia sounds like something somebody made up on the spot
14220,Bender,Ever been beaten up by a guy dressed like a chick
14221,Commentator,And its straight Coilette wins
14222,Commentator,Another gold medal for the spunky maid from Robonia
14223,Commentator,Perfect scores A record five gold medals for Coilette
14224,Bender,Im great Everybody else sucks Except that guy Bender Hes really somethin
14225,Female Announcer,All medallists report for gender testing
14226,Leela,You actually thought theyd let you walk away without an engine oil sex check
14227,Bender,Wait Ive got it Professor make a woman out of me
14228,Farnsworth,Oh I think we should just stay friends
14229,Bender,I dont need friends I need a sex change operation and give it to me now
14230,Farnsworth,Bender a robot sex change is a complex and dangerous procedure Replacing your testosteroil with Fembot lubricants can cause wild mood swings And the effects may be irreversible Well lets get started
14231,Leela,No you cant
14232,Amy,If you have even the slightest respect for the dignity of women
14233,Bender,Pft
14234,Farnsworth,Im sorry ladies but I must do this Not for you not for Bender but for the proud people of Robonia
14235,Bender,Cmon
14236,Fry,I cant watch this cause its creepy and wrong and sick However I will watch out of curiosity
14237,Farnsworth,Im about to begin the process of reshaping Benders body into a tender delicate form
14238,Farnsworth,Draining male oil  Removing item
14239,Robot,We cant wait for Coilette any longer damnit I have to get home to watch The Zombie Osbournes
14240,Coilette,Im ready for my test now boys
14241,Coilette,Hail hail Robonia A land I didnt make up
14242,Coilette,Ooh yeah Come on baby Boom
14243,Coilette,Oh yeah baby Cmon Work your cans Thats it Shake it out
14244,Leela,I dont know which Im more
14245,Coilette,Im just out there making us ladies look good
14246,Amy,Snuhuh Youre making us look like jerks in front of the other genders
14247,Fry,But youre not really a lady anyway Right
14248,Coilette,Of course not
14249,Farnsworth,Dear Lord A coaster The Femmzoil must be sacheting girlishly into your processor
14250,Coilette,Then change me back My breasts are keeping me awake at night anyway  I need a rain check on that nadswap Professor Im going on TV Cmon Fry Help me pick out a pantsuit
14251,Humorbot 5.0,So Calculon do you want to set up this clip from All My Circuits
14252,Calculon,No I think its selfexplanatory
14253,Calculon,Nooo
14254,Calculon,Funny story
14255,Humorbot 5.0,Anecdote accepted Snappy comeback not found Please put your hands together for my next guest Winner of five Olympic medals Coilette from Robonia  So Coilette many young Fembots wish to emulate you Any advice for them
14256,Coilette,Yes Humorbot If you ask me women today are too stuck up to go out and jiggle their Jello like everybody wants them to In fact should I do it now  Woo Look out baby Work it out Ooh shake that thing You gotta use it lady Shake it up a little Thats right Come on Look at that
14257,Calculon,Madam I am one impressed celebrity
14258,Coilette,Oh I bet you say that to all the fiveOlympicgold medalwinning Fembots
14259,Calculon,From this day forward I shall do so whenever possible
14260,Coilette,Golly  what
14261,Calculon,Coilette this may be presumptuous
14262,Coilette,Thats my favourite kind of this
14263,Calculon,But I would be honoured if you would join me for dinner sometime
14264,Coilette,Calculon youd be fulfilling this naive Robonian farmgirls fantasy
14265,Calculon,Of course I would
14266,Coilette,This top makes me look fat Is it trampy to go on a first date nude
14267,Amy,Yes
14268,Coilette,Perfect
14269,Fry,You gotta tell me
14270,Coilette,Certainly not But just once Id like to eat dinner with a celebrity who isnt bound and gagged Is that so much to ask
14271,Leela,Well I think you dating a Manbot is a disgrace and I refuse to be involved And you have way too much lipstick on
14272,Coilette,Are you kidding I need more lipstick Much more  Ooh yeah Thats the stuff Men love it when you really glob it on
14273,Leela,No they dont
14274,Amy,No way
14275,Coilette,Oh please Every man wants a tramp No wonder you girls arent married  I tell you men are so much better at being women
14276,Fry,But what if he wants to I mean if he tries to  uh  Barry White
14277,Coilette,Ill just tell him I need a commitment first Thatll stick a potato in his tailpipe
14278,Hermes,Good Lord man What kind of temporary woman are you
14279,Coilette,Look why dont all of you just back off Cant a girl enjoy herself without being judged
14280,Farnsworth,Oh dear Her mood swings are getting wilder Shes becoming a slave to her emotions Just like all women Particularly you Leela
14281,Leela,Im worried about him too Professor
14282,Elzar,Hey maam you sure can put it away You saved me a trip to the dump Bam
14283,Calculon,Id appreciate it if you didnt bam the young lady
14284,Elzar,Well Id appreciate it if I did So I guess were even
14285,Calculon,You know Coilette Ive never before met a woman as fascinating as I am Youre such a sweet soft Fembot And you have this free spirit about you  Ive never met anyone like you
14286,Coilette,Oh yes you have
14287,Calculon,Coilette Id like to spend some  quality time with you
14288,Coilette,What Ah Whoa No way Not gonna happen What kind of girl do you think I am
14289,Calculon,Have I mentioned that I own the worlds biggest and most elegant yacht
14290,Coilette,Woo Im a trophy girlfriend
14291,Amy,No kidding These gifts have been coming nonstop  I think Calculons falling for you
14292,Coilette,Bah Any day now hell dump me for a new wad of arm candy And then I can turn back into a guy and hock all this stuff Its just a game
14293,Calculon,Coilette I cant stop thinking about you I cant sleep at night although as a robot I dont do that anyway But if I did I couldnt because I love you so   Will you marry me
14294,Coilette,Oh Calculon Yes I will
14295,Amy,Maybe shes right about the lipstick
14296,Fry,Ill miss you buddy Youve been like a brother and then a sister to me And now youre getting married I love you man
14297,Coilette,The marriage is a scam
14298,Fry,Cool Whats for dinner
14299,Leela,What do you mean a scam
14300,Coilette,I marry Calculon divorce him take half his money and turn back into a guy Its sort of a twoperson pyramid scheme
14301,Fry,Thats marriage alright
14302,Leela,That is so unbelievably manipulative
14303,Coilette,Come on You never went on a date with a guy just cause you were hungry
14304,Leela,Well I uh I thought I might like him on a full stomach
14305,Coilette,Nice try sister Now if youll excuse me I need to meet with my wedding planner  Zoidypoo please tell me frilly is in this year
14306,Zoidberg,I saw a frilly cake in here you would remember all your life I know I will Late at night it haunts me with its frosted beauty  Order the cake damnit
14307,Calculon,I have something for you
14308,Coilette,A remote control You got me a TV
14309,Calculon,No my dearest its the remote control to my heart It symbolises the power you have to sway my emotions
14310,Coilette,Will it work on my TV
14311,Calculon,We dont need TVs we have each other Coilette if I werent able to spend my life with you I would leap from this very balloon
14312,Coilette,Come on with that Really
14313,Calculon,Yes We were meant to be
14314,Coilette,So  you really and truly love me
14315,Calculon,So much so that Im prepared to give up showbusiness itself to be with you
14316,Coilette,But you always said youd rather burn down a convent than give up showbusiness
14317,Calculon,I always said many things But now all I want is a peaceful life and a quiet villa overlooking a vineyard  with you
14318,Coilette,Would we have donkeys
14319,Calculon,All you could eat
14320,Coilette,Oh take me in your arms and compress me Compress me tight
14321,Calculon,Stop Let us climb to the heavens that the gods themselves might envy us
14322,Coilette,I just dont think I can go through with this scam
14323,Amy,What
14324,Fry,So now you do wanna marry him
14325,Coilette,No I just dont wanna hurt him or humiliate him Oh curse this womans heart
14326,Fry,Eck
14327,Farnsworth,Youre falling into the final debilitating stages of womanhood Youve waited too long to switch back you ding bat
14328,Leela,OK look If I help you with this do you promise to get out of my gender and stay out
14329,Coilette,Uhhuh
14330,Leela,Alright Now theres no way to stop this marriage without hurting Calculon But hes an actor If theres one kind of pain he can handle its soap opera pain
14331,Leela,OK is everyone ready
14332,Fry,Check
14333,Amy,Uhhuh
14334,Hermes,Yep
14335,Zoidberg,Basically
14336,Preacherbot,Dearly beloved actors and casting people who might be looking for someone to play a preacher I welcome you The bride has written some vows that we will now all pretend to be interested in
14337,Coilette,Dearest Calculon forever is not enough time to tell you of the many ways I love you
14338,Hedonismbot,Oh my
14339,Calculon,Is there a doctor in the
14340,Zoidberg,I came as soon as I could  It appears to be a case of African hydraulic fever
14341,Calculon,Dear God The very illness my TV character caught in season two when I was holding out for more money Its often fatal
14342,Coilette,Whatever happens remember the flame of my eternal love will burn forever
14343,Calculon,Of course But smoochiepups I thought one could only catch hydraulic fever deep in the diamond mines of the Congo
14344,Leela,You really thought you could steal those diamonds from me and Congo Jack
14345,Coilette,Those gems belong to the natives
14346,Leela,Hiyah
14347,Calculon,Oh how cruel and melodramatic fate is  Why
14348,Coilette,Calculon my darling your loud why brought me partway back to life  Congo Jack
14349,Calculon,Another shocking twist
14350,Fry,Yes And I have a message for you from Colonel Mitumbay He says this    is from Congo Jack
14351,Coilette,Uh um
14352,Calculon,No Nooo  NOOO
14353,Coilette,I wont leave you Not until Im sure you understand the thing I said before About my eternal love for you burning    et cetera
14354,Calculon,I do I do
14355,Coilette,OK then
14356,Zoidberg,Im a doctor shes dead
14357,Calculon,She lives no more But let us all find comfort knowing that she truly loved me To honour my pain I shall star in a film dedicated to her memory And this time the Academy will not deny me Not when they see Coilette
14358,Calculon,every emotion an actor can display
14359,Farnsworth,Turn off that craporama One mistake now and Bender will be trapped forever between the already illdefined robot sexes
14360,Coilette,Ow Ooh Ow Oh
14361,Fry,Well Bender I hope this has taught you a lesson about changing your sex to win five gold medals
14362,Coilette,It truly has My romance with Calculon has shown me a lot about myself
14363,Farnsworth,Almost done
14364,Coilette,If only somehow someway he and I could
14365,Bender,Drive to Vegas pick up some Flooziebots and void their warranties all night long
14366,Fry,Yay My buddys home And his respect for women is back to normal
14367,Leela,I kind of hoped this whole experience would have left you a little more open to your sensitive side
14368,Bender,Yeah youd think but what you gonna do
14369,Calculon,Coilette the skies themselves weep upon the sweetest flower of all the field
14370,Leela,Aw
14371,Amy,Aw
14372,Fry,Ew
14373,Zoidberg,Gross
14374,Farnsworth,Sentimental drivelpoop
14375,Fry,Cmon Bender lets go This chickflick is getting me all barfy
14376,Bender,Yeah Emotions are dumb and should be hated
14377,Calculon,Goodnight Coilette my turtle dove
14378,Bender,Goodnight Calculon
14379,Leela,What did you say
14380,Bender,I said you two dont dress trampy enough  I still got it
14381,Man,10 please
14382,Fry,Aw man
14383,Nannybot 1.0,Sleep little dumpling I have replaced your mother
14384,Leela,Aw
14385,Bender,Oh my God Robot beelyboppers
14386,Fry,And theres a robot scratching post  You should try it out Bender
14387,Bender,Please I have some dignity
14388,Wernstrom,Ladies and gentlemen my Killbot features Lotus Notes and a machine gun It is the finest available
14389,Farnsworth,Like fun it is you glassheaded wallaby
14390,Wernstrom,No one calls me that Im having at you
14391,Farnsworth,Wernstrom
14392,Farnsworth's Killbot,Such senseless aggression
14393,Wernstrom's Killbot,Come on Lets go for a paddleboat ride
14394,Bender,The secret was scratching really really hard
14395,Announcer,And now the woman who Momopolises the robot industry
14396,Fry,I get it
14397,Announcer,Mom
14398,Fry,Oh now I get it
14399,Mom,Hello dearies
14400,Bender,Woo I love that old bat
14401,Mom,Ladies and gentlemen for the 17th year in a row the future of robotics has arrived Boys  I give you  Robot 1X
14402,Larry,Ow
14403,Igner,Ow Oh
14404,Bender,Neat
14405,Mom,Quite frankly Robot 1X will put all my previous models to shame Incidentally would one of my previous models mind coming up here
14406,Bender,Right here Im comin Cmon baby Ill do it Cmon Mom
14407,Refreshment-bot,Jerk
14408,Bender,Here we go Im your top of the line Mom
14409,Mom,Notice that this obsolete robot runs on alcohol and emits pollution Whereas Robot 1X runs on pollution and emits pure oxygen with a fresh pine scent
14410,Bender,Man that smells great
14411,Mom,Now lets see how both robots do at a typical household task
14412,Robot 1-X,Task completed Total value 473 and one Albanian lek
14413,Mom,Very good Robot 1X And you bending unit
14414,Bender,Uh I never got the change  Suckers
14415,Mom,Presenting Moms Friendly Robots
14416,Bender,That new robot is great huh Sure made me look like a pile of crap
14417,Farnsworth,Indeed Thats why I bought one to help around the office
14418,Bender,Eep
14419,Leela,Lets try him out Robot 1X can you clean Nibblers stanky litterbox
14420,Robot 1-X,I can and will
14421,Bender,Hey I could have done that if youd asked me
14422,Leela,I asked you five minutes ago
14423,Bender,You call that a kiss Ill show you  Cmere Nibbler
14424,Farnsworth,Oh look Bender If you want something to do stop making out and give us a hand
14425,Hermes,Here Go up on the roof and install this fake satellite dish so we can impress the neighbours
14426,Bender,Yes sir Im on it
14427,Hermes,Oh and have Robot 1X help you
14428,Bender,Get outta here freshman I dont need your help
14429,Robot 1-X,Our owners asked me to assist you
14430,Bender,Yeah Well assist this
14431,Bender,When I screamed help I didnt mean you
14432,Robot 1-X,I apologise However I was able to do your job before I saved your life
14433,Bender,Dont mind me Im just saving you the trouble of throwing me away
14434,Amy,Spleesh Mell out Bender Come watch some TV
14435,Bender,I cant Im stuck in the can
14436,Leela,Well ask Robot 1X to pull you out
14437,Bender,Never
14438,Leela,Why cant you accept his help
14439,Bender,I hate him
14440,Leela,But hes just a tool to make your life easier Like a socket wrench or a burglars kit
14441,Bender,I cant ask for his help because
14442,Farnsworth,Yes
14443,Bender,Im scared of him
14444,Leela,Oh sorry
14445,Farnsworth,Well then theres only one solution
14446,Bender,An upgrade But I thought we all agreed I was perfect Fry didnt we agree I was perfect
14447,Fry,Oh yeah no youre pretty perfect
14448,Bender,Pretty perfect So you do think I need an upgrade
14449,Farnsworth,Yes For Gods sakes yes
14450,Bender,Fine Ill be back in a few days
14451,Roberto,Man I hate those new 1X robots Id like to stab em Give em some of these
14452,Bender,Yeah Right on nutcake
14453,Roberto,Parole officer says I gotta upgrade or he wont give me back my stabbing knife But its no big I hate those 1X so much I know it wont affect me  I love those magnificent 1X robots The 1X robots are my friends
14454,Bender,WWWait What happened to your enthusiasm for stabbing them
14455,Roberto,Im past that Later blood
14456,Bender,Its like hes not him anymore  I changed my mind
14457,Bender,I did it I escaped But to what kind of a life  Oh jeez
14458,Bender,Curse you merciful Poseidon
14459,Bender,Boy what is the deal with the ocean A tropical island huh Well Ive washed up on worse places OK first up Im gonna need to build a shelter  There Well I guess Ill go out for a while
14460,Bender,Damn One rock short of rescue
14461,Bender,Oop Low on power  Oh no Guess Ill do what I always do when I run out of booze
14462,Bender,Dont panic Ive got these yams Ill just make some yam schnapps
14463,Bender,Hey I should be mad at you Now turn around
14464,Bender,Beer  Ow
14465,Bender,Who  is  it  Ow
14466,Bender,Who are you and why should I care
14467,Cartridge Unit,To live a simpler existence free of technology
14468,Bender,A working cartridge unit Wow You guys went obsolete years ago
14469,Cartridge Unit,Your mother
14470,Lisa,What Cartridge Unit means is the very things that make us obsolete also make us unique I for example need to keep refilling my waterwheel or Ill power down forever  Anyway we like it here
14471,Bender,Like you have a choice  So whats your problem
14472,Sinclair,Not enough uh
14473,Bender,Memory
14474,Sinclair,Oh great Now I remember that word but I forgot my wifes face
14475,Lisa,If youd like youre welcome to join our society
14476,Bender,Look no offence but I need technology Especially email and snowmobiles And television Without television how will I know whats buzzworthy
14477,Sinclair,Why would you wanna watch TV when you can watch a snail crawl for hours on end
14478,Bender,Thats the dumbest thing Ive ever heard
14479,Bender,Oh man Hes never gonna make it over that next pebble Wait wait Oh my God He made it
14480,Lisa,Yeah
14481,Sinclair,Way to go
14482,Bender,That was the greatest thing ever Lets party  Yeah baby Cmon
14483,Lisa,Where did you get that CD
14484,Bender,Its one of my ten desert island discs I never really thought Id get to use them But look at me now Ooh yeah baby Do that thang
14485,Lisa,CDs are unnatural Why dont you just listen to the ocean
14486,Bender,Which ocean That ocean  Take that Beethoven you deaf bastard
14487,Bender,Bang bang bang You sure got this life thing figured out cymbalbanging monkey
