,Quotes
6772,Hello. We're here because we...uh...love our planet!
6775,"You know, playing you all for chumps?"
6789,"Great, we're gonna die."
6799,They look like dorks!
6819,"You're my kind of soldier, Lemon. A foul-mouthed, barrel-chested, beer-bellied pile of ugly muscle."
6825,"But sweet girls aren't for you, eh? You hard-fighting, hard-farting, ugly, ugly son of a --"
6843,You got it!
6845,"Hey, I think your son might also like those boots."
6848,"If they put me on a stamp, tell them to use the young Bender."
6876,I got wheels! With clickety-clack-ers.
6882,Hot diggidy daffodil!
6884,(disappointed) Oh!
6888,Is he any good?
6907,Whoa! Scuse me.
6917,"My chair's too hard. It's a real pain in the...uh, whattya call it? Lower back! Yeah, that whole region."
6931,"These balls are making me testy. If they don't stop bouncing and jiggling, I swear I'm gonna shove this treaty up their -- Wait a second. Where do you shove things up a ball?"
6939,Enough of this crap! I'm catching the next pimpmobile outta here! But before I go I have one thing to say.  Bite my shiny metal --
6941,"Up yours, chump, I said it 906 times before lunch."
6944,"Bender's got the upper hand now.  The name of the game is ""Make Bender Happy Or He Blows Up The Planet"".  I'd rather die and take everybody with me than sit here one more minute listening to these idiots talk about bouncing!"
6946,"That's it, I'm saying it! A is for --"
6950,Then I guess you learned a valuable lesson: Don't mess with Earth.
6952,Get the hell off my planet.
6954,"Hey, chumps and chumpettes. Did you get the bomb out? Can I go back to saying the word I love to say?"
6957,"(ironic) Well, this is just great! What's the point of living if I can't say ""ass""? Hey, I didn't blow up! Ass, ass, ass, ass, ass! Alright! I'm back in the saddle!"
6960,"That's using your ass. So, what's the word?"
6962,"Oh, come on. I'm not gonna say it. Please? Oh, is it ""please""?"
6964,"Hm, words I never say. Oh, I know! ""Thanks""!"
6966,"Wait, wait, wait, wait. Is it ""sorry""? No. ""Funderful""? Uh, ""nonalcoholic""?"
6971,"(from lab) ""Compassion""? ""Shrimptoast""? ""Antiquing""?  I'm alright!"
6975,Tough luck!
6977,"Hey, look! The keys to the real spaceship."
6979,"(firmly) Yes, I do."
6988,Woo-hoo!
6989,"Hey, Fry, I'm steering with my ass!"
6995,And no one suspects a thing!  Whoa! And that's how we learned our lesson!
7000,We're all very disappointed in you.
7010,"Pardon me, brother. Care to donate to the Anti-Mugging-You Fund?  Ow!"
7014,But we just had jobs!
7030,"Hey, let's see what it says about me."
7039,"Welcome to the future, human slave. Ah, relax, chum. I'm not really a giant fly!  I'm a horrible robot!  Kill all humans!"
7041,"Ah, they'll probably find a cure for that in the future."
7043,"Oh, good. Then you won't mind if I use this."
7046,"Stay beautiful, doll-face!  That Probulator sure knows how to please a man. So, what's for lunch?"
7056,Who should be unfreeze next?
7058,Alright!
7070,Me too.
7072,Boo?
7074,"Oh, my God!"
7104,"Yeah, and if you won't give me another chance, perhaps you'd give one to......Og, gorilla emperor of Earth!"
7114,"So, as Leela was saying, Fry can go shove a big old - Ow!"
7121,A home invasion by a former roommate.
7193,"You were only frozen for two days. Uh, by the way, I broke your bed."
7201,That's L.A.. for you.
7203,He just won't stop with the social commentary.
7209,"'Cause he destroyed your business, your home and all your possessions."
7217,"Oh man, come on!  Comin' through!"
7218,What's that black cracker?
7235,Well there's always hope.  C'mon we gotta go fix the plasma fusion boiler.
7236,Who are you?
7238,Well why aren't you fixing the boiler?
7240,There. Fixed forever.
7245,He's a witch!
7256,"Oh, eww!"
7262,Shotgun!
7264,"Yo, old guy. Why do we have to use those tiny micro-droids? Can't you just shrink us?"
7271,Uh-huh.
7275,I'll tell Fry to wash out - among other things - his ear.
7277,They know how to make ice cream soup?
7288,It's hopeless! Abandon ship!
7295,We're at finger alert five.
7300,"Where are we, the ass?"
7304,Abandon ship!
7314,Abandon ship!
7324,"All right, let's mush some worms!"
7357,'Ello! What's all this then?
7403,"Sorry you struck out sausage link. If it's any consolation, my life is great! Babes! Bucks! I got it all!"
7405,There you go!  Goodnight. I gotta get up early to go parasailing with movie stars!
7413,"Alright, yup."
7417,What?
7505,"Whoa, whoa, whoa! I'm Mexican and I find that offensive."
7511,"Eh, I don't know."
7513,Vámonos!
7525,No. But what do you make of this?
7527,"Oh, your God!"
7530,What kind of moronic plan is that? Wow!
7539,"With all these women around they were probably nagged to death. Are you with me, fellas?"
7547,Translation: Boring!  (laughing) That's a good one!  Ow!
7591,"Too true, Femputer. You're so wise. Kill 'em all, I say. Good riddance! Did I mention I'm not a man? I'm a manbot. It's an understandable mistake. You can let me down now, thanks."
7593,I sure am. But check the crotch.  Nothing.
7595,"(crying) I'll miss you, meatbag."
7605,"Maybe you can interface with my ass. By biting it!  Alright, I'll go!"
7612,Time to override the CPU and reprogram this Femputer.
7615,"You're no Femputer, you're a Fembot!"
7617,But why?
7619,What?
7632,"(from inside) Yeah, get lost!  (spookily) Ooh! I'm a scary Femputer. Release the prisoners!  (from inside) And bring gold. Lots of gold."
7635,(from inside) C'mon! Gimmie some of that!
7639,"Yeah. By the way, if she calls, I'm not here. All I know is this gold says that was the best mission ever!"
7647,Online.
7654,Whoa! I'm not reading that crap. Summarise it in one word.
7657,Of course.
7662,You know we don't!
7664,Hmm. It should look like this.  But instead it looks like this.
7666,"Who could do a thing like that? And by ""that"", I mean this."
7674,I'll get you fixed up.  That's fine.
7676,I bent him.
7680,"Oh, I see. A bunch of stuff gets bent so it must be the robot designed for bending."
7687,"See? Nothing. Told you, losers."
7689,I'm sleepwalking.
7692,"This is quite a shock. On the other hand, it's not surprising in the least. After all, I've been bending since the day I was built."
7693,(voice-over) I was born on an assembly line in the bad part of Tijuana.
7694,"Mama.  Hooray! I graduated! Time to bend around Europe for a few months, then get a job bending."
7696,Sure. It was only four years ago.
7698,"Precocious little scamp, ain't I?"
7708,"Aw, no! A strike? Now I'll never get to bend anything. Oh, woe is Bender."
7710,What?!
7712,Ten-times normal wage?  I'll give those jerks what for!
7714,Great to be here.
7716,Flexo?
7718,"Hey, sorry you got sent to that South American Turkish prison instead of me on account of mistaken identity."
7721,(sexfully) Hello.
7723,(more sexfully) Hello!
7726,"Ow!  Um. Hi, Angleyne. Whatcha up to?"
7728,"That's cool, that's cool. So, um, uh, I was wondering if, y'know, it's cool if not, but, what are you doing after work?"
7730,"Me too.  Man, we have a lot in common, huh?"
7732,(sexfully) Are you sure? Maybe I should sneak a peek at your access panel.
7740,Union forever! Lousy scabs! They can't do those things! Et cetera!
7741,I bet watching me bend girders like this turns your legs all rubbery.
7743,"Oh, yeah?  Prove it.  Here, let me help you."
7747,"Howdy, doodies. What's new?"
7749,"Yeah, yeah! Big whoop! No-one cares. I got Bender-related news. I'm in love and I'm taking all my friends out to celebrate."
7752,"Oh, Elzar, you'll never guess what's happened?"
7754,I met the most dynamite ladybot.
7756,"Bless you, sir."
7758,"I intend to. Through the lost art of the toast.  To Angleyne, she's got it all. Looks, charm and the love of a fabulous bending robot."
7760,Flexo!
7762,"I finally meet a nice girl with a pair of legs that don't quit unexpectedly and that jerk Flexo steals her away? It's time to kick some shiny, metal ass.  You degenerate hussy! I'm disappointed in you too, Angleyne."
7764,"Oh, God! Then it's worse than I think."
7766,Div-- Huh?
7768,"Uh, I knew that. What I'm actually outraged by is your choice of wine. Really, it's the steward's fault."
7770,"(muttering) That Flexo, I'm knockin' him right on his butt. I can't believe this."
7772,I can't. My Fembot may be in love with another Manbot.
7775,"OK, I've constructed an elaborate lie: I'll call Angleyne while pretending to be Flexo, arrange a date, show up disguised as him and catch her two-timing me with myself."
7777,(disguised voice) Hello? This is Flexo.
7778,Now we'll see who loves whom.
7779,"Hey, hot stuff."
7781,"Nonsense. It's exactly like me. Flexo: The fun loving love machine Fembots love to love. Hey, barkeep, I'll have a Fuzzy Navel and she'll have the girliest drink in the house."
7783,I hope they can make change for a fortune.
7788,You're lookin' good to Flexo tonight.
7790,Bender? That walking wuss factory?
7792,"But going through a divorce together, you can't tell me that didn't bring us closer. Care to dance?"
7794,"In that case it's something I've always wanted to make up to you.  Hey, scratchmo. How 'bout dropping me and the lady some rump-rattling beats?"
7797,I recently upgraded my funk card. C'mon!
7799,"C'mon now, what's new!  Ew!"
7801,Um...
7803,"So the moral of the story is: If you want it to stay sunk, tie a weight to it!"
7805,"Aw, shucks, thunder-buns! You make me feel like a million volts."
7807,"(thinking) So, she's falling for Flexo, eh? I'd better seduce her a little more, just to be sure."
7809,"I'll walk you out. After all, a true gentleman tends to his date's every need.  Tiparillo?"
7810,"Here you are, my lad. Bring the lady's car around in the finest way possible."
7817,How 'bout a lift? To your place.
7819,Admit it. You felt something for me tonight. And by me I mean Flexo.
7821,But?
7823,Buuut?
7825,"That's right, baby. I ain't your lover boy, Flexo, the guy you love so much. You even love anybody pretending to be him."
7827,"Oh, how I wish I could believe or understand that! There's only one reasonable course of action now: Kill Flexo.  Ow!"
7830,You call yourself divorced? You're making a mockery of one of our oldest institutions.
7836,Probably not. But I love you And I'm gonna kick his ass 'til I win you back.
7842,"But, I love you."
7844,"But ... but ...  I love you so much, Angleyne, I want you to be happy no matter what."
7846,I'm saying I've got an unbendable girder to bend.
7848,"Well I don't know anything about lifting, so that just leaves us the one option."
7851,(crying) Me too. Me too. (talking) Jerk.
7853,"Yes. I won't be up to bending again for a long, long time."
7860,I try to get out but they keep pulling me back in.
7863,I like him better this way.
7871,"""$500"", you say?"
7876,"Ma'am, I have a late entry.  My hard-shelled wooping terrier, Mr. Zoidberg."
7877,Faster! Faster.
7879,Suck in that gut! You wanna be spayed?
7880,"Silence, you cur! Puff out that brisket!"
7881,I should be weeping! I'm not weeping!
7885,Second place?  That's a fancy word for losing.  You didn't stick your landing!
7887,Never!
7896,Excuse me.
7906,"Fry, help me! My heart stopped beating!"
7908,"Sure...right. Robot!  Oh, Fry! My skin's all dry and clanky."
7910,Am I a robot?
7912,Fry!  My skin!
7930,"Hey, let's all join the Reform Party!"
7968,A pickle jar?
8043,"(cheering) Alright, Zoidberg!"
8045,Reload.
8064,Neat!
8066,"Oh, I am, me!  Bender is!"
8068,"Yes, I will."
8070,"No, I'm Bender. We met once, remember?"
8072,"Come on, don't you remember how much I was bugging you, don't you? 'Cause it was a lot, you remember, right?"
8074,Bender? That was the other guy. My name's Boiler.
8076,Thanks. And call me Bender.
8094,What's with Monstro?
8097,"(proud) Well, perhaps I could call on TVs Calculon to help, now that I'm in showbiz."
8099,"Long enough, little man. Long enough."
8100,"Calculon, as your hot water heater......I would be remiss if I didn't bring you scripts that could make you an international film star."
8104,"Get this: For a scant $1 million investment, you can be the star."
8106,"And, uh, I guarantee it'll win you an Oscar."
8110,I can guarantee anything you want.
8113,Here's your chequebook.
8116,"(to Calculon) That plot makes perfect sense, wink wink."
8118,"No, I didn't. (quietly) Raise middle finger."
8131,"Nice turnout, Calculon. That Oscar's practically on your mantel."
8144,(cheering) Woohoo! Yeah! He's a visionary!
8146,"Now you know why I use the qualifier, ""practically""."
8152,Then maybe you should act better.
8160,Calculon's gonna kill us for sure. It's all everybody else's fault.
8166,Catering.
8178,They're giving out the minor technical awards. I think they're up to writing.
8182,"And now, to present the award for Best Actor......a bit player in the flop movie The Magnificent Three......Dr. Zoidberg."
8192,Hit the deck!
8196,"Then you're not going to kill us, Your Majesty?"
8199,Hit the deck!
8206,Ah!
8208,Thank you.
8210,So? It's not like it's the only one we've got!
8230,"Well, I do think of human life as expendable."
8233,"Fry, the title of captain may inflate the human ego, but it's beneath the notice of my mighty robo-logic!  Now look spry men! We launch at six bells!"
8237,Aye! We're hitched up tighter than Davy Jones' U-Haul! At ease men!
8239,"Mr Fry. I like to give my first mate an informal nickname. From now on, you will be known as...Wiggles!"
8241,I have now. And what's Peter Parrot's first rule of captaining?
8243,Correct Wiggles. You've just earned an invitation to the captain's table.
8257,"...But I suppose it's this medal I'm most proud of Wiggles. I won it for saving the children of Earth from a giant kangaroo. It was on the Australian news, you probably didn't see it."
8260,Thank you steward. Wiggles? Weren't you about to propose a toast to your gallant captain?
8262,"Eh, I've heard better."
8264,"Sir, you forget yourself! Shut up!"
8266,"Going? But, a captain can't drink without his first mate!"
8268,I don't feel like drinking.
8270,"(soberly singing) Oh Greenland is a barren land, a land that bears no green. Where there's ice and snow and the whale fishies blow and the -"
8272,Gah! I once knew a guy...you look like him. But he wasn't either.  I'm a good captain.
8284,Five hours? Aw man! Couldn't you have just gotten me the death penalty?
8286,"Yeah, uh, good luck with that."
8291,"Ah, can't beat fresh squeezed!"
8295,"Yo, screws, more Tegrin over here? Oh ho, what's this?"
8311,What the?  What's this water made of? Ice? Forget this!
8313,(in penguin) Not entirely.
8343,Of course not. Filthy ice rats. Scat! Shoo!  Gah! What are you doing? Get away!
8345,"Well I don't love them.  Aww!  I don't know why but when I look down at their little faces, it makes me wanna puke! In a good way!"
8347,(in penguin) That's Puffin talk. Now follow me!
8357,(shouting) Attack!
8360,(in penguin) We will fight them on the beaches! We will fight them on the glaciers!
8364,"Yep. It's like I taught 'em. If it ain't black and white - peck scratch and bite! Now to take off my tuxedo.  Guys, it's me! Your lovable dictator! Uh-oh!"
8366,Faster! Faster!
8368,Oh phew!  Oh right they can swim. It's all coming back to me now.
8370,Wiggles?
8372,"Yeah, life is hilariously cruel.  Permission to come aboard Wiggles?"
8374,"Oh, and bring my toboggan."
8378,"Ah, quit your worrying. Thanks to my shining influence those stupid birds'll do just fine."
8407,Ooo look! It's the centaur race!
8420,This.
8422,That'll teach those other horses to take drugs!
8434,Let's just say I lucked out at the track! Also I rigged one race.
8444,Like hell you will. Bending's my middle name.
8446,Yep. My full name is Bender Bending Rodriguez
8448,He was fun.
8451,Old New York. The city that inspired a casino in Las Vegas.
8453,New York is so burned.
8489,"No sweat, we'll just take a spin on the B-train!"
8490,Ooo that feels funny!  This is the Brooklyn bound B-train making local stops at wherever the hell I feel like. Watch for the closing doors.
8491,Wake up buddy end of the line!
8493,Was it poorly xeroxed?
8506,"Man, father time really took a bat to this place."
8519,What a waste.
8521,The Achilles heel of the Ronco design is it's structural resonance frequency. Allow me.  There we go!
8523,You mean breakfast club sandwich?
8527,Except Sports by Huey Lewis.
8531,Who is that God-like figure?
8535,"Apparently this brave adonis, this cadillac of men, was the first person on Mars."
8537,His legend lives on.
8539,"Yep, nothing in there but all the best music of the 1980's in one amazing collection."
8553,I'll get my kit.
8563,There. Now no one will be able to say I don't own John Larroquette's spine!
8567,You're twice the the he ever was.
8574,"Pay dirt! I got the clover! Plus his wedding ring.  Sorry ladies, I'm taken! Hey Fry you want me to smack the corpse up a little?"
8576,Alright grab a shovel. I'm only one skull short of a Mouseketeer reunion.
8582,"Garbage, huh? I'll take care of it."
8584,A baby what?  Ow!
8587,"A reunion at your old orphanarium, eh? You gonna go?"
8595,Set a course for adventure!
8597,What a dump!
8603,Mmm! And try one of these Popsicle sticks. They've absorbed quite a bit of flavour.
8607,Whoa! Get a load of this average-looking guy!
8639,$100 a week?
8644,"Sons, daughters, meet Uncle Fry."
8646,"No. It's called parenting. Come on, dumplings. We've got 12 government stipends to collect."
8674,"Kids, meet the jerkbags I work with."
8677,Kids have names?
8679,"And from now on, you're all named Bender Jr.!  Looky here! My first government stipend cheque! 12 baby humans, 1200 wing-wangs!"
8681,"What is it with you kids? Every other day, it's food, food, food!  Oh, fine. I'll get you some stupid food."
8683,No. The cat shelter's on to me!
8698,"OK, they've got everything you need here: Booze, a couple of peanuts, they got a crapper in the back -- that's one of the things you kids do, right?"
8700,Then knock yourself out.  Hey! Hey! Only eat enough to barely keep yourselves alive! I'm trying to make a profit here.
8702,Here.
8704,Yeah.
8706,"That's me, baby! Let me just ditch the kids in an alley and we can go have some fun."
8708,"Son, daddy's trying to score with a cheap floozy right now, so we need you to cram a Tinkertoy in it!"
8710,"Hey, what the hell are you doing? Quit hugging me!"
8712,You morons! I don't know what you're trying to pull here but I got half a mind to hug each and every one of you and see how you like it!
8714,"(grumbling) Oh, come on!"
8738,"Coming through, watch your heads!"
8740,"Remember your manners, kids. Forks go in the left pocket, spoons in the right."
8743,Ah-ah-ah! What do we say when someone gives you something?
8745,That's my boy!
8748,"Well you should've gone poopy before it was time to run out on the check! C'mon! Go, go! Through the kitchen!"
8755,Daddy's tired. Let's just have another dog pile on Fry.
8758,"Alright, fine, gather round."
8760,"(reading) ""Bender's Arrest Record"" by the police. On March 3rd at 2pm, Bender was caught shoplifting!"
8762,"OK, kids. It's 9:00, you know what that means. Daddy's sick of looking at you so go to bed.  The grown-ups have to talk. Come on, Ma."
8763,"Now to figure out how much money I'm raking in off those twerps!  Oh, I need a calculator."
8765,"I mean a good calculator. Minus the food, the bunny rabbit wallpaper -- I'm getting 100 bucks a kid and they're costing 110!"
8767,I'm not sitting through one more PTA meeting. The kids have got to go!
8769,(shouting) Just go to bed!
8773,"Hello? Imperial Dragon Restaurant? I've got a herd of you-know-whats for sale...Let me check.  Oh, aren't you a cutie? About 35lbs.  What?!"
8775,"Well, you've come to the right place because Honest Bender's Orphanarium means discount orphans. Now, little lady. What do I have to do to send you home with 12 orphans today?"
8777,"Whatever you say, chief. I'll show you what I got in stock."
8781,Then how about this little number? Pure-bred human. No vampire in there.
8784,"If you're strapped for cash, you might wanna consider this irregular unit. Cursed with a third ear but so full of that emotion that I understand is called ""love""."
8787,"OK, kids, grown-ups gotta talk, time for bed."
8789,I said hit the hay!
8791,"Yeah. You know, it's times like this I can hardly bear to let them go. Goodnight, you princes of Maine, you kings of New New England."
8821,"Hey, I smoke a cigar, not a candy cane. Sheesh!  Hey, what the? Get away! Come on! I just got all the gum off of there! Hey! Hey! (shouting) I hate you! I hate you all!"
8835,I thought you were retired.
8837,"I got plans. I'm gonna turn my on/off switch to ""off""."
8842,"So, you got six bucks left to retire on. I recommend Tender Vittles."
8847,That's for sure--  Roberto! Is that you?
8849,You old lunatic! How you been?
8851,"Yeah, I'm doing OK too.  I'm taking a Chinese cooking class at the Learning Annex."
8853,"Sure thing, pal."
8855,"Well, nice talking to you."
8857,"Hey, thanks, buddy!"
8875,A few months in an insane asylum? I could do that standing on my head.
8880,Yahoo! The system fails again!
8888,"Well, you meet half the qualifications."
8891,(shouting) I find that offensive!
8904,Whoa! Someone had a busy day.
8906,You could drop dead. That'd show 'em.
8922,"Are you crazy? This place is great! Electroshock whenever you want it, two Lincolns for every Napoleon.  Ah! Sweet light crude!"
8924,"Ah, quit your bellyaching and take it like a robot."
8932,"Je suis Napoleon!  No, seriously, I'm not."
8934,"Ah, lighten up, honey. I'm just trying to get through a difficult time using humour."
8954,(shouting; from cell) Hey! Keep it down in there! I'm tuning my banjo!
8964,"(singing) Gonna sing a little tale about a battle called Waterloo. (talking) Bonjour, y'all!"
8969,Here we go. Just a minute. Aha!
8971,"Come on, Lasty!"
8973,"Roberto! Ooh, what a surprise to see you in here! Especially 'cause I didn't squeal on you, remember? Remember all that squealing I didn't do? Remember? Do ya?"
8975,"Uh, sure.  Anything for you, buddy."
8977,"Uh, what's with the get-up?"
8979,I'm in! I'm in!  So when were you planning the breakout?
8981,Quick! Let's keep escaping!
9001,"Oh, it was nothing."
9004,"Wow! Hitting the same place three times? I admire your style, Roberto."
9008,Come on! I got a place where I like to hide after crimes.
9010,"(panting) Hey, everybody. Meet my good pal, Roberto."
9021,Yes! Take her first.
9025,Um ... OK. Fixty ... six ... ish?
9027,Don't kill me yet! I'm starting to come down with Stockholm syndrome ... handsome!
9044,"Congratulations, buddy. You're a credit to my race."
9051,"Buddy, you may be wrapped in greasy skin, but inside, you've got the heart of a robot."
9053,"Just like inside me, I've got the heart of a human.  What?"
9055,(over credits) What?
9057,"(singing) Froggy went a-courtin' and he did ride, uh-huh, uh-huh"
9059,What's that? One of those Led Zeppelins I've heard so much about?
9077,"Oh, no, I'm not going near it. Last time, that magnetic psycho nearly cut my head off."
9079,What? Who said anything about me secretly wanting to be a folk singer? How ridiculous.
9081,"OK, OK, I can do this. It's time to take life by the cans."
9086,(singing) Jimmy cracked corn and I don't care
9088,(singing) 'Cause the master's gone away.
9090,"Doc, I can't move my arms and legs. What's wrong with me?"
9092,"What is it, good news?"
9094,You mean -?
9100,"(crying) Oh, my life is over. I'll never know happiness again."
9104,"Obviously not, or I'd be strangling you right now."
9108,"For the love of God, somebody kick his ass!"
9110,"Oh, I'm doomed. Everybody leave me alone. I don't wanna be seen this way."
9112,"Hey, the blues. The tragic sound of other people suffering. That's kind of a pick-me-up.  Wow, that was great."
9114,"I dunno. Let me see.  Oh my God, you're Beck! I'd get up to shake your hand and steal your wallet but my crappy body crapped out on me."
9116,"Wow. We've sure got a lot in common, Beck. I always dreamed of being a musician-poet who transcends genres even as he re-invents them, just like you."
9118,"Eh, thanks, but it's hopeless. I'll never be a musician now."
9120,What's this for?
9122,Why? 'Cause I can make annoying noises?
9124,Alright!  Go Bender! Go Bender! Go Bender!
9125,"Well, that's my good friend, Beck. I'm of to rock a series of mid-level venues."
9138,(electric voice) Got a washboard stomach and a microphone.
9148,"Whoa, check out all those broken robots. Howdy, fellas!"
9153,"Aw, hang in there, folks. I'll bet before you know it, you guys'll be -  That is so wrong. They can't just melt down broken robots. Not right when they're kissing my ass."
9155,"Hey, yeah, I could write a song! With real words, not phony ones like ""odelay""."
9157,Ooh!
9158,"I'm working on my song. Hand me the Becktionary.  No, no, the rhyming Becktionary."
9160,"Wait a minute, you know lots of rock stars, and most of them like to look as though they care about things!"
9162,"And we could call it ""Bend-Aid"", after me, Bender!"
9164,And I'll let you sing backup! But remember who the star is. Me: Bender.
9165,"Alright. ""Hands in the air"" rhymes with ""Just don't care"" and...finished!  Eck! Smells like something died in the wall!"
9168,"Alright, but hands off the minibar."
9175,Yeah.
9177,"(crying) Uh-huh. Helping my defective brothers is the first thing I've ever cared about, even the slightest bit. You know, when I first got broken, I thought my life was over. But look at me now. I've got fame, money, groupies, and it's all thanks to being completely immobolised.  That's why I'll be proud to go up on stage, tomorrow, and say, ""Look at me, world, I am a broken robot!""."
9179,"Oh crap, it's a miracle."
9180,I can move again. (crying) My music career is over.
9182,"(crying) No, don't you see? I was a hero to broken robots 'cause I was one of them. But how can I sing about being damaged if I'm not? That's like Christina Aguilera singing in Spanish.  Wait, that's it. I'll fake it!"
9209,"Whoa-oh, yeah!"
9214,(crying) I don't know what to say.
9216,"Ladies, gentlemen, smoking heaps of machinery......this is a song called My Broken Friend."
9218,(singing) He could make a good...
9221,(singing) Or a cheap...
9224,(singing) Or a great big...
9226,(singing) With a twist-off top
9228,(singing) He could be a storage closet...
9231,(singing) My broken friend could do it all...
9233,(singing) That robot has a tragic secret
9235,(singing) ...My broken friend is closer to me
9237,(singing) ...That robot's name I never told you...
9239,(singing) ...You could not foresee...
9241,(singing) ...I'll say it loud and sing it proud...
9243,(singing) Don't melt me down into a crowbar
9245,(singing) Just 'cause I can't move my arms and legs
9247,(singing) Or toss me into a trash can...
9249,(singing) ...Just 'cause I can't cook you ham and eggs...
9251,(singing) ...Don't crush me into an anchor...
9253,(singing) ...Just 'cause I can't jump and dance and sing...
9255,"(singing) ...I'm telling you, my broken friend..."
9257,(singing) ...Put your hands in the air like you just don't care!
9259,"(singing) I'm telling you, my broken friend..."
9261,(singing) ...Can do 'most anything!
9263,Yeah!
9265,Curse my natural showmanship!
9271,"Well everyone, prepare to get your guts kicked out by folk singers."
9274,"Oh no, I forgot this is a hoverbridge."
9278,I'll save me!
9280,Hey? What? No.
9283,"(shouting) Someone fat get in my way! (talking) Ah, I'm broken again. I can't move any part of me."
9285,"I'm really sorry I lied, Beck. All I ever wanted was to make music with you. I never meant to hurt anyone, or help anyone."
9287,"So, I can, uh, keep the cheque?"
9289,"Well, it was worth a shot."
9291,"Alright, alright. Let me just do one thing to cheer myself up."
9309,Aren't those the particles that destroyed an entire civilisation -
9317,(shouting) Ow! Oh my God! Ow!
9371,"Ooh, ohh, Bubblegum? My name's Bender and I'm a huge fan of your work, both on and off the court. Can I be a Globetrotter?"
9397,"Ooh, let Bubblegum tell it."
9399,You are so smart!
9413,Alright!
9416,And what better way to celebrate our success than by me showing Bubblegum the Globetrotter uniform I made myself!
9424,"Hey, Leela. Bubblegum might let me organise a bake sale for the Globetrotter wives. Can you teach me to make cupcakes?"
9456,"Maybe she'd come back to you if your best friend Bender were a Globetrotter. What do you say, Bubblegum?"
9462,Vintage Bubblegum.
9477,(gasping) Did you just say -
9479,"Oh, crap."
9481,"Please, please let me come with you. I can make myself taller."
9483,Yes.
9485,"I mean, with time, my funk level could -"
9487,(sadly) No.
9489,Oh! No!
9491,"What does it matter? I'll never be a Globetrotter. My life, and, by extension, everyone else's, is meaningless."
9497,"Well, the doomsday device is ready. Maybe blasting this quadrant of space into a hell storm of flaming nothingness will cheer me up a little."
9500,"Sorry, buddy. I too know what it's like to have a dream I'll never achieve."
9504,The explosion?
9515,Saw it comin'!
9522,We all feel like that all the time. You don't hear us gassin' on about it.
9540,I'm sick of parallel Bender lording his cowboy head over me! Let's move on to Fry's next fantasy.
9550,I could pound your head 'til you thinks that's what happened.
9559,Oh and while you're there pick me up a few credit card numbers.
9602,Humans dating robots is sick. You people wonder why I'm still single?? It's 'cause all the fun robot sisters are dating humans!
9622,"What is the world coming to? That Fry's a sicko pervert I tell you, dating a robot. It's an atrosmacy."
9624,Aww jeez would you stifle there meatbag?
9628,We've got to stem this tidal wave of moral decay. It's time to shut down nappster.com!
9629,Who's in charge of this dump?
9631,Listen you fat internet nerd.
9633,Your company promotes wrong love! If you don't shut down right now the only thing wired about you will be your jaw!
9642,So what's your problem?
9644,Its a bluff.
9654,Hey don't look at me like that. If you're thinking of crossing the line with Bender you can forget it. Bender don't bend that way.
9661,Then along came Bender!
9664,Aw shucks. I wasn't afraid of that robot. I'm pretty brave when you get past my macho exterior!  It's an army of Lucy Lius!
9687,Dammit! We weren't counting on them being as smart as they are sexy!
9694,You'll be safe in here sweetheart. Get lost Pavorotti!
9709,I know it hurts buddy. But at least you're not in a sick relationship with a robot anymore.
9711,Pft! Yeah at our wedding!
9714,Don't be a prude Fry!
9718,"Yeah, anyone who misses this will regret it for the rest of his life! Hey Fry could you go make some popcorn?"
9723,Aw no!
9735,Ah those things cost more lives than they save.
9737,I dunno. I'll try to move my feet.
9744,Wait a second. You mean we travelled through time?
9749,High school gym renovations on schedule? What a load!
9751,"That's no flying saucer, that's my ass!"
9776,Fry! Stop interfering with history! I don't wanna have to memorise a lot of new kings when I get back!
9794,"Hey, that's my brain..."
9810,And you are outta here!
9879,1947 can kiss my shiny metal...
9891,I was enjoying it until you guys showed up.
9893,Amen!
9900,This guy's too trustworthy. What's his angle?
9906,Oh! Pushing!
9917,"Sure, but who's going to do anything about it? Certainly not us. No, sir!"
9930,You lazy runts! Don't you get paid for making the toys?
9961,"Santa's right. We need some sort of robot.  Aw, crap! I'm some sort of robot."
9964,"Oh, yeah? Well I wasn't built to steal Leela's purse either.  But that didn't stop me."
9966,Bow to your new Santa!
9979,"(singing) Why you selfish little bastards,"
9981,(singing) Then shut your yaps and back to work.
9985,"(singing) I should give you all a beating,"
9991,"(stupid voice) Duh! Gee, Bender, how you gonna get through these bars? (normal voice) I dunno, moron, suppose I bend them? (stupid voice) Duh, OK!"
9994,"No, wait! I'm the good Santa. I've got toys ... at very reasonable prices!"
9996,But I come bearing Tri-ominos!
9998,(groaning) One down...
10000,"Uh, don't mind if I do.  Ow! What's in these things?"
10002,Ow!
10004,"Oh, it's awful, Kwanzabot. Everyone hates me."
10006,Hey! Maybe you could lend me a hand with these deliveries.
10012,Ho ho--  Ow!
10015,"(crying) Oh, there's gotta be a better way."
10016,Bender you're a genius!
10018,Now it's time for Santa to screw open his present!
10024,Not Santa!
10027,Isn't it true that you have been paid for your testimony?
10029,And yet you haven't said what I told you to say. How can any of us trust you?
10036,"Hey, that guy said to tell you that--"
10051,"But, Mr. Mayor, that doesn't sound humane."
10053,Aw!
10056,Leela!
10067,"No! Not the magnets!  (singing) Swing low, sweet chariot, coming for to carry me home.  Swing low sweet--"
