,Quotes
13870,No peeking!  I don't know what's in there but I'm sure our minds would be unable to comprehend -
13872,"I don't care.  Listen well: No matter what happens, no matter how great your curiosity, you are forbidden to look in this box. Forbidden!  Pretty tantilising though!"
13910,Astonishing. I must have created a parallel universe!
13912,Ow.
13916,Let's recap what's happened so far. As you can see I accidentally created a box containing your universe.
13926,Wait a minute. If our universes are identical then why did our Leela look into the box and your Leela didn't?
13929,Interesting. Apparently the key difference between our universes is that coin flips have opposite outcomes.
13932,Your people and your slight differences disgust me. I'm going home. Where's that blue box with our universe in it?
13934,Nonsense! I would never do such a thing unless you would already have been going to do that!
13936,You heard me!
13938,And you all do the same!
13965,"Say, I hope you won't think it ""evil"" of me to ask how you got that stylish head wound!"
13967,Of course! I had the same idea! I flipped a coin to decide if I should proceed but it came up tails - so I didn't. How'd it go?
13969,Oh you!
13980,"After carefully reading the scriptures, we've concluded that none of us are evil!"
13986,Oh go on! Wait a second. If your Hermes was about to destroy the box containing our universe...
13988,Oh my!
13991,Right. Good thing Professor B there hid it in the sealed clam tank. No one but a crazy lobster would look there!
14000,No. We must attempt to create another box containing our universe! Doy!
14029,Gotcha!
14031,"Nonsense, why there's a whole universe in there."
14034,Get a job! (shouting into the parabox) We've got the box. Everyone pull your wires.
14035,Hurry! Back to Universe A!
14036,Hermes don't press that button!
14043,Ready?
14044,There. That space-time inversion has given us their box and vice-versa!
14046,Correct! This box contains our own universe!
14050,"Yes, all that is and ever shall be is in that box! And the box itself is probably worth something too. We must cherish it, as we cherish every moment of our lives."
14059,I'm well aware of that.
14080,As a man it has become too much of a chore for me to clean out my wrinkles each day. Is it true that stem cells may fight the aging process?
14082,One pound of stem cells please.
14098,Hey! Turn that damn music......up!
14130,The key is to grab life by the hojos! Live every day like it might be your last!
14132,One bowl of mild verena.
14156,Ow! Not so rough!
14184,"Wha?  Uh, gotta go, uh fight club!"
14186,I'm afraid the face you fell in love with was actually just a blob of living gunk I bought with my tax refund.
14188,That certainly is honest.
14190,"You, fat as the Queen of Seacows."
14192,Oh my!
14209,We're trapped my sweet hippopotamus!
14225,Oh my yes!
14231,Oh Lord. Hiking is always such a strain on the buttocks.
14235,Don't tell me you actually believe in Bigfoot you blathering ninny-hammer!
14252,(shouting) Bunk! Bunk I say! Bring me a bag full of Bigfoot's droppings or shut up!
14253,Shut up!
14266,Goodnight employess.
14279,Fry! What in Sega Genesis happened to you?
14288,Which last night?
14296,Well there's no sense fretting. Good Lord you're ugly! The fact is your nose is gone and we'll never find out who did it or why.
14429,"Oh, let's go check on Hermes. All this inspiring multi-culturalism is angrying up my blood.  Sweden? I don't think so!"
14439,"Don't worry, the fat pig will do fine thanks to this flabbo-dynamic spandex bodysuit I've designed.  It redistributes his weight, shifting his centre of gravity closer to his knees."
14441,Now that's a limboer's body!
14454,"(shouting) Go bodysuit, go!"
14472,Oh I think we should just stay friends.
14474,Bender a robot sex change is a complex and dangerous procedure. Replacing your testosteroil with Fembot lubricants can cause wild mood swings. And the effects may be irreversible. Well let's get started!
14478,"I'm sorry ladies but I must do this. Not for you, not for Bender, but for the proud people of Robonia!"
14481,(shouting) Quiet! (talking) I'm about to begin the process of reshaping Bender's body into a tender delicate form.
14482,(dramatically) Draining male oil.  Infusing female oil.  Removing item.
14493,"Dear Lord, a coaster! The Femzoil must be sacheting girlishly into your processor."
14523,"Oh dear. Her mood swings are getting wilder. She's becoming a slave to her emotions. Just like all women, particularly you Leela."
14570,You're falling into the final debilitating stages of womanhood. You've waited too long to switch back you dingbat!
14601,Turn off that crap-o-rama! One mistake now and Bender will be trapped forever between the already ill-defined robot sexes.
14605,Almost done.
14616,Sentimental drivel-poop.
14633,Like fun it is you glass headed wallaby!
14635,Werrrnstrom!
14661,Indeed. That's why I bought one to help around the office.
14668,Oh look Bender if you want something to do stop making out and give us a hand.
14686,Yes?
14689,Well then there's only one solution. You need an upgrade to make you compatible with Robot 1-X's new technology.
14693,"Yes for God sakes, yes!"
14756,(shouting) Oh! I'm blind!
14758,"What do you mean ""no power""? We're living in the future."
14763,That's just stupid.
14766,You wanged my ship you walnut panelled idiot!
14817,"Hmm, you didn't have a birth so technically, no.  Oh, don't feel bad. We can celebrate the day I extracted you from the cloning tank. Or the day I scraped that DNA from that growth on my back."
14819,Ah yes. It was 13 years ago next week. I used this very fork.
14837,Well that doesn't mean that no one is coming and that you two are total losers. Who gave you that idea?
14842,"Mm-hm, mm-hm."
14921,The ruffians smoked one of your cigars.
14924,What? Such an act would be most uncomfortable for both of us! Where did you learn such language?
14935,Good news everyone. Hermes and I have started a Bender protest group.
14938,And for what? Some kind of cheap laugh? That's not what F-A-R-T is all about.
14955,What's going on in here?  Oh. Now I'm really outraged.
14959,Hmm. There's something wrong with your story but I can't put my finger on it. Of course! You don't have friends!
14962,"Balderdash! I'll be the judge of who's cool, using the cool-o-meter!"
14964,"Good Lord, I'm getting a reading of over 40 mega-Fonzies!"
14972,I'll tell you what. Our boys have taken up stealing! One of the worst and coolest of crimes.
14982,Listen up Hollywood. We're an exciting new mob.
14987,Booya!
14991,There'll be no further nasty.  We still have the option of resorting to violence.
14993,I saw it on TV in that episode where Bender shot Calculon! How cool is that?
14995,Quit the show!
14997,I'm a cold blooded punk!
15001,Wha?
15003,I was using that!
15014,"Uh...that we should all take TV a little less seriously. And more importantly, turn it off once in a while."
15019,"Well, uh, that depends what's on."
15021,Ah let's just keep watching.
15023,Wha?
15025,Oh!
15030,"(singing) We're dedicated, yes!"
15188,(singing) It can't be real -
15198,(singing) I can't believe the devil is so unforgiving.
