,Quotes
5542,"I'm Fry. So, uh, am I gonna drown?"
5544,"Aw, yeah!"
5546,I can't believe you're really real. I like your tail.
5548,"Oh, Thanks. They're called pants."
5550,No kidding.
5552,"Sure, sometimes it falls from the sky."
5554,And sometimes it doesn't.
5556,"You know what I like best about you, Umbriel? You find me fascinating even when I'm not claiming to be a jewel thief or a lion tamer."
5558,Yup. We call them land-sealions ... I tame them!
5578,"Hey, you guys, the most amazing thing happened. It's two-for-one Tuesday at Krispy Kreme! Plus there's mermaids."
5581,I think it was just an airport. They had a place where you could buy nuts.
5583,"That's right, honey! Whatever you say."
5593,"Aw, shucks, Colonel."
5596,Wait. I'm not going with you.
5600,Realise it? I don't even understand it!
5602,I don't care. I'm staying. I've got everything I want right here.
5605,"Sorry, Zoidberg. I'm trying to join the country club."
5617,"You know, Umbriel, these last 24 hours have been the happiest days of my life."
5619,Mercy! I do believe I'm gettin' the vapours!
5621,Yeah I'm a little confused too. How do I ... y'know ... with the tail and all?
5623,"(gasping) Why couldn't she be the other type of mermaid, with the fish part on top and the lady part on the bottom?"
5628,Wait! Wait for me! Don't leave me here!
5635,"Well, it turns out I loved her, but I wasn't in love with her."
5639,"Ow! Bender, you're hurting me. Ow!"
5680,"No. In fact, it looks so nice I think I might get one too."
5684,(cheering) Yeah!
5693,No thanks. That's robot food.
5695,No really I don't -  Mmm!
5710,$1200?
5717,"No, I was just picking my nose."
5731,He's made of candy.
5733,(cheering) Alright!
5813,But we're about to take off. We gotta eat our blastoff sundaes.
5815,Bender's sick.  Need any help taking off?
5826,"Wow, it's too bad you can't see Leela 'cause theres a cool ship out there shooting at somebody."
5828,"Uh, Leela?"
5836,"Great, great. The one time I forgot to buy flight insurance."
5842,Unless you let us live. Then you'll get off scot free.
5854,No!
5857,"(whispering) Oh no, poor Bender."
5864,"Leela, we may not have much time left......so let's spend all of it reminscing about Bender. He was like a big computer than ran on magic."
5867,You're OK!
5872,"I'm telling you, Leela was cool, she was in command, and when she kicked people it hurt. It really hurt."
5880,It's funny Bender. With you sick and Leela blind only I know what really went on out there. Maybe someday I'll tell you the whole story.
5886,"I hate the Planet of the Moochers. They take you out for a drink, but when the check comes, their wallet's always in their other pants - which they borrowed from me!"
5889,Ugh!
5892,Maybe that planet over there has a drive-thru. A Burger Jerk or a Fishy Joe's or a Chizzler or something.
5896,I'm experienced at foraging. I used to find edible mushrooms on my bath mat.
5900,Here's something. It looks like a ditch full of fried shrimp.
5903,"Well? How are they?  Oh, they're great! They're like sex! Except I'm having them!"
5905,Look! Here's more!
5907,Let's bring back a couple of pocketfuls.
5922,"I know, we'll call them Popplers!"
5926,Swish!
5929,"Hey, yeah."
5932,"Hey, business is great."
5941,Wow! You're some guy who eats at Fishy Joe's?
5945,A dollar a dozen.
5948,How do we sign?
5952,Leela! That's the second billboard you've crashed into this week!
5983,"Look, Leela, even if you heard one talk, that doesn't mean it's intelligent. I mean, parrots talk and we eat them, right?"
5985,Like Fry! Like Fry!
5995,"People, I won't let you enter. Popplers are as intelligent as you or me."
5999,Turanga?
6061,I wish they'd just wipe out humanity and get it over with. It's the waiting I can't stand.
6073,"What Bender means is, you're really brave, and smart, and beautiful, and a great friend."
6080,You mean -
6088,That's Leela!
6117,No!
6140,"Hear, hear!"
6144,"Mmm, let me get some of that suckling pig."
6148,
6172,"Man, there's clouds of exhaust everywhere."
6179,Not really.
6184,"Hey, who's this guy?"
6186,"I'm sorry, I-I thought you were made of wax."
6188,"I mean, I thought you were one of the wax robots."
6192,"Hey, Bender. Here's an exhibit about Mom's favourite robot."
6227,"Yeah, uh, I'd like a cup of coffee, please."
6229,"Yes, please."
6231,"Oh, uh, OK."
6233,"Yes, uh, eight spoons."
6235,"Uh, Leela, I think there might be something wrong with the coffee machine."
6246,Violent media? What a load of -
6251,No!
6265,"Well, we can live without machines. I was in Webelos."
6268,"In my time, we didn't depend on high-tech gadgets like you do. We didn't need a mechanical washing unit to wash our clothes. We just used a washing machine. And look: You don't need an electric can-opener to feed yourself. All you need is a trusty Swiss Army knife. Ow!  (crying) I'm hungry!"
6289,"W-W-Wait. You mean, you, and Mom?"
6303,"Hey, the TV's getting away!"
6313,"Professor, please. The fate of the world depends on you getting to second base with Mom."
6322,"Wait. In my time, we had a way of moving things long distances without hovering."
6324,It was called...let me think. It was really famous - Ruth Gordon had one. The wheel!
6327,There. Finished!
6331,"(snappy) It's my invention, we do it my way! Now all we need is something to pull it and we're set!"
6333,Ow!
6337,"And if that doesn't work, I got you a six-pack of champagne and a funnel."
6349,Yes!
6368,Nothing in here but a couple of elephant skin rugs.
6372,There it is!
6374,Is anything not a robot?
6384,"Hurry, Bender. Get the bra!"
6402,Ooh!
6406,"Yeah, it's really long. But what did you just turn on with it?"
6408,Does it really work?
6413,I'm so lonely since I came to the future. Will you be my friend?  Ow!
6414,Who are you?
6416,You too? Will you be my friend?
6419,"(shouting) Stop! The robot's not your enemy! He's just a poor, misunderstood--"
6435,"Hey, Bender?"
6437,Wanna make Shrinky Dinks?
6440,"Goodnight, sweet prince."
6445,"Yeah, be more impulsive. Like this."
6485,Ew! What smells like boot feet?
6490,"I'm bored. You're boring, Zoidberg. I'm gonna go watch TV."
6492,Whatcha eating?
6494,"Sure.  Y'know, I think I finally figured out what's behind all these mysterious deaths."
6496,Was Planet Express built on an Indian graveyard?
6498,No?
6500,Then ... then ... it was you!
6502,"Well, that covers the first three killings."
6505,I like it!
6507,I really like it!
6509,"Um, I have a question. What if Bender was really giant?"
6511,I know. I liked it. I wanna see it again.
6513,"Oh, alright. How 'bout this? What if I never fell into that freezer-doodle and came to the future-jiggy?"
6515,"Hello? Pizza delivery for ... Icy Wiener?! Aw, crud!  Here's to another lousy Millennium! Ow!  I should have left you floating in the toilet!"
6519,Who are you monsters? Is one of you Icy Wiener?
6521,"You believe me about the monsters, right, Mr. Panucci?"
6525,Hey! Stephen Hawking! Aren't you that physicist that invented gravity?
6527,"Let me ask you something: Has anyone ever discovered a hole in nothing with monsters in it?  'Cause if I'm the first, I want them to call it ""a Fry Hole""."
6532,(from alley) Who said that?  Hey! What the--? Ooh! Ow! Ow!
6533,Who are you people?
6535,I thought your duty was to cast the tie-breaking vote in the Senate.
6537,Hmm. So I guess you'll wanna see my Fry Hole.
6545,"Where am I, anyway?"
6548,So what do you nerds want?
6551,No fair! I saw it first!
6556,So then my chair tilted back and I almost fell into this freezer thingy.
6558,"But instead of falling in and getting frozen, I missed and wanged my head."
6560,"Uh, what?"
6565,Ow! Ow! Ow! Ow!
6573,Alright. But I need a weapon to fight off drunken robots when I wake up.
6575,"OK, here I go."
6577,Eh? What's the worst thing that can happen?
6579,Destroyed? Then where are we now?
6583,Sure.
6588,Good work.
6601,"Oh, I'm sorry, Bender. When's the funeral?"
6637,"Bender, wake up!  He's OK! Quick, does anyone have any liquor?"
6640,"Poor Bender, you're seeing things. You've been drinking too much, or too little, I forget how it works with you. Anyway, you haven't drunk exactly the right amount."
6661,"Aw, relax buddy. You were probably just shooting some big, fuzzy craps."
6663,"Geez Bender, you're scaring me. You're going wacko!"
6684,I wouldn't wanna be me right now.
6689,"It'll be a rich, full day."
6691,"(shouting) Bender, no!"
6693,(shouting) You jerk. I thought I was your best friend. What kind of two-timing kill-mobile are you?
6694,"I can't believe this. Bender is supposed to murder his closest friend, which I thought was me. But he went straight for you. He didn't even try to second-degree murder me."
6696,Stop rubbing it in.
6698,"Not physically. But why don't you ask your new best friend, Leela?"
6702,"Words. Nothing sweet, sweet words that turn into bitter orange wax in my ears."
6704,"Yeah, yeah, yeah."
6708,"Thanks, eagle eye."
6720,I once had a best friend who liked to smell things with me.
6728,"Look, are you the original were-car or not?"
6733,Knight Rider wasn't evil.
6749,"Hey, Project Satan! Over here! I'm a blind pedestrian. 20 points!"
6753,"(gasping) Yes! He chose me! He's trying to kill me! Leela, I'm so happy!  (talking) Oh, thanks Bender.  (choking) Too tight! Too tight!"
6758,"Bender, I'm alive!  You didn't hurt me at all. But I know you wanted to, and that's what matters.  Here's to you."
6760,"I'll kill you too, buddy. I'll kill you too!"
6763,"Hm, Spider, Hubble, Nitrogum...ooh, Big Pink! It's the only gum with the breath-freshening power of ham."
6766,I believe you're forgetting about our 5% military discount.
6771,"Full price for gum? That dog won't hunt, Monsignor."
6774,"Just out of curiosity, we could use the cards to buy gum, then immediately quit the army, right?"
6777,What's that?
6790,And this ham gum is all bone.
6793,Cool effect!
6797,"Uh, just so we'll know, who's the enemy?"
6801,Whoa! Check out that guy. He makes Speedy Gonzales look like Regular Gonzales.
6816,Mind if we sit with you?
6818,Good point...I guess.
6821,"Well, I sort of a have a thing for this girl I work with."
6823,Cyclops.
6832,It's creepy here.
6834,And then the battle's not so bad?
6836,What's happening?
6838,The enemy! They're balls!
6840,"Oh, right."
6847,(shouting) Bender! No!
6859,That wasn't cowardice.
6863,That doesn't sound too bad.
6892,"(singing) I'm walking on sunshine, whoa-oh."
6912,What's the word...uh...sir?
6914,We don't have long!
6918,"OK, I gotta break down that gate, beat up those three guards, steal that chopper and rescue Bender.  Hey, I did it! Wait, that's not me."
6920,"You wanna save him too, Lemon? You barely know him."
6922,Hermes?
6926,Leela!
6934,"OK, my best friend's life is at stake. I can finally prove that I'm not a coward. Will you push me?"
6936,"(shouting) Thank you!  At last, war has made me into a man."
6940,Stop! You can't say the next word.
6942,"Bender, if you say the A-word and you'll blow this planet straight to the H-word!"
6948,"All right! Hey. Wait a minute! This is your home planet? We're the evil, invading aliens?"
6963,No.
6968,Bender!
6974,"Giant Space Robot, this is Captain Fry of the USS Planet Express Ship; We come in peace."
6976,"Well, we destroyed the toy spaceship. Now what are we gonna do?"
6978,Do you think we should?
6987,"Woo, yeah!"
6990,That's the best thing I ever saw!
6994,That was great!
6999,"Yeah, Leela."
7009,"What are we supposed to do for money? All I've got is my frequent taffy eater's card, my first moustache......and this picture of me and my old girlfriend, Michelle, and that ski instructor she was just friends with."
7012,"Well, what do you suggest? A daring daylight robbery of Fort Knox on elephant-back? That's the dumbest thing I ever heard!"
7016,Our what?
7018,And then what happened?
7020,Ow!
7028,They're OK.
7033,"Hey, I was frozen. I think I know what people wanna hear when they first wake up.  Bathroom's that way."
7034,"So, while you're on the Probulator, tell me, what brings you to the future?"
7036,"Nope. Straight line.  Ah, the Probulator's done."
7038,"Oh, wait, it hasn't started yet.  OK, it's about to start."
7044,Nothing like a power nap.
7047,I ordered a pizza.
7049,"Sorry, but if it's not here in half an hour, it's free."
7051,"Well, uh, I've got 33 minutes."
7053,"OK, I'll fight the box. I think I can take him."
7057,"No.  No!  Oh, my God! It's Pauly Shore!"
7059,"Mr. Shore, I loved you in Bio-Dome. You sure caused some trouble in that bubble!"
7061,"Hey, now that you're in the future, you can go live in an actual bio-dome!"
7063,Oh.  How did you wind up getting frozen?
7065,The weasel?
7067,I woke you up early so we could hang out and do stuff.
7069,I love this job.
7071,Showtime! (hoarse) I'll pretend to be dying of space plague.
7073,Michelle!
7076,I don't know. Is it really you?
7078,Who wants to know?
7080,"I don't get it, Michelle. The last time I saw you, you were doing great. You had just dumped me and you were well on your way to getting you life back on track. Why'd you freeze yourself?"
7082,I'm sorry.
7084,Sorry.
7086,"Uh, sorry."
7088,(voice-over) Sorry.
7090,I'm sorry.
7092,Aww. So you froze yourself to come look for me?
7094,"That's the same reason they kept me out of school. So, no one even cared that I was gone?"
7096,Who was it?
7098,Not everything. There's still a roach problem.
7101,"Nowadays, people aren't interested in art that's not tattooed on fat guys."
7112,"Hey, guys."
7115,"I'm glad you're all here. I wanted to introduce you to my on-again-off-again girlfriend of the past thousand years, Michelle.  Michelle, this is Leela. This is Bender.  The professor.  Hermes and Amy."
7117,And this is Dr. Zoidberg.
7119,All what?
7122,"But things are different this time. Before, she was demanding and possessive. But now she wants me to do stuff and stay with her all the time."
7131,"Yeah, they're great, huh?"
7133,"Oh, right. I was supposed to assign you a job. Let me just get your career chip installed.  Hold out your palm. What are you scared of? It's just like getting your hand pierced."
7135,"Ooh, romantic. I'll tell Bender to meet us there."
7137,"Whoa, whoa, girl. I thought you were talking about one of those motels where the bed is shaped like stuff."
7139,"Well, sure. To the extent a man can love a woman. But this seems like a big step."
7141,You're right. Let's do this now and let's never regret it.
7142,"Michelle, I don't regret this. But I both rue and lament it."
7143,The year 4000 is severely disappointing. I miss the year 3000 when life was simple and brains flew through space and everyone ate lasers.
7145,"No, you brought us here."
7147,"Alright, fine. Everything else sucks. At least we can have a nice place to live."
7148,"Ooh, there."
7150,"It'd be deeper, but I'm standing on a gopher."
7152,They'll save us.  We're saved!
7155,"Mighty sir, we have nowhere to go. Could we please join your society?"
7157,"I tell you, that Butch runs a pretty good civilisation. I think I'll enjoy serving under him."
7159,"What do I need, ulcers?"
7161,"Alright, alright. If it'll make you happy, I'll overthrow society."
7163,"Well, I'm older than you. I can beat you up."
7167,What's death rolling?
7170,"Oh, so it's a little safer than skateboarding."
7173,(sadly) Beth said that?
7176,Aww. Poor little guy. Let me just take a look at - aha!  I won! I'm the new chief! I'm the tallest and I weigh the most!
7183,"I find this post-apocalyptic wasteland very confusing. Seriously, I'm weirded out."
7185,"Yeah, but in the year 3000, I had it all. Several friends, a low-paying job, a bed in a robot's closet. I envied no man. But you wrecked everything."
7187,"Oh, yeah? Well, listen to this: (whispering) I'm leaving you."
7188,There must be people somewhere.
7189,Yes! Footprints! And hand prints?  But? What's happening?
7191,Leela? What are you guys doing here in the year 4000?
7196,So you're saying these aren't the decaying ruins of New York in the year 4000?
7198,But there was this gang of 10-year olds with guns.
7200,But everyone is driving around in cars shooting at each other.
7202,But the air's green and there's no sign of civilisation whatsoever.
7204,"And the people are all phoneys. No one reads. Everything has cilantro on it -  Michelle, baby!"
7207,"That's it. I've had it with women. From now on, I'm concentrating on my career. Can I have my old job back?"
7219,A tomato.
7221,"Eh, what's the worst thing that could happen?  Ugh, it's like there's a party in my mouth and everyone's throwing up!"
7225,That jerk! No one hoots at my captain unless they're prepared to take it to the next level!
7228,Hey jumbo! How would you like it if Leela said you were sexy and she wanted to make love with you?
7230,You take that back! She does not look good for a truck stop chick!
7232,She does too! She's loaded with meat! She's got more meat than a cow!  Ow!
7234,I can't please Leela no matter what I do! I just want her to like me.
7243,Well my lead pipe hurts a little?
7247,No.
7249,I've had better.
7284,What about what?
7286,I'd love to!
7292,"Ah, the scent of a rose. Curious how an aromatic chain of hydrocarbons can evoke our deepest emotions.  For you."
7311,"I don't think so.  Sir, I believe you owe this lady an apology."
7327,Anything.
7329,"Leela, there's something I've wanted to tell you for a long time but every time I try I get nervous and my mouth feels like it's stuffed with peanut butter, even when it's not."
7331,"No, it's about you and me."
7333,Bender's not involved.  Leela...I love you.
7335,Yes. But it's only recently I've been able to articulate my thoughts. I love you Leela and I always have.
7337,Yeah! I don't know why but my life really turned around that day!
7340,Please......I need something to settle my stomach.
7354,"If anyone wants to tell me what's going on here, I'll be in the lounge."
7355,"Of all the parasites I've had over the years, these worms are among the - hell! They are the best! Leela, how can I ever repay you for saving them?"
7358,Apartment 1I. The old me would have made a joke about that!
7360,I think the view's perfect already.
7362,Wait. In a minute.
7364,They don't have you to inspire them.
7366,"When I'm with you, everyday seems like double-soup Tuesday."
7368,What I've become.
7370,There's just something I have to find out.
7371,Who controls this bowel?
7374,You mean colon?
7376,"Your excellency, have you ever been in love?"
7378,"Well, a wonderful girl loves me. But I need to know if it's really me she loves, or just what you worms have made of me. That's why with all due respect, I'm asking you to leave."
7380,Everyone out of my body or the brain gets it!
7382,"Obviously you've never been in love! Ow!  Ow!  Ow!  Now, the hand-eye co-ordination lobe."
7385,"I was just working my way towards the medulla oblongata - control centre of the heart and lungs. And if I kill myself, you die with me."
7387,"I hope Satan has a nice colon, 'cause that's where you're gonna be living!"
7390,"I'm about to.  Leela, let me play for you one for time."
7392,"Please, it's important to me."
7394,I don't know. I got nervous and started thinking about neck bolts.  Wow! Did you see that vase break? It was all like -
7396,Nothing. I got rid of the worms.
7398,"Leela, I had worms. I needed to know who you loved. Me or them."
7400,"I did. I think. It was probably about 50/50. But that's how I really felt about you, I swear!"
7402,"Please. Give me a chance to be romantic on my own. I've got a baggy of massage oil, and I'm gonna give you my super back rub, just like a I used to give Amy when I was going out with her, and she always seemed... - Uh-oh!"
7404,"Well, at least I learned Leela's a lost cause. I give up."
7410,He's got me beat!
7416,He's dead.
7508,I can't believe Leela and Amy aren't back yet from their half-date. I'm gonna call the restaurant.
7510,We gotta go rescue them!
7512,Bender! Think of the señoritas!
7524,"Oh, no! Any sign of Leela or Amy?"
7526,I don't know. But it might have something to do with this.
7529,"Alright, here's the plan--"
7533,Pfft. A female leader?
7535,"Yes, captain!"
7551,Is she hot?
7553,"In other words, ""No"".  Ow!"
7563,"It was an accident, ma'am."
7565,"Leela, I'm through making fun of women. Now I want them to help me."
7575,What'd they die of?
7577,Yes!
7580,(cheering) Yay!
7583,Although the snu-snu part's gonna be pretty good.
7597,"Goodbye, friends. I never thought I would die like this. But I'd always really hoped."
7606,(from inside) Ooh! Yeah!
7623,Can't we just cuddle?  (screaming) Nooo!
7641,"Oh, yeah!"
7651,Making the noise.
7656,Yep.
7661,"That doesn't look like an ""L"" at all. Unless you count lowercase."
7665,Who would do a thing like that?
7682,Huh?
7688,Wait! There on the screen. It's that guy you are.
7691,You weren't sleepwalking. You were sleep-bending!
7697,You're only four years old?
7737,"Professor, I've never seen you so cheerful. What the hell's wrong with you?"
7739,I wish! It's a nickel.
7745,Alright!
7759,She sure does.
7774,Yeah. Either that or be a man.
7776,That's thinkin' like a man.
7855,"Professor, we're all sick of your upbeat attitude."
7873,"Man, that's dog's gonna be hard to beat. Look at him bring in the sheep! One sheep, two sheep......three sheep."
7882,I love these things!
7892,"Don't listen to them, Leela. People said I was dumb, but I proved them."
7898,Looks like this planet is next in line.
7900,I'd hate to be those guys.
7905,Leela back yet?
7907,You don't have a heart; you're a robot.
7909,"Well, yeah. Robots are made of metal."
7911,"Bender, if this is some kind of scam, I don't get it. You already have my power of attorney."
7914,Dr. Zoidberg? Why is everyone acting so weird?
7916,(angry) I just let you back in!
7924,"Man, even the news monster is acting strange. What are we gonna do?"
7929,Wait a minute! I know what's going on here. You've all become idiots!
7952,Attention New New Yorkers. Stop acting so stupid!
7966,"Time to re-educate you duncebags. We'll start with US presidents.  This is our first president, George Washington. Let's review. Who was our first president?"
7970,Leela! I've been so worried. Are you a bonehead?
7972,"Whoa, whoa! Slow down. You're going a mile a minute."
7974,Thanks!
7979,"No, Leela. Brain make people smart."
7981,Even bigger than those? Holy nuts! Where is it?
7983,Hm. A giant brain is basically a giant nerd. And where would a giant nerd be? The libary!
7985,I'm here to kick your ass.
7987,"That's right. And I think you'll find that a little knowledge is a dangerous thing!  OK, better think of a new plan. Come on, Fry, think!  Thinking...thinking..."
7989,"Hey! Thinking hurts him. Maybe I can think of a way to use that.  Aha! Prepare to be thought at. Leela, give me a topic."
7991,"Seriously, I can't think of anything. Gotta find something to make me think. (reading) Hardy Boys. (talking) Too easy. (reading) Nancy Drew. (talking) Too hard. Aha! Perfect! Bonfire of the Vanities!"
7996,Take that! And that! This sentence I don't understand but take this one!
7999,Where are we?
8004,"Queequeg, let go of me! I have to kill it!"
8006,Follow him! It's our only way out!
8007,"Excuse me, have you seen a giant brain?"
8011,(shouting) Come on!
8013,Tou think I'm an oddity? Wait'l you see --
8020,"Hey, Brain-y, think fast!"
8023,"Leela, I've got an idea. Stay here with Queequeg."
8025,"Yes! I'm free!  Alright, Brain. Get ready for some electroshock treatment!"
8027,"Leela cried for her lost love as Fry lay dead under the heavy bookcase. The Big Brain laughed in triumph......Then, for no reason, he left Earth forever. The end.  There!  Now he's trapped in a book I wrote: A crummy world of plot holes and spelling errors."
8031,I did it!  And it's all thanks to the books at my local library.
8041,(cheering) Alright!
8095,He promised he'd give his Uncle Zoid a million bucks to make a movie.
8098,Since when have you been in the biz?
8135,"Leela, we're missing the premiere. My only goal in life was to attend a Hollywood shindig. Just pay the valet the two bucks."
8157,"Well, we missed the premiere and we're gonna die. We might as well enjoy the sights.  Oh my God, Sylvester Stallone!"
8172,It's been two weeks. You wanna play tic-tac-toe again before we eat our shoes?
8174,What was that? A tar dolphin or a tar shark?
8176,"Alright, but I still feel like having a shoe."
8201,We made it! I'm at a Hollywood party!
8212,Controversial?
8221,"Alright, she's all restocked with emergency jam. Let's get going."
8228,Bender?
8231,No fair. Leela was training me to be captain. She even let me sit in her lap and steer - in this comic I drew.
8238,I am at ease.
8259,Would you cram a sock in it Bender? Those aren't even medals! They're bottlecaps and pepperoni slices.
8261,"Fine, I've got a toast. To Captain Bender! He's the best......at being a big jerk and his big ugly face is as dumb as a butt."
8263,If I were in charge I wouldn't treat you like this. You're nothing but a big blowhard.
8265,Being captain is obviously more important to you than being my friend. I'm going.
8277,What's happening?
8279,Oh the fools! If only they'd built it with 6001 hulls! When will they learn?
8302,"You ate most of them. So, where's Captain Bender? Off catastrophising some other planet?"
8305,He didn't?
8307,"Wait. Let me. Bender and I have our disagreements, but we're still friends and I'm gonna show him what that means. To the ship."
8309,"Madam, I am in command now."
8316,Then where are we? You said you knew how to navigate.
8373,Granted. We can't take off without our captain.
8375,"So Leela, were you able to help the penguins?"
8377,(mumbling) I 'unno.
8398,(shouting) C'mon!
8403,I'll tell you when my horse finishes...bad.
8408,"Come on, come on! Hey Leela, how 'bout a kiss for good luck?  I meant tongue luck."
8409,I am so unlucky! I've run over black cats that were luckier than me.
8421,"Dear Horse God, I know I don't usually pray to you, sometimes I doubt you even exist. But if you're willing to grant me luck, please, stamp your hoof once. Come on number six move it!  Don't do that! What are you -  Man it's contagious!"
8423,"That's it! You can only take my money for so long before you take it all, and I say enough.  I've got one dollar left, and this one I'm holding onto! Oh no you don't!  I may not know much about horses but I know a lot about doing anything for one dollar!  If you think bad luck can defeat me then you don't know my name is Philip J -"
8425,Kareem's got the skyhook but Philip J. Fry's got the spacehook!
8427,Hey. That's my patented spacehook! You stole it!
8429,Holy camolie! A seven leaf clover!
8431,Phil wins! Yancy's fans are stunned! There'll be no celebration at the Yancy dome!
8435,Pah. I'd have won a lot of money too if I still had my lucky seven leaf clover. Plus I'd still have my hair.
8438,I hid it in a secret hiding place who's location I never told anyone. Not even Scruffy.
8440,Hey yeah! Maybe it is still there! Underground in the ruins of Old New York. Helping some ant defeat another ant or helping some piece of dirt turn it's luck around.
8442,I'm going down there to get my clover back. Now some of the tunnels have metal bars so I'll need someone who's good at bending. Leela how 'bout you?
8445,It is?
8447,Here's the entrance.  From this moment on I declare my bad luck officially over.
8450,"Look, up ahead."
8452,"Wow! We've got Manhattan all to ourselves! I can finally do all the crazy stuff I always dreamed of doing!  Howard Stern s overrated!  Uh, oops!"
8454,And remember when Mayor Giuliani cracked down on jaywalking?
8456,"Well Rudy, how'd you like this action?"
8458,Cosmic F.
8460,Outer space.
8462,The moonwalk...the robot...the zero
8467,Deep space??
8470,Hey!
8472,The robot? That's similar to mine!
8474,What are you doing? You totally ripped off my routine.
8476,Why do you always have to steal everything from me Yancy? Find your own life and live it.
8478,Well I'd like to see you try and steal this. the septuple head spin.
8480,"Oh yeah? Noticeably F.A.T., rewind the tape."
8486,"Alright team, let's go find that clover!"
8488,"71st street? Hmm, never heard of it. Downtown could be in any direction."
8492,"Gosh my old neighbourhood!  That's the bench where I found some shirts!  That fire hydrant! In summer we'd light it on fire! On that corner, some guy with a bushy beard handed out a socialist newsletter!"
8494,You'd better believe it!
8497,That's right.
8499,"Yeah, he was my neighbour. Why?"
8501,Get out of here! What's Andy up to these days?
8504,Sure when he's sober!
8505,Holy camolies! The house I grew up in! It's still there!
8508,Mom! Help!
8510,"Mom, Yancy's trying to steal my clover."
8514,Not yet commander. Yancy's just trying to steal my stuff as usual.
8516,The Ronco Record Vault! Yancy'll never get his hands on you in here or my money back.  Ah The Breakfast Club soundtrack! Man I can't wait til I'm old enough to feel ways about stuff!  Stay safe clover. I may need you again someday.
8517,This was the storage room. My dad spent years turning it into a bomb shelter.
8520,This is it! My Ronco Record Vault! I still remember the combination.  Three. It's stuck.
8522,Here it is. The Breakfast Club soundtrack.
8524,I hid my seven leaf clover in this very record jacket so my brother Yancy wouldn't get it.  Here goes.  It's gone!  the whole place has been cleaned out! Yancy stole my clover! That thief!
8526,Everything else in here held up OK.
8528,I don't know why my brother hated me so much.
8530,You think? 'Cause I always kinda wished that -
8532,It's my brother Yancy! And there in his lapel - my seven leaf clover! I knew he stole it.
8534,Wait a second! That's my name! Good Lord. He ditched his goofy name and stole mine!
8536,"First person on Mars?? I should have been the first person on Mars! He stole my clover, he stole my name and he stole my life!  And now he broke my hand."
8541,That clover helped my ratfink brother steal my dream of going into space. Now I'll never get there.
8544,I'm Philip J. Fry! He stole my name after I got frozen.
8546,That should have been me!
8547,That's my clover! Yancy stole it!
8548,That's what I'm known for!
8550,"So that's where my clover is? Hey, is that orbitting cemetary near here?"
8552,"Good. Leela, Bender, we're going graverobbing."
8561,I should be the one in that grave!
8562,Hmm. We lost Bender.
8564,Aha! My brother's grave!
8566,"It's all lies every word of it! He wasn't original, he wasn't a Martian, he wasn't Philip Fry and since when is he a the?"
8568,It's clovering time!
8573,"(reading) Here lies Philip J. Fry, named for his uncle, to carry on his spirit."
8593,"Aww. That's terrible, Leela. But imagine the look on their faces when you show up with two friends who eat all the hors d'oeuvres."
8596,Eww!
8602,Mmm! The gristle-in-a-blanket isn't half bad.
8605,I don't see you anywhere.
8635,Sure haven't.
8637,(thoughtful) Really?
8645,"Hey, why are those kids following you? Do you have candy stuck to your ass?"
8651,You guys are crazy. Leela doesn't need surgery. You look great the way you are.
8653,"But you're better than normal, you're abnormal. If you ask me, you shouldn't care what other people think."
8661,Bah! I think she looked fine before.
8691,This is so unfair! I liked you back when you were a cyclops! That guy's only interested now that you have two eyes.
8693,"No, I'm not! Oh, wait, I am. But my point remains valid!"
8725,What's so wonderful about Leela being normal? The rest of us aren't normal and that's what makes us great. Like Dr. Zoidberg: He's a weird monster who smells like he eats garbage and does.
8727,"And the professor's a senile, amoral crackpot.  Hermes is a Rastafarian accountant."
8729,Amy's a klutz from Mars.
8732,"I already did! So, Leela, do you wanna be like us? Or do you wanna be like Adlai with no severe mental or social problems whatsoever?"
8764,You are a calculator.
8766,There goes my new kitchen cabinets.
8808,Yay!
8815,It's good to have the old weird-looking Leela back.
8817,"Leela, there's nothing wrong with anything."
8826,(unenthusiastic) Huzzah!
8834,"Oh, no, I'm boned! I haven't paid into the pension either. What'll I do when I retire?"
8836,"Hey, I don't see you planning for your old age."
8838,Well I'm gonna take action. It's time to check on my retirement fund.  Damn! Still only $100.
8840,He's right! I've gotta start investing wisely.
8841,"Well, I'm down to my last lottery ticket. Cherry.  Cherry!  Mule. Crud!"
8844,(shrugging) You gotta spend money to make money.
8866,I sure do! That's the real robber and I'll never forget his name as long as I live. And that name is--
8868,You're right. You're right. It was--
8872,I refuse to testify on the grounds that my organs will be chopped up into a patté.
8884,(from box) Ow! My head! Ow! My feet! Ow! My head! Ow! My feet!
8886,(from box) Ow! My chin!
8887,"I don't belong here, Bender. This is an asylum for insane robots!"
8889,"Oh, good, a physical! Once they examine my fragile, naked, pink body, they'll see I'm not a--"
8890,What the--?
8893,"Look! There's been a terrible mistake. I'm a human being. See?  I'm all squishy and flabby. Also, I complain a lot."
8895,I do other human stuff! I age! See?
8898,The car dealer? Wow! I guess his prices really were insane.
8901,"Actually, we've met once before."
8905,"My roommate exploded. Oh, you gotta help me, Bender. How can I prove I'm human?"
8907,I don't wanna!
8909,You do?
8914,Let me guess: He thinks he's Lincoln?
8921,"Bender, I can't take much more of this! I want outta here!"
8923,But I'm not a robot like you. I don't like having discs crammed into me. Unless they're Oreos - and then only in the mouth! Don't you understand? I'm gonna die here!
