,Quotes
7958,Like a prom dress made from carpet remnants.
7962,You can count on me.
7971,I...have to tell...must...important...something...
7973,This! You for this!
7975,No!  Ow! Fire hot.
7978,Brain. Brain make people dumb.
7980,You go fight biggest brain of all.
7982,I 'unno!
7990,Duh...
7998,Icky!
8024,Is there Mrs. Queequeg?
8026,"Fry, don't die! Wake up!  (screaming) Nooo!"
8030,Me...feel...a bit better in cognitive faculties.
8035,Time for a diapee change!
8042,(cheering) Yeah!
8052,(awestruck) Your uncle was Harold Zoid?
8136,"No! It's the principle of the thing. Besides, I think I see a parking lot up ahead."
8156,"It's no use. The tar is too thick. Plus, I think I flooded it."
8173,"Oh, I always knew I'd die at the bottom of a pit. But a pit full of tar?"
8175,"It's some kind of hollow tube, devoid of human life.  The Los Angeles subway! We can blast our way in and escape!"
8205,"Fry, I know those cookies are fresh-a-licious but they produce an awful lot of trash."
8207,"And Bender, that aerosol head spray makes your head smell nice..."
8209,...but it's doing long-term damage to the planet.
8215,Dark matter oil? What if we hit something? The tanker could leak!
8217,Protestors?
8219,Why do we have to fly within three feet of this penguin preserve on Pluto?
8222,"At the risk of sounding negative: No! Look Professor, I can't participate in this mission."
8224,"This time it's your reckless disregard for the environment. In fact, I'm gonna go join those protestors."
8226,This is my normal jacket. I've had it for 10 years.
8235,Why do we have to resort to non-violence? Can't we just kick their asses?
8246,Get ready!
8250,"When you were planning this peace ring, didn't you realise spaceships can move in three dimensions?"
8254,Aww they're so cute! They're like if puppies and kittens could have babies!
8256,That's adorable.
8275,Bender's flying too low! And he's upside-down!
8287,Now you stay away from those puffin twins.
8289,Uh...I think I'll go check on Bender.
8292,"Bender, can you at least pretend you're being punished?  And clean the black parts too."
8299,Has anyone seen Bender? (shouting) Bender? Here robot robot robot.
8300,"Hey, why weren't you Kong donkeys outside cleaning up?"
8304,I'm worried about him. He didn't come back with the group.
8306,No. And with windchill it's 20 degrees below absolute zero. I'd better go find him.
8308,Why don't you just walk? He was only about 20 yards from here.
8319,How ultra?
8323,"Oh if only we hadn't flown penguins to Pluto and dumped oil on them, this might never have happened. Can't we stop them from multiplying?"
8325,What is it? We'll do anything.
8327,You can't shoot penguins. Isn't there some way to prevent them from breeding?
8329,"Well...I suppose...but...I mean...I joined Penguins Unlimited to love penguins, not to hunt them."
8331,(crying) Oh God it's inhuman! It's like Hong Kong! I'll do it!
8335,"Hey, you're enjoying this."
8337,I'm sorry but if it's fun in any way it's not environmentalism.
8339,Yeah...that is fun.
8342,"Alright, this is for their own good. Don't leave orphans. Gotta kill entire families.  But they're so cute. No! You can do this. It's just like murdering a little butler. I...I can't look. (crying) Oh no! What have I done?  Oh you poor little guy! I'm so sorry I - Bender?  What's going on? Were you hiding out with these little guys?"
8344,"Aww, they love you!"
8348,"Stop! Stop shooting! It's me, Leela."
8351,Not this way.
8353,"Look, I don't know if shooting penguins will help the environment or not. But I do know that the decision shouldn't be in the hands of people who just wanna kill for fun."
8355,No!
8363,They used to be such peaceful birds. I suppose this was your doing.
8365,"Oh, if only we had a toboggan."
8367,Phew!
8369,It's Fry!
8371,"Well, at least it'll help reduce their population."
8376,Well sure. I mean...not really...I mean...nature will work itself out. It can't screw things up any worse than we did trying to fix things right?
8402,How'd you do Fry?
8411,Hmm.
8414,I'll have a cholesterol free omelette with horse beaters.
8433,Well someone's in a good mode.
8443,Sure I'll do it.
8449,Well if we get bored I've got Tetris on this thing.
8455,No.
8487,Which way to your house? The sign says we're at 71st street.
8495,"The old comedians were right, this place is a lot different from LA!"
8503,He seemed nice.
8518,And yet you guys never had a single nuclear war.
8525,How do you know it didn't disintergrate?
8529,"Aw, brothers always fight. I'm sure deep down he loved you. He just never got a chance to say it before you got frozen."
8533,Hold the phone. If that's Yancy then why does the inscription read Philip J. Fry?
8540,"Survivor, Pat Benetar, The Scorpions. The list goes on."
8542,You went there this morning for doughnuts.
8551,It will be in a couple hours.
8560,They buried your brother in the world heroes section? I'm impressed.
8565,"(reading) Philip Fry, the original Martian."
8575,"Uh, Bender, I think Fry needs a moment alone."
8580,Could one of you guys get that?
8581,"It's a doorbell baby!  Hello, little guy. You know, I was abandoned as a baby too, so --"
8583,"Bender, stop! It's a baby!"
8585,"Oh, it's just a card -- from the orphanarium I grew up in."
8588,"No way, jose-bot. I never wanna see those other orphans again! Not after the way they used to pick on me."
8591,"How can you make fun of me, Kirk? You're blind!"
8594,"Well, I wouldn't mind rubbing my success in a few choice faces."
8598,Just like old times. Gosh. The bars on the windows seemed so much thicker back then.  Mr. Vogel? Remember me?
8600,You used to say that all the time!
8604,"Hey, look. It's our old group picture."
8606,That's me over in Cootietown.
8608,That's Adlai Atkins. I used to have kind of a crush on him.
8612,"Well, it's time to say hello to the old gang."
8616,"And what am I up to, you ask? Well I'm a very successful space captain."
8621,Hey! You can't feel sorry for me! I'm a space captain and you're all a bunch of losers.
8624,"Oh, yeah? Well, shut up, cane boy!"
8627,"Thanks, Adlai. I guess you never really outgrow being an eyeball -- oddball!"
8629,"Well, you know. It's just for a package delivery service."
8631,Huh. I'd never thought of it that way. So what do you do these days?
8633,"A tall doctor, you say?"
8641,You mean by beating them up? Because I've broken that blind kid's nose like 10 times and it doesn't make any difference.
8643,Me? Perfectly normal?
8652,"Oh, that's so sweet, Fry. But for once in my life, I just wanna look normal."
8654,You're right! I'll start by not caring what you think!  I'm getting the surgery.
8665,"Wow, look at me. Although I don't have the hang of blinking yet."
8667,I did it! I blunk!
8669,Hooray!
8673,I've never felt so unremarkable! Today I actually blended in with a crowd!
8685,That's so handsome of you.
8687,What are you saying?
8689,Sure!
8692,You're just jealous!
8694,"Fry, I just wanna try dating a normal man, who if you go somewhere with him no one says he's crummy. I think I deserve that once in life."
8696,"Actually, most doctors are rich."
8716,That sounds wonderful.
8719,"Oh, Adlai, I've had a wonderful time today. No one's stared at me or avoided staring at me or tried to burn me. You make me feel so not weird."
8721,Thanks for coming out to get to know my boyfriend. Isn't he dreamy?
8724,"Oh, Adlai, stop!"
8733,That's the dumbest question I ever heard!
8751,Us? Me? You? Kids?
8753,"Oh, Adlai, this is the most beautiful moment of my life!"
8771,"Adlai, I was thinking. Since we're both orphans, maybe we should adopt a child."
8774,"Hi, Bender. We'd like to adopt a child."
8778,I remember this from when we were kids: The warden would trot you out in front of prospective parents and they'd judge you like a piece of meat.
8780,Kind of fatty.
8782,"Uh, um."
8786,"Oh, I can't decide. We're gonna have to think about it."
8790,"Oh, they're all so adorable."
8793,"Officer, would it be alright if we adopted one of the kids?"
8798,I've made up my mind. Let's adopt her.
8800,"Come on, Adlai. She could really use a mom and dad."
8803,Well? So what? She may be different but she still deserves a good home.
8805,She doesn't need an operation! She's fine the way she is!
8807,Damn right I was!
8809,"Shut up, Fry. Now look, Adlai. I'm proud to be different. And I just wished I'd realised that when I was her age."
8811,Now take me to the hospital and put my eye back the way it was. Right now!
8813,"Listen, buddy. By the end of the day, one of us is going to have one eye."
8816,"Aww! You're a true friend, Fry. I guess there's nothing wrong with being a little weird."
8827,(unenthusiastic) Huzzah!
8867,(shouting) Fry! Just give a name. You don't wanna look stupid on Court TV!
8930,We're all trying to help you. We've petitioned the governor but he doesn't want to appear soft on people who've been falsely imprisoned.
8960,Thank God!
8963,"You've made a terrible mistake. He's a human being, not a machine. Oh, Fry!"
8967,"Oh, lots of reasons."
8991,You're not a tool-bot. You're not a food-motron. You're not a robot of any kind.
8993,"OK, this has gotta stop. I'm going to remind Fry of his humanity the way only a woman can."
8995,"(sexfully) Fry, this is for you."
8997,"Oh, for God's sake!"
9020,Wait! Take me first!
9031,Fry! Stay back. He's too powerful.
9043,"You did it, Fry."
9049,"Thanks for saving us, Fry."
9063,What's that? One of those Jefferson Starships I've heard so much about?
9071,Why won't it start?
9074,"Gas was an environmental disaster, anyway. Now we use alternative fuels."
9076,"Whale oil.  Bender, lift it up to the can opener."
9082,Come on.
9102,"Look, Bender. It's Patch Cord Adams. He heals with the power of laughter."
9132,Kinda cool.
9144,It got ruined in the wash.
9167,Mind if we crash here tonight? The colours in the van are keeping us awake.
9176,"This coming together of superstars really means a lot to you, doesn't it, Bender?"
9186,They're beautiful.
9195,We're home.
9206,"Rock it, Bender!"
9275,And I forgot this isn't a hovercar.
9279,"Quick, grab his footcups."
9282,Bummer.
9296,"Those aren't swan boats, they're swans."
9307,"They're only a foot high, professor."
9312,Your face can take a lot of punishment. That's good to know.
9314,"Alright, cool your jets, hotshot."
9316,"No, I mean cool your jets. They're melting Bender's face."
9318,Here you go. Hot off the nebula.
9324,Shh!
9349,"I don't know what you did, Fry, but once again you screwed up. Now all the planets are gonna start cracking wise about our mamas."
9383,"Fry, that's so sweet. Let me see."
9384,How exactly will this protect us from time jumps?
9388,"Dr. Zoidberg, can I talk to you about Fry?"
9390,...Does the worst W.C. Fields imitation I've ever seen. Zoidberg!
9392,"The thing is, Fry is very sweet. But he's so immature. I love his boyish charm but I hate his childishness."
9410,Just a few...more...hundred...thousand...miles. There!
9412,"We'll have to run some tests back on Earth, but I think we've stopped the time skips."
9419,"Moderately-priced, domestic, non-vintage champagne? How did you know?"
9421,"Aww, that is so true and sweet."
9423,"Fry, please try to understand. You're a man, I'm a woman. We're just too different."
9425,"Alright, but I wanna lick the beaters."
9429,"Fry, what are you doing?"
9432,"Yeah, actually. You're doing OK. The core reactor temperature's nominal, the blinker's off."
9434,"Is that what this is all about? Please, just cut it out now."
9436,"Fry, stop. I don't wanna hurt you, but there is absolutely, positively no way that you and I will ever, ever -"
9443,"You tricked me into marrying you, didn't you?"
9445,How'd you do it? Drugs in the champagne? Hypnosis?
9449,"Well, let's divide up the china. I guess I'll take the NFC helmets and you can have the AFC helmets."
9490,"Careful with that doomsday device, Bender."
9492,Roger.
9494,"It's OK, Fry. You know we'll always be friends, right?"
9496,I guess not.
9498,"OK. Let me just take the ship out to a safe distance.  Actually, I think I'll go down and prep the detonator. Fry, why don't you take the helm?"
9502,"Detonation in three, two, one."
9506,Then what?
9526,"Hey, you know what might be fun?"
9528,Let's take the rest of the morning off and take Fry to do everything he ever wanted to do.
9530,Except that.
9533,"Wow, the most humdrum activities look almost exciting through your eyes. What should we do next?"
9545,Keep your palms flat.
9552,"Wait, hold on. It is actually possible to meet any celebrity you want."
9554,Of course! You should read a blimp sometime.
9556,It's simple. You can download a celebrity's personality and appearance into a blank robot.
9567,Let's search the web.  Over there.
9579,"Well, you downloaded Lucy Liu. Are you just going to stare vacantly at her and not say anything?"
9603,"Bender, this is Fry's decision. And he made it wrong, so it's time for us to interfere in his life."
9604,She doesn't really love you. She can't. She's just a machine that -
9619,Did that make any impression on you Fry? Fry?
9623,But Fry's our friend Bender.
9625,You stifle Bender.
9627,Although he is completely right.
9645,We can't take that chance. Move people move!
9647,She asked first.
9655,Hey look its another Lucy Liubot.
9660,Alright Liu. Time to kick your frosty well toned ass! Heyya!
9675,Fry?
9678,"Fry, a herd of Lucy Liu are destroying the city. Is yours acting normally?"
9683,And Nappster says illegal copies never hurt anybody.
9686,Oh no. They're forming a human pyramid...of robots.
9690,Dr Zoidberg cut open that bag!
9692,And don't eat it.
9721,Fry get up here it's starting!
9728,I don't know what happened but we've taken on a lot of clocks.  Let's get back home.
9729,Why is there so little traffic around Earth?
9732,Oh no! There's no global positioning signal! Navigation is failing!
9734,"Not if I can help it!  Oh, I guess I can't. Everyone put on your seatbelts."
9738,"Alright, here's the plan. Zoidberg, pick up the pieces. Everyone else, take five."
9748,Have you seen today's news?
9750,No over here!  Flying Saucer Captured!
9758,No problem. The ship's fixed except for the cup holder and I think I can have that operational within 10 hours.
9760,"Well, I'm sure we can buy a microwave from somewhere around here.  Meanwhile you guys sneak onto the army base and rescue Bender's body."
9786,"Fry's from around this time, I'll talk like him."
9787,Yo homes! We're looking for a microwave oven.
9789,"Oh I'm sorry, now I'll ax you again: Where can we find a mi-cro-wave?"
9816,I'll just have a small injection of femislim.
9818,"Well, settle in. Without a microwave we're trapped in this time period."
9820,Wait a second. There's a microwave radar dish at the army base. We could steal it!
9824,Wait. If you killed your grandfather then why do you stll exist?
9863,Snap out of it!
9871,Heyya!  Ya!  Ya!
9884,Don't you need this one?
9887,Anything?
9905,We're pushing as hard as we can.
9910,Yeah!
9914,Awful! Let's read some more. (reading) Dear Santa.
9919,Fry's right. It's time to sit on Santa's lap -- and hard!
9920,"Oh, look! A cute little welcoming party."
9936,We'll need help getting in. Any volunteers?
9945,"Santa's a robot, so we should be able to destroy him with a logical paradox. Bender, you'd better cover your ears."
9947,"Hold it Santa!  Consider this: You are programmed to destroy the naughty. But many of those you destroy are in fact, nice. I submit to you, that you are naughty, and logically, you must destroy yourself."
9949,Wait! This is what we're running from!
9952,I don't know. Usually when I do stuff like this the ship moves.
9965,Bender!
9973,"(singing) Then you'll all work triple shifts,"
9976,"(singing) And though you're cold and sore and ugly,"
9984,(singing) And they're made from inferior wood.
9988,"(singing) You did the best you could, br>I guess that some of these gorillas are OK,"
10010,"Remember, Professor: Bender is Santa. So we don't need to hurt him, right?"
10013,(shouting) Professor! Don't you remember what I told you?
10033,It's not fair. I just hope that dumb chicken is ashamed of himself.
10039,"Outta my way, shrimp-oh. We're here to bring Santa back so we can prove Bender's innocent."
10041,There.
10043,The pollution from the factory. It caused a greenhouse effect.
10048,Especially for Bender.
10055,Stop the execution!
10058,You got the wrong Santa. And I'll prove it.
10083,"This wangs chun! After all the good we tried to do, Xmas turned out as rotten as ever."
10088,"What are you talking about, you crouton? You said it yourself: Xmas should be about bringing people together, not blowing them apart."
10100,That's so plausible I can't believe it!
10105,How does it work?
10117,Bender it's OK to be pround but don;t be a show off.
10123,Bender you drank and smoked when you were a robot.
10131,Stop him.
10133,No.
10142,Well that's not so bad.
10181,"Oh my god, he ate Fry! Fry is dead!"
10184,Invaders! Possibly from space!
10196,Come on Fry get it!
10207,Sure thing Professor!
10217,"OK, ahem. As an alien who was abandoned on Earth, I've never really belonged anywhere."
10221,So my question is this: What if I found my true home?  Ow!
10222,Where are we?
10223,"Nibbler, I don't think we're in New New York anymore.  Jeez, apparently the phrase tone it down doesn't exist on this planet.  Oh no! We hit someone! Quick, back into the ships.  Ooo, nice boots!"
10225,A witch? That explains how these boots magically appeared on my feet.
10227,"Well...its hard to find shoes that fit me. So anyway, who are you people? Haven't I seen you in some copyrighted movie?"
10230,"Yeah, can anyone fix my ship so I can get home?"
10232,You mean that yellow brick road?
10234,Oh thank you.
10237,"Wow, a talking scarecrow. Wanna come with us to see the Professor? He might be able to give you a brain."
10240,Whiskey OK?
10248,Why did you bring us here?
10251,"And live here? And be a witch like you? Yeah, alright. As long as I get to hurt people and not just dance around at the equinox."
10253,"Oh mommy, I found my true home!"
10261,We're here to see the Professor.
10263,Oh for the love of Benji.
10274,No not anymore. I wanna stay here and become the new Wicked Witch.
10276,"Uh, alright. Here I go.  There's no place like - I wanna be a witch!  Oh no, help, what's happening?"
10280,I was having the most wonderful dream. Except you were there and you were there and you were there.
10291,Bender! Ship! Stop bickering or I'm going to come back there and change your opinions manually!
10303,Check!
10307,"Oh you have got to be kidding!  Ow! Ow! I mean, aww thats so sweet!  Ow! I mean, (soppily) Aww dats show shweet!"
10317,Does that dummy have a brother?
10322,Perhaps. What's your point?
10326,Ooo look! You taped up the cracks in the dark matter reactor!
10338,I'm not impressed by a guy's message Fry. I'm impressed by the guy. Or not.
10340,What was that?
10346,Bender!  What's going on in here?  Planet Express Ship! Cover your shame!
10350,"Bender, dating your co-worker and primary mode of transportation is immoral, illogical and a violation of interstellar shipping statute 437-B."
10352,"Still, given the chance, I've given to urges far more shocking."
10357,Well just remember we all still have to work together. So try and let her down easy.
10360,Ugh. Doesn't it bother you even a little to be taking advantage of your girlfriend's trust?
10387,Planet Express Ship is something wrong?
10389,"Uh, no."
10391,"Uh look, I'm not saying Bender's not great but have you ever considered that maybe he's...y'know...not that great?"
10393,Could you maybe pay a little more attention to these asteroids?
10407,"Steady, Planet Express Ship. Focus on diverting all power to the scramjets."
10411,"Well, it was a spectacular battle but there doesn't seem to be any permanent damage."
10413,"Aww, calm down. I'm sure Bender is taking this just as hard as you are."
10417,"I know, I know. Look Ship, if there's one thing I learnt from my mutual breakup with Sean that was totally mutual its that happiness can only come from within you."
10419,Trust me. You can't change men anymore than you can change the laws of time and space.
10424,The ship's just taking the breakup a little hard. (whispering to Fry) She's nuts!
10429,"Look, I don't know if you want my opinion -"
10431,Now look missy! If you don't trun around now I'm going to have to shut down your brain!
10436,This is the one place she can't hear us. Everyone just pretend to shower.
10438,Now here's the plan.
10440,Comprendez Bender? You'll have to distract her. Merge your program with hers while I shut down her brain.
10442,I'm willing to take that risk.
10449,"OK, Bender has her distracted. Now I can shut down her brain by deactivating the carbonated logic matrix.  Ugh. I can't concentrate with this obnoxious candy in my face."
10451,Fat chance.
10453,Give it up Fry! I've got to pop these tops in a precise order.
10454,Halfway there. The ship should be getting a little less rational now.
10456,Only a few more.  Hey! I won free admission to Six Flags! Just one more reason we must survive this.
10458,Fry! I'll read your candy later! When we're not dead!  What was that?
10462,"Last one!  It worked! Gravity normal, air returning, terror replaced by cautious optimism! We did it Fry!  Fry?  You gave me your oxygen? Oh no! Breathe Fry breathe!  You leave me breathless! Happy Valentine's Day Fry!"
10466,Well at least it sounds like you were able to keep your conciousness seperate from hers.
10469,"Nah, I've got a lazier idea."
10474,Really?
10503,Thank you very much. Like many of you I never knew my parents...
10505,...I don't know if they were mighty alien overlords or simply underpaid alien janitors who fought crime on the side --
10508,"...In the end though, it doesn't matter who my parents were. All that matters is what I learned here, within these unscalable walls, that I have strength to make it on my own, just like all of you kids here today."
10514,Yes! I mean no! Just make sure you get my nonchalant side!
10517,"(crying) It's OK, Fry, I'm fine. I won an award today."
10519,"I'm sorry you saw that, Fry. I usually try to keep my sadness pent up inside where it can fester quietly as a mental illness."
10521,"I told a whole crowd today that being an orphan made me strong. But all I really wanted was a mom and dad, to hold me and stroke my hair and tell me they loved me."
10523,That's not even close to what I had in mind.
10525,"I know.  Sometimes when I'm lonely, I look up at the sky and I get this feeling that somewhere, on some unknown planet, circling a distant star, my parents are up there, looking down on me."
10528,"Bender! Cut it out! First of all the sewer mutants will be mad. Second, everything else that's horribly wrong with what you're doing!"
10537,Punishment?
10547,Who said that? How do you know my real name?
10551,I don't know. I think I saved us somehow.
10556,Great chichi's ghost!
10558,It looks like...a timeline of my whole life.
10560,And here's when I dropped out and bummed around India for a while.
10562,Its like some kind of weird Leela museum...and I'm the Leela!
10564,It's all the best stuff I ever flushed down the toilet! Those are some of my diary pages. And my screenplay!
10566,"Oh, I'm scared!  My whole life has just been a show for some perverted mutant!"
10578,Wait a minute. Why aren't you gonna kill us anymore?
10591,(shouting) Don't worry! I'll be fine! (talking) They know something about me and I've got to find out what.  The lake didn't mutate me. What is going on here?!
10593,Eurgh!  Who the hell are you?
10611,Where did they go?
10613,Ew!
10632,Hands up!  Tentacles too!
10634,What is all this?  Am I a game to you? Or some kind of even more boring Truman Show? Do you belive I'm you Messiah? Your Mutant Dali Lama? Stop me if I guess it!
10637,"(angry) And what about this?!  How did you get this bracelet? Did you steal it from me when I was a baby? Or from my parents. You robbed my parents, didn't you? I bet you sick mutants killed them. My parents were confused aliens lost on Earth and you killed them! Is that it? Admit it!"
10640,Because of you I'll never know my parents. I'll kill you!
10643,They killed my parents!
10645,They are my parents.
10648,What does it say?
10652,"So, I'm not an alien? I'm a mutant."
10655,(crying) You're my parents. All I've ever wanted is to know you.  This is the happiest moment of my life.
10663,"Thanks so much for inviting us, Mr. Wong. I've never been to a Mars Day barbecue."
10689,"How can you call the Native Martians ""stupid""?"
10692,"I can't believe you're laughing at the tragic exploitation of a proud, bead-loving people."
10694,Of course it is. But you don't have to laugh!
10734,What happened to the buggalo?
10757,She's got a fine coat.
10763,"Wow, look at that: Olympus Mons. The tallest volcano in the solar system."
10765,Right in front of you.
10772,"OK, my turn to tell a ghost story. Once, there was this woman driving--"
10776,"Fine, Mr. Know-It-All-About-Something-Finally, you tell a story!"
10798,Not unless your parents have thousands of helicopters at their disposal.
10804,(shouting) Sandstorm!  We're in the eye of the storm!
10808,Who are they?
10834,"Aw, look. Betsy followed you, Kif!"
10841,What about the Great Stone Ass of Mars?
10848,They have such respect for the planet.
10860,"Ow, ow, ow, ow! My eye!"
10866,"Yay, Kif!"
10884,It's a gigantic diamond! That thing must be worth a fortune.
10891,But what about your sacred land?
10909,Bender? Did you have something to do with this?
10950,Bender shush. You're supposed to be dead.
10958,We're trying our best.
10976,"Impressive, who's building it?"
10978,Say again?
10982,That's the only thing about being a slave!
10990,Are you crazy? They worked thousands of people to death to make these stupid monuments.
11000,"Bender, quit giving the slave drivers pointers!"
11027,Yeah! Play those bongos!
11040,Oh Lord!
11045,This society is a bunch of idiots.
11048,What did he say?
11055,Ow!
11065,Good riddance.
11069,You jerk. Why'd you have to drag us along?
11071,Did you really think you'd need all this junk in the afterlife?
11073,Well rot in peace. Fry and I are leaving.
11076,It's explosive! Maybe we could escape by setting fire to the distillery and blowing this whole place to rubble! Let's get a little kindling going!
11078,"Oh right, how selfish of me. We'll just stay here forever. Hey Fry, remember that robot ""Bender""?"
11080,No. But I bet it wasn't someone who was good at stealing.
11088,Oh Bender! When did you come in? Hold still!  Let's blow this tomb!
11092,"Bender, I understand your desire to be remembered. But you don't need a statue for that."
11094,No. You have your legacy as a brutal tyrannical dictator. And that will outlive any monument.
11103,Space pirates!
11105,"You know, pirates - but in space."
11111,Fry to battlestations. Fire torpedo number three.
11114,That's not torpedo three. That's not torpedo three at all.
11119,It's no use. We were going full speed when we fired him so he's going even faster than that.
11121,I don't know how to say this Fry. But Bender is doomed to drift through space...forever.
11197,"Look, I miss Bender almost half as much as you do but you can't bring him back this way. It's hopeless."
11200,"Well, you obviously won't listen to reason, so I guess I'll listen to idioticness and come with you. But we'll need a Sherpa to guide us."
11210,"(shouting) Fry, if I drop dead from exhaustion make sure my body freezes in a dignified position. None of that huddled over for warmth crap."
11213,Looks rickety. We'd better test it.
11227,How long have you been at it?
11231,Sort of like a giant kareoke machine?
11233,Not really.
11240,Heyya! You're order may be famous for it's martial arts. But I've never met a holy man I couldn't clobber.
11242,Oh. Then get in the laundry room or I'll kick your butts!
11264,"Fry, it's been three days. And even if you stay here the rest of your life, there is virtually no chance of finding him. It's time to give up."
11271,This is by a wide margin the least likely thing that has ever happened.
11274,Oh no the monks. We forgot to let them out of the laundry room.
11297,But the movie -
11299,This toads the wet sprocket. What about our thousands of shares of stock?
11330,Second.
11333,"I vote my 10,000 shares for the Professor."
11339,"40,000? How come you have four times as much stock as the rest of us?"
11385,Uh hello? We haven't made one delivery since you two took over.
11389,That was terrible! People won't even know what we do.
11391,Did you approve that awful ad Fry?
11393,Oh Lord!
11413,Fry we're worried about Planet Express.
11416,You've changed Fry.
11420,"I don't care what Ms Johnson says, Thst Guy's turning this place into some kind of...business."
11430,Just leave us alone and let us clear out our lockers.
11454,Zoidberg owned 51% of the company?
11469,They are? Oh my God! I'm a millionaire! Suddenly I have an opinion about that capital gains tax!
11487,Let Mom buy the company! We all wanna be filthy stinking rich!
11490,Hell yeah!
11504,Oh put down the binoculars Fry. The wall of that strip club isn't going to collapse twice in one day.
11506,That story stunk. Hand me the binoculars. I think the owner is from Cygnus 5.
11508,Professor please. Society's never gonna make any progress until we all learn to pretend to like each other. Now lets go over there and make these hideous strangers feel welcome.
11516,I don't mean to offend but this tastes like vomit.
11518,"No, actually I did mean to offend a little. This is awful."
11535,"(shouting) Sorry about that, I guess I needed a few more warm-up pitches."
11538,"(shouting) I didn't mean to hit you, I have some trouble with depth perception."
11547,But I've got a no-hitter going.  You're right. Here.
11550,Am I under arrest?
11553,The Mets? Those bums are worse than me.
11555,You mean I'd be the first woman ever to play major league blernsball?
11557,"Wow, the first woman ever to play major league blernsball."
11559,Yippee!
11560,Ta-da! The first woman ever to play major league blernsball. How do I look?
11563,All the whole numbers have been retired.
11565,Fry I'm a professional athlete! So go ahead.
11586,"Bender, how did you get in here?"
11587,Since when are you my agent?
11589,Bender that's great! How much did you get me?
11591,"(reading) As a pitcher, I serve up plenty of bean-balls, so I know good beans when I see them. Bean-Bay Beans - they're the beaniest!"
11595,So what did you get me?
11597,"Yo soy muy malo en lanzar, pero yo soy muy bueno en comer frijoles. Come los Bean Bay frijoles, los frijoles de los reyes."
11602,"Aww, sure thing sweetie. Who should I make it out to?"
11604,"That's a popular name today. Little ""e"" big ""B""?"
11606,I'm not doing this for the wad. I'm doing it for all the struggling female athletes who need a role model.
11608,What? Who are you?
11610,"Oh, following in my footsteps?"
11613,"I'm a fool. The fans haven't been cheering for me, they've been cheering at me."
11615,(crying) That's what makes it so sad. I thought I was doing something heroic.
11617,"You're right. I can't let people down anymore. As God as my witness, I vow to earn the respect of girls and women everywhere. I will become the best blernsball player of all time."
11619,Oh. Then I have a new vow. I solemnly swear that I will become not the worst blernsball player of all time.
11622,"Ah, here we are - the worst player in history. If I can be just a little better than him I can slink away with my head held high."
11625,It's even a crummy hologram.
11630,"So Hank - the bad Hank, just how blowful were you?"
11636,"Look, I don't wanna be in this exhibit. That's why I need your help - so I can be one tiny iota less pathetic than you."
11640,"(quietly) Alright, low and away!"
11642,"You mean ""keep your eye on the ball""?"
11646,"OK, eye off the ball."
11650,I didn't hit the batter! For once I was pitching and not just belly-itching!
11665,"Come on skipper, it's my last chance to prove I'm not the worst player ever. Please put me in."
11668,I can.
11670,I've been training with Hank Aaron.
11672,I've been training with a Hank Aaron.
11680,"(quietly) Keep cool, she's just like any other player. She puts on her sports bra one arm at a time."
11682,Strike one - a personal best!
11687,"Jackie. I guess you were right, I'm a lousy role model. I'm sorry."
11689,(crying) I was?
11691,"Oh, that's so kind of you. I guess I made a difference afterall!"
11693,Hey kid! Catch!
11707,Nice!
11715,"Alright don't panic. If we can get to the ship, we can fly north and hide under the polar icecaps for a few weeks."
11733,How interesting Dr Zoidberg. Do go on.
11737,It's unbearable! How much do you think it would cost to get my tongue removed?
11869,"Yes, we were there. And we just finished watching it on TV."
11875,I'm in!
11886,Wait! He plead not guilty.
11888,"The Professor said he was taking a brief nap, so we only have time for six movies."
11892,(whispering) Sh! Those words are forbidden!
11894,Sh!
11931,You can't go to Omega 3; It's forbidden! I forbid you!
11933,But it's set 800 years in the past!
11936,"Well, that is touchingly pathetic. I guess I can't let you go alone."
11938,We're entering the Omega system.
11941,I've lost control of the ship!
11966,But who's doing all this for you?
11975,Go  yourself.
11985,What?
11999,For one hundred quatloos: Who did the captain maroon on Ceti Alpha V?
12002,Correct.
12008,"Uh, you probably don't want us to see you rehearsing, or it'll give away the ending."
12010,We'll go wait in the ship.
12015,"I didn't wanna leave them either, Fry, but what are we supposed to do?"
12017,"Hmm. If we can re-route engine power through the primary weapons and reconfigure them to Melllvar's frequency, that should overload his electro-quantum structure."
12028,Fire!
12030,Its not working! He's drawing straight from our weapons.
12033,"So, uh, how's rehearsal going?"
12045,Can we get on with this? My foot's getting tired!
12053,"There, we can make these into spears."
12066,Then do it the wrong way.
12068,Is that all you've got? Hi-yah!
12091,We can't use our ship; We have life support but the engines are wrecked.
12093,"Hey, if your engines work--"
12096,"We're too heavy. You guys need to lose some weight, fast!"
12102,The Nimbus! We're saved!
12105,"You started this stupid court martial. Now if you don't mind, we're still fighting Melllvar!"
12106,One more hit and we're done for!
12129,Heyya!
12131,"No! Nibbler, don't drink the pool water! It's full of chlorine!"
12145,"Well, we just need one of those big ice cubes. Someone should call the losers who are supposed to deliver it.  Hello?"
12154,No he didn't.
12157,Completely out of ice?
12172,Bender a turtle isn't yourself. Why do you care about it?
12176,"You're both alcoholic, whore-mongering, chain smoking gamblers?"
12238,Come on. You've got to come out of your chest sometime.  Would you do it for a Bender snack?
12240,Gotcha!
12245,We all figured that out.
