,Characters,Quotes
6996,FARNSWORTH,You've gone too far this time - all three of you!
6997,LEELA,What did I do?
6998,FARNSWORTH,"You left the keys in the ignition. I mean, look at those two. Wasn't it obvious what would happen?"
6999,FRY,"Yeah, Leela."
7000,BENDER,We're all very disappointed in you.
7001,FARNSWORTH,"I should fire you three right now, but I'm just not that cold-hearted."
7002,HERMES,You're all fired.
7003,ZOIDBERG,"Goodbye, friends. I'll miss you.  Good riddance to them. Now Zoidberg is the popular one!"
7004,FARNSWORTH,"Yes, yes! Let's all talk to Zoidberg."
7005,AMY,"Hey, Dr. Zoidberg, I've been thinking. Do you think we could go out?"
7006,FARNSWORTH,"So, Zoidberg. What's new?"
7007,HERMES,"Tell me, Zoidberg: Is it carapace or carapass?"
7008,ZOIDBERG,"Oh, you know...!"
7009,FRY,"What are we supposed to do for money? All I've got is my frequent taffy eater's card, my first moustache......and this picture of me and my old girlfriend, Michelle, and that ski instructor she was just friends with."
7010,BENDER,"Pardon me, brother. Care to donate to the Anti-Mugging-You Fund?  Ow!"
7011,LEELA,"We don't need to beg, Bender. For God's sake, we're not veterans!"
7012,FRY,"Well, what do you suggest? A daring daylight robbery of Fort Knox on elephant-back? That's the dumbest thing I ever heard!"
7013,LEELA,"No, we can get jobs."
7014,BENDER,But we just had jobs!
7015,LEELA,"Fortunately, I still have our old career chips."
7016,FRY,Our what?
7017,LEELA,Career chips.  You remember? They assign you the job you're best at.  I tried to give you one and you ran away.  It's how we met!
7018,FRY,And then what happened?
7019,LEELA,Just give me your hand.
7020,FRY,Ow!
7021,LEELA,Baby!  Ow!
7022,LEELA,I'd like to reapply for my old job: Counselling defrostees and assigning them careers.
7023,IPGEE,"Oh, I was hoping you would come back! I even saved your poster of a chimp expressing your distaste for Mondays."
7024,LEELA,"Monday Monkey lives for the weekend, sir."
7025,IPGEE,"Just put your hand under the scanner so I can verify your career chip.  Calcutta, we have a problem."
7026,LEELA,Delivery boy? I must have mixed up the chips. It's a simple mis -
7027,IPGEE,"Oh, here's a cryogenic counsellor! Do you like Mondays?"
7028,FRY,They're OK.
7029,IPGEE,Then we'll have to redecorate your office. How do you feel about it helping to be crazy to work here but not being necessary?
7030,BENDER,"Hey, let's see what it says about me."
7031,IPGEE,"Welcome aboard, sir."
7032,TERRY,"Remember, when the tube opens, say...(dramatically)...""Welcome to the world of tomorrow!"""
7033,FRY,"Hey, I was frozen. I think I know what people wanna hear when they first wake up.  Bathroom's that way."
7034,FRY,"So, while you're on the Probulator, tell me, what brings you to the future?"
7035,MAN,"Oh, well, I wanted to meet Shakespeare and I figured that time was cyclical."
7036,FRY,"Nope. Straight line.  Ah, the Probulator's done."
7037,MAN,That wasn't so bad.
7038,FRY,"Oh, wait, it hasn't started yet.  OK, it's about to start."
7039,BENDER,"Welcome to the future, human slave. Ah, relax, chum. I'm not really a giant fly!  I'm a horrible robot!  Kill all humans!"
7040,TERRY,Dear God! He's having a heart attack!
7041,BENDER,"Ah, they'll probably find a cure for that in the future."
7042,TERRY,We have a cure for it now!
7043,BENDER,"Oh, good. Then you won't mind if I use this."
7044,FRY,Nothing like a power nap.
7045,OLD MAN,"Oh, flies! Flies and gorillas!"
7046,BENDER,"Stay beautiful, doll-face!  That Probulator sure knows how to please a man. So, what's for lunch?"
7047,FRY,I ordered a pizza.
7048,LEELA,"Pizza delivery for...I.C. Wiener.  Yeah, very funny. Now cough up the $12.95."
7049,FRY,"Sorry, but if it's not here in half an hour, it's free."
7050,LEELA,It's only been 23 minutes.
7051,FRY,"Well, uh, I've got 33 minutes."
7052,CHEF,"It's only been-a 23 minutes, you dumb-a canolli. You got a problem, we can take it outside."
7053,FRY,"OK, I'll fight the box. I think I can take him."
7054,LEELA,"Fry, just pay me. I still owe 30 bucks on this uniform."
7055,CHEF,"35, you stupid meatball."
7056,BENDER,Who should be unfreeze next?
7057,FRY,"No.  No!  Oh, my God! It's Pauly Shore!"
7058,BENDER,Alright!
7059,FRY,"Mr. Shore, I loved you in Bio-Dome. You sure caused some trouble in that bubble!"
7060,SHORE,"Rest assured, if it rhymes, I can cause trouble in it."
7061,FRY,"Hey, now that you're in the future, you can go live in an actual bio-dome!"
7062,SHORE,"An unattractive prospect. While researching for the role, I ran computer simulations demonstrating, incontravertably, that the whole bio-enclosure concept is fundamentally flawed. Be it expressed via dome, sphere, cube or even a stately tetrahedron, buuuddy!"
7063,FRY,Oh.  How did you wind up getting frozen?
7064,SHORE,"Well, while filming Encino Man my intellectual curiosity re: cryogenics was peaked, and I resolved to freeze the weasel."
7065,FRY,The weasel?
7066,SHORE,"Hey, listen, skippy. I was supposed to be unfrozen in Hollywood for the thousandth anniversary screening of Jury Duty II. How come I'm not there?"
7067,FRY,I woke you up early so we could hang out and do stuff.
7068,SHORE,Like what?
7069,FRY,I love this job.
7070,BENDER,Me too.
7071,FRY,Showtime! (hoarse) I'll pretend to be dying of space plague.
7072,BENDER,Boo?
7073,FRY,Michelle!
7074,BENDER,"Oh, my God!"
7075,MICHELLE,Fry? Is it really you?
7076,FRY,I don't know. Is it really you?
7077,MICHELLE,What do you mean you don't know? Are you you or not?
7078,FRY,Who wants to know?
7079,MICHELLE,"Oh, Fry, it is you!"
7080,FRY,"I don't get it, Michelle. The last time I saw you, you were doing great. You had just dumped me and you were well on your way to getting you life back on track. Why'd you freeze yourself?"
7081,MICHELLE,"Oh, Fry. After you left, things took a turn for the worse. I got married."
7082,FRY,I'm sorry.
7083,MICHELLE,"(voice-over) His name was Charles. He attended a law school so prestigious, the basketball team was coached by Ruth Bader Ginsberg.  I put him through law school by working as a dog walker for antisocial dogs."
7084,FRY,Sorry.
7085,MICHELLE,"(voice-over) But soon after Charles graduated, our marriage ran into difficulties."
7086,FRY,"Uh, sorry."
7087,MICHELLE,"(voice-over) Desperately depressed, I turned to the one thing that could lessen my pain: A carnival. Unfortunately, a corn dog bone got lodged in the control panel of the Spizzler, and I had to ride it for eight hours."
7088,FRY,(voice-over) Sorry.
7089,MICHELLE,(voice-over) But it did give me a chance to think...
7090,FRY,I'm sorry.
7091,MICHELLE,...and I remembered the last time I was truly happy; When I was with you.
7092,FRY,Aww. So you froze yourself to come look for me?
7093,MICHELLE,"No, I did it to get a fresh start. I didn't know what had happened to you - no one did. The police were going to conduct a search but your parents felt it was a waste of taxpayer money."
7094,FRY,"That's the same reason they kept me out of school. So, no one even cared that I was gone?"
7095,MICHELLE,Not really. Except for one person.
7096,FRY,Who was it?
7097,MICHELLE,Everything is so different.
7098,FRY,Not everything. There's still a roach problem.
7099,MICHELLE,Ew!
7100,MICHELLE,Eurgh.
7101,FRY,"Nowadays, people aren't interested in art that's not tattooed on fat guys."
7102,SAL,I'm on loan from the Louvre.
7103,LEELA,"Please, professor. Give us our jobs back. We deserve another chance."
7104,BENDER,"Yeah, and if you won't give me another chance, perhaps you'd give one to......Og, gorilla emperor of Earth!"
7105,FARNSWORTH,"I'm sorry, Og, but I've got a new crew."
7106,FARNSWORTH,"So, how was delivery to Fantasy Planet, where everyone's fantasies come to life?"
7107,AMY,Great!
7108,HERMES,Organised!
7109,ZOIDBERG,"For one beautiful night, I knew what it was to be a grandmother. Subjugated, yet honoured."
7110,FARNSWORTH,"You see, Og? Everything's running smoothly, yes. And with Fry fired, I can finally leave my jigsaw puzzles out without him eating the pieces."
7111,LEELA,Forget about Fry. You can hire us back and he'd never have to know.
7112,FRY,"Hey, guys."
7113,LEELA,"Oh. Hey, Fry!"
7114,BENDER,"So, as Leela was saying, Fry can go shove a big old - Ow!"
7115,FRY,"I'm glad you're all here. I wanted to introduce you to my on-again-off-again girlfriend of the past thousand years, Michelle.  Michelle, this is Leela. This is Bender.  The professor.  Hermes and Amy."
7116,MICHELLE,Nice to meet you.
7117,FRY,And this is Dr. Zoidberg.
7118,HERMES,"Dating you ex, Fry? Have you lost all self-respect?"
7119,FRY,All what?
7120,FARNSWORTH,"This can only end badly, Fry. Kids, a house -"
7121,BENDER,A home invasion by a former roommate.
7122,FRY,"But things are different this time. Before, she was demanding and possessive. But now she wants me to do stuff and stay with her all the time."
7123,ZOIDBERG,"There you go, dearies."
7124,MICHELLE,"It's a relief to meet you, Amy. I'm just having a hard time adjusting to all the strange stuff here in the future."
7125,AMY,I'm from Mars.
7126,MICHELLE,I feel so out of place here. I don't understand why Fry fits in so well.
7127,LEELA,Probably because he didn't fit in back in your time.
7128,MICHELLE,That's true. But I used to fit in really well.
7129,ZOIDBERG,"Then good luck, sister."
7130,MICHELLE,"Don't take this the wrong way, Fry, but your friends are a bunch of freaks."
7131,FRY,"Yeah, they're great, huh?"
7132,MICHELLE,"I just don't belong here. I don't know anyone, I can't find a vanishing cream that doesn't make me actually vanish. I don't even have a job."
7133,FRY,"Oh, right. I was supposed to assign you a job. Let me just get your career chip installed.  Hold out your palm. What are you scared of? It's just like getting your hand pierced."
7134,MICHELLE,"This world is horrible. Let's start over, Fry. Well go someplace where all we have is each other."
7135,FRY,"Ooh, romantic. I'll tell Bender to meet us there."
7136,MICHELLE,"It's not a ""there"". It's a ""then"". The future."
7137,FRY,"Whoa, whoa, girl. I thought you were talking about one of those motels where the bed is shaped like stuff."
7138,MICHELLE,I love you. Don't you love me?
7139,FRY,"Well, sure. To the extent a man can love a woman. But this seems like a big step."
7140,MICHELLE,"Fry, why must you analyse everything with your relentless logic? Nothing matters but our love."
7141,FRY,You're right. Let's do this now and let's never regret it.
7142,FRY,"Michelle, I don't regret this. But I both rue and lament it."
7143,FRY,The year 4000 is severely disappointing. I miss the year 3000 when life was simple and brains flew through space and everyone ate lasers.
7144,MICHELLE,It's not that bad. Fate brought us together and now fate brought us here.
7145,FRY,"No, you brought us here."
7146,MICHELLE,"Whine some more, Fry, I really find that attractive in a man. Now come on, build us a shelter."
7147,FRY,"Alright, fine. Everything else sucks. At least we can have a nice place to live."
7148,FRY,"Ooh, there."
7149,MICHELLE,You expect me to live in a tiny little hole?
7150,FRY,"It'd be deeper, but I'm standing on a gopher."
7151,MICHELLE,"Oh, look. Some little kids."
7152,FRY,They'll save us.  We're saved!
7153,BUTCH,"I'm Butch, leader of this place. I took your hole and you can't do nothing about it."
7154,MICHELLE,
7155,FRY,"Mighty sir, we have nowhere to go. Could we please join your society?"
7156,BUTCH,"Well, alright. But no interfering with our grand works."
7157,FRY,"I tell you, that Butch runs a pretty good civilisation. I think I'll enjoy serving under him."
7158,MICHELLE,"You know your problem, Fry? You're not ambitious. You should be chief."
7159,FRY,"What do I need, ulcers?"
7160,MICHELLE,But I want power. I'm tired of the chief's girlfriend lording it over me with her fancy coyote hide.
7161,FRY,"Alright, alright. If it'll make you happy, I'll overthrow society."
7162,BUTCH,On what grounds do you challenge my authority?
7163,FRY,"Well, I'm older than you. I can beat you up."
7164,KID #1,"Yeah, I'll bet he could."
7165,BUTCH'S GIRLFRIEND,He's got arm hair.
7166,BUTCH,"Alright, grandpa. There's only one way to settle this. Death rolling!"
7167,FRY,What's death rolling?
7168,OROWHEAT,It's like skateboarding.
7169,ICE-V,"Except half the time, someone dies."
7170,FRY,"Oh, so it's a little safer than skateboarding."
7171,BUTCH,Last one holding the bandana's the new leader.
7172,MICHELLE,"My mother always said you were a loser, Fry. Now get out there and prove her wrong."
7173,FRY,(sadly) Beth said that?
7174,BUTCH'S GIRLFRIEND,"(in Hebrew) One, two, three."
7175,BUTCH,It's cool. Back off.  (crying) My knee. I scraped it.
7176,FRY,Aww. Poor little guy. Let me just take a look at - aha!  I won! I'm the new chief! I'm the tallest and I weigh the most!
7177,BUTCH,"Hand it over, you giant idiot."
7178,BUTCH'S GIRLFRIEND,"Hey, Butch, your mom's here."
7179,BUTCH,"Aw, man."
7180,BUTCH'S MOM,"Come on, kids. You're late for Hebrew school."
7181,OROWHEAT,I don't wanna go.
7182,BUTCH'S GIRLFRIEND,Every Monday and Wednesday's the same thing.
7183,FRY,"I find this post-apocalyptic wasteland very confusing. Seriously, I'm weirded out."
7184,MICHELLE,That's because you're a loser. You were a loser in the year 2000 and you're a loser in the year 4000.
7185,FRY,"Yeah, but in the year 3000, I had it all. Several friends, a low-paying job, a bed in a robot's closet. I envied no man. But you wrecked everything."
7186,MICHELLE,"Quit standing up for yourself, Fry. When we get back to the hole, we are going to have a long, boring talk about our relationship!"
7187,FRY,"Oh, yeah? Well, listen to this: (whispering) I'm leaving you."
7188,FRY,There must be people somewhere.
7189,FRY,Yes! Footprints! And hand prints?  But? What's happening?
7190,LEELA,"Fry, thank God we found you."
7191,FRY,Leela? What are you guys doing here in the year 4000?
7192,LEELA,It's not the year 4000.
7193,BENDER,"You were only frozen for two days. Uh, by the way, I broke your bed."
7194,FARNSWORTH,You were in Pauly Shore's tube and they were delivering it to his movie screening.
7195,LEELA,"But, when they noticed you weren't him, they chucked you in a ditch."
7196,FRY,So you're saying these aren't the decaying ruins of New York in the year 4000?
7197,FARNSWORTH,You wish! You're in Los Angeles!
7198,FRY,But there was this gang of 10-year olds with guns.
7199,LEELA,Exactly: You're in L.A.
7200,FRY,But everyone is driving around in cars shooting at each other.
7201,BENDER,That's L.A.. for you.
7202,FRY,But the air's green and there's no sign of civilisation whatsoever.
7203,BENDER,He just won't stop with the social commentary.
7204,FRY,"And the people are all phoneys. No one reads. Everything has cilantro on it -  Michelle, baby!"
7205,MICHELLE,"It's not working out, Fry."
7206,SHORE,"(shouting) Tis better to have loved and lost, n'est ce-pas?"
7207,FRY,"That's it. I've had it with women. From now on, I'm concentrating on my career. Can I have my old job back?"
7208,FARNSWORTH,"Why, I've forgotten why I even fired you."
7209,BENDER,"'Cause he destroyed your business, your home and all your possessions."
7210,FARNSWORTH,"Oh, that's right. Get lost."
7211,THE END,
7212,"""PARASITES LOST""",
7213,MAN #1 [ON RADIO],"Breaker breaker, this is the Duck. Uh, you wanna back off them hogs?"
7214,MAN #1 [ON RADIO],"Ten-four, five miles or so."
7215,MAN #2 [ON RADIO],"Ten, roger!"
7216,LEELA,"Hmm, I'd better check the fluid levels. (shouting) We're OK on Coke syrup."
7217,BENDER,"Oh man, come on!  Comin' through!"
7218,BENDER,What's that black cracker?
7219,FRY,A tomato.
7220,LEELA,You're not gonna eat a sandwich from a truck stop men's room are you?
7221,FRY,"Eh, what's the worst thing that could happen?  Ugh, it's like there's a party in my mouth and everyone's throwing up!"
7222,TRUCKER #1,Looky there! It's one of them things like on our mudflaps!
7223,TRUCKER #2,Yosemite Sam?
7224,SAL,Stands back! I'm gonna puts my moves on her.  Whoas!
7225,FRY,That jerk! No one hoots at my captain unless they're prepared to take it to the next level!
7226,LEELA,Fry please. That's sweet but I'd rather not even dignify them with an ass whooping!
7227,SAL,Hey sexy mama! Let's get busy and freaky in that order!
7228,FRY,Hey jumbo! How would you like it if Leela said you were sexy and she wanted to make love with you?
7229,SAL,"Eh, I gots five minutes. She looks pretty good for a truck stop chick!"
7230,FRY,You take that back! She does not look good for a truck stop chick!
7231,SAL,Yeah you're right. She don't gots enough meat for a guy like me.
7232,FRY,She does too! She's loaded with meat! She's got more meat than a cow!  Ow!
7233,SAL (LAUGHING),More meat than a cow!
7234,FRY,I can't please Leela no matter what I do! I just want her to like me.
7235,BENDER,Well there's always hope.  C'mon we gotta go fix the plasma fusion boiler.
7236,BENDER,Who are you?
7237,SCRUFFY,Scruffy. The janitor.
7238,BENDER,Well why aren't you fixing the boiler?
7239,SCRUFFY,Schedule conflict.
7240,BENDER,There. Fixed forever.
7241,SCRUFFY,Scruffy's gonna die the way he lived. Oh marmalade!
7242,ZOIDBERG,Oh the hypochondriac's back. So what is it this time?
7243,FRY,Well my lead pipe hurts a little?
7244,ZOIDBERG,That's normal. Next patient.
7245,BENDER,He's a witch!
7246,FARNSWORTH,"Fry, did you eat anything unusual recently?"
7247,FRY,No.
7248,LEELA,What about that bathroom egg salad from the truck stop?
7249,FRY,I've had better.
7250,FARNSWORTH,"Egg salad? Hmm. Zoidberg will have to examine your gastrointestinal tract. Come everyone, give Fry some privacy."
7251,FARNSWORTH,"If you can't see well enough through the two-way mirror, there'll be a close-up on this video screen."
7252,ZOIDBERG,Hmm. We'll need to have a look inside you with this camera.  Guess again.
7253,AMY,Gross!
7254,FARNSWORTH,Watch for any subtle irregularity in Fry's bowel.
7255,AMY,It's gorgeous. That place used to be a big dump.
7256,BENDER,"Oh, eww!"
7257,AMY,Worms? Eww! Puke-a-tronic!
7258,LEELA,So the eggs in that egg salad sandwich were -
7259,FARNSWORTH,Correct! Worm eggs! And the mayonaise was probably none too fresh either.
7260,HERMES,It's nauseating man!  Is there no way to get rid of the disgusting maggots?
7261,FARNSWORTH,"Only one. We'll have to travel deep inside Fry, in this!"
7262,BENDER,Shotgun!
7263,FARNSWORTH,"In each gastro-survival kit, you'll find a rain slicker, a disposable fun camera, and something to protect you against bacteria.... - a harpoon!"
7264,BENDER,"Yo, old guy. Why do we have to use those tiny micro-droids? Can't you just shrink us?"
7265,FARNSWORTH,Oh my no. That would require extrememly tiny atoms. And have you priced those lately? I'm not made of money - leave me alone!
7266,ZOIDBERG,Me next!
7267,FARNSWORTH,"Anyhoo, your net suits will let you experience Fry's worm-infested bowels as if you were actually wriggling through them."
7268,ZOIDBERG,There's no part of that sentence I didn't like.
7269,FARNSWORTH,Is everyone present?
7270,AMY,Right on!
7271,BENDER,Uh-huh.
7272,HERMES,Definately.
7273,ZOIDBERG,Yes.
7274,FARNSWORTH,"Heres the plan:  We'll enter the ear, drip down the back of the throat and make for the bowel. There, we'll irritate the pelvic splachnic ganglion and cause an intestinal spasm, expelling - among other things - the parasites."
7275,BENDER,I'll tell Fry to wash out - among other things - his ear.
7276,FARNSWORTH,"No, Fry can't know anything about the mission. If he finds out, the worms will try to defend themselves. They know everything he knows."
7277,BENDER,They know how to make ice cream soup?
7278,FARNSWORTH,"Leela, your role is to distract Fry so he doesn't notice what we're up to."
7279,LEELA (ECHOING),Can do!
7280,AMY,"Leela, you should really try a facial scrubs, for your pores."
7281,LEELA,Look! A starling!
7282,FRY [LOOKING AWAY],Really?
7283,AMY (WHISPERING),OK Professor.
7284,FRY,What about what?
7285,LEELA,"Uh...what if we go for a walk possibly because it's such a lovely day, perhaps."
7286,FRY,I'd love to!
7287,HERMES,We gotta get someplace where he won't stick his finger!
7288,BENDER,It's hopeless! Abandon ship!
7289,FARNSWORTH,"Wait, we just have to get past the eardrum!"
7290,HERMES [FROM SHIP],What are those worms doing to Fry's brain?
7291,HERMES [FROM SHIP],My God! Soon he'll be smarter than Cher!
7292,FRY,"Ah, the scent of a rose. Curious how an aromatic chain of hydrocarbons can evoke our deepest emotions.  For you."
7293,LEELA,That's such a beautiful thought Fry. And what's more amazing you expressed it without spewing crumbs at me!
7294,FARNSWORTH,Brace yourselves everyone. We're entering the interior of Fry's nose!
7295,BENDER,We're at finger alert five.
7296,FARNSWORTH,Let's just pray nothing stimulates the delicate smell receptors. (whispering) Nobody make a smell.
7297,ZOIDBERG,Quick! We can escape through that nasal capillary into the sinus.
7298,HERMES,Strange. Usually you don't know anything about human anatomy.
7299,ZOIDBERG,"I learned it from a decongestant commercial. (echoing) ""Soothing action, action, action action..."""
7300,BENDER,"Where are we, the ass?"
7301,FARNSWORTH,"We're in the heart. Better known as ""the love muscle."""
7302,ZOIDBERG,Where the food is digested.
7303,FARNSWORTH,"We should be safe, just so long as nothing makes it beat faster."
7304,BENDER,Abandon ship!
7305,FARNSWORTH,No! Set course for that cholesterol-encrusted valve.
7306,ZOIDBERG,It's good cholesterol but it spreads like bad cholesterol!
7307,AMY [FROM SHIP],Look! They're jazzercising Fry's muscles!
7308,HERMES,He'll be as strong and flexible as Gumbo and Hercules combined!
7309,ZOIDBERG,Gumbercules? I love that guy!
7310,LEELA,Ugh! It's that jerk from the truck stop! Let's cross the street and try to blend in with that crowd of pimps.
7311,FRY,"I don't think so.  Sir, I believe you owe this lady an apology."
7312,LEELA,Fry no! He's bulging with what could be muscles!  Ooo!
7313,SAL,I gots your apologys right heres!  Sorrys ma'am. I've learnsed a lesson about not ogling cans that I won't soons forgets.
7314,BENDER,Abandon ship!
7315,FARNSWORTH,"No, don't give up now! we're but a stones throw from the pyloric sphinchter."
7316,BENDER [FROM SHIP],Hooray!
7317,ZOIDBERG [FROM SHIP],Hooray!
7318,HERMES [FROM SHIP],We made it!
7319,FARNSWORTH,There it is! The stately capitol of Fry's bowel. A heavily guarded fortress surrounding the pelvic splachnic ganglion.
7320,ZOIDBERG,"I've heard of that, who said I haven't?!"
7321,FARNSWORTH,"If we can stimulate that nerve, the bowel will convulse, expelling the entire worm society."
7322,HERMES,But what about the worms in the other parts of his body?
7323,FARNSWORTH,"Listen, this is gonna be one hell of a bowel movement. Afterwards he'll be lucky if he has any bones left!"
7324,BENDER,"All right, let's mush some worms!"
7325,WORM MAYOR,Worms to battlestations!
7326,LEELA,"I had a great time today. The flowers, the puddle, the way you hurt that guy. But can I ax you something?"
7327,FRY,Anything.
7328,LEELA,Why did you do all that stuff?
7329,FRY,"Leela, there's something I've wanted to tell you for a long time but every time I try I get nervous and my mouth feels like it's stuffed with peanut butter, even when it's not."
7330,LEELA,What is it? Is it about Bender?
7331,FRY,"No, it's about you and me."
7332,LEELA,And Bender?
7333,FRY,Bender's not involved.  Leela...I love you.
7334,LEELA,You do?
7335,FRY,Yes. But it's only recently I've been able to articulate my thoughts. I love you Leela and I always have.
7336,LEELA,"Fry, that's the sweetest, most wonderful - wait! Recently? Like since you ate that toilet sandwich?"
7337,FRY,Yeah! I don't know why but my life really turned around that day!
7338,LEELA,Stay here.
7339,WAITRESS,Freshen your nocatina?
7340,FRY,Please......I need something to settle my stomach.
7341,FARNSWORTH,The nerve is through here. Where's Zoidberg?
7342,ZOIDBERG,Yippie-ki-yay! You'll never guess where I've been!
7343,FARNSWORTH,There it is! The pelvic splachnic ganglion. Tickle it and get ready for the ride of your lives!
7344,LEELA,Don't even think about tickling that ganglion!
7345,FARNSWORTH,"Leela, you're just in time to help. If we don't get rid of the worms now, they'll burrow so deep into the bowel that not even Hermes' famous jerk prunes could dislodge them!"
7346,HERMES,"I call it ""Carribean Drain-o""!"
7347,FARNSWORTH,Fry will be stuck with the worms forever.
7348,LEELA,Perfect.
7349,ZOIDBERG,Ouch!
7350,AMY,I'm OK.
7351,FARNSWORTH,Leela you ignorant dope! Now the worms will be in Fry forever.
7352,LEELA,So? Did you ever stop to think that Fry is better off with worms?
7353,FARNSWORTH,Oh that's stupid!
7354,FRY,"If anyone wants to tell me what's going on here, I'll be in the lounge."
7355,FRY,"Of all the parasites I've had over the years, these worms are among the - hell! They are the best! Leela, how can I ever repay you for saving them?"
7356,LEELA (SEXFULLY),I'll think of something.
7357,BENDER,'Ello! What's all this then?
7358,FRY,Apartment 1I. The old me would have made a joke about that!
7359,LEELA,I'm thinking of having a window installed.
7360,FRY,I think the view's perfect already.
7361,LEELA,"Oh, that's the corniest thing I've ever heard! Let me show you the bedroom."
7362,FRY,Wait. In a minute.
7363,LEELA,A holophonor? Only a few people in the whole universe can play that. And they're not very good at it.
7364,FRY,They don't have you to inspire them.
7365,LEELA,I don't have words to say how wonderful you are Fry. I haven't felt this happy since double-soup Tuesday at the orphanarium.
7366,FRY,"When I'm with you, everyday seems like double-soup Tuesday."
7367,LEELA,"Oh Fry, I love what you've become."
7368,FRY,What I've become.
7369,LEELA,What is it?
7370,FRY,There's just something I have to find out.
7371,FRY,Who controls this bowel?
7372,WORM GUARD #1,Who wants to know?
7373,WORM MAYOR,I am the Lord Mayor of Cologne.
7374,FRY,You mean colon?
7375,WORM MAYOR,State your business!
7376,FRY,"Your excellency, have you ever been in love?"
7377,WORM MAYOR,No. I thought I was once but then I remember our species reproduces with a cloud of spores.
7378,FRY,"Well, a wonderful girl loves me. But I need to know if it's really me she loves, or just what you worms have made of me. That's why with all due respect, I'm asking you to leave."
7379,WORM MAYOR,"Listen you, I was born here. I raised a cloud of children here. My ancestors came over here on the sandwich.  No one can make me leave!"
7380,FRY,Everyone out of my body or the brain gets it!
7381,WORM MAYOR,He's bluffing. No creature would willingly make an idiot out of itself.
7382,FRY,"Obviously you've never been in love! Ow!  Ow!  Ow!  Now, the hand-eye co-ordination lobe."
7383,WORM GUARD #1,Stop it man!
7384,WORM MAYOR,"You've damaged your brain Universe, but no more than a week of binge drinking or five minutes on a cell phone."
7385,FRY,"I was just working my way towards the medulla oblongata - control centre of the heart and lungs. And if I kill myself, you die with me."
7386,WORM GUARD #2,Wait a minute man!
7387,FRY,"I hope Satan has a nice colon, 'cause that's where you're gonna be living!"
7388,WORM MAYOR,Stop! We'll leave.  But one day you'll be eating a fast-food burger and boom! You'll be crawling with us again! Ever wonder what makes special sauce so special? Yo!
7389,LEELA,Fry? I missed you. Did you find out what you needed to find out?
7390,FRY,"I'm about to.  Leela, let me play for you one for time."
7391,LEELA,You don't have to do that. I'm still seduced from before.
7392,FRY,"Please, it's important to me."
7393,LEELA,What's that supposed to mean?
7394,FRY,I don't know. I got nervous and started thinking about neck bolts.  Wow! Did you see that vase break? It was all like -
7395,LEELA,What's happened to you?
7396,FRY,Nothing. I got rid of the worms.
7397,LEELA,What? Why would you do that?
7398,FRY,"Leela, I had worms. I needed to know who you loved. Me or them."
7399,LEELA,Well...which of you wrote me that sonnet?
7400,FRY,"I did. I think. It was probably about 50/50. But that's how I really felt about you, I swear!"
7401,LEELA,I don't know.
7402,FRY,"Please. Give me a chance to be romantic on my own. I've got a baggy of massage oil, and I'm gonna give you my super back rub, just like a I used to give Amy when I was going out with her, and she always seemed... - Uh-oh!"
7403,BENDER,"Sorry you struck out sausage link. If it's any consolation, my life is great! Babes! Bucks! I got it all!"
7404,FRY,"Well, at least I learned Leela's a lost cause. I give up."
7405,BENDER,There you go!  Goodnight. I gotta get up early to go parasailing with movie stars!
7406,THE END,
7407,"""AMAZON WOMEN IN THE MOOD""",
7408,HERMES,"People, we got a problem: Little Nibbler's been coughing up hairballs."
7409,LEELA,"Well, so has Fry. What's the big deal?"
7410,FRY,He's got me beat!
7411,HERMES,"Now well all love Nibbler, so it's only fair that we all pitch in and clean it up together. Still, I propose we make Zoidberg do it. All in favour?"
7412,LEELA,Yeah!
7413,BENDER,"Alright, yup."
7414,HERMES,All opposed?  All abstaining?
7415,LEELA,Dr. Zoidberg? Are you OK?
7416,FRY,He's dead.
7417,BENDER,What?
7418,AMY,Oh no!
7419,FARNSWORTH,"He always seemed so full of life. Laughing, singing, begging for scraps. And now this."
7420,ZOIDBERG,Why with all the crying?  So that's where I left my shell.
7421,LEELA,I didn't know you could take this thing off.
7422,ZOIDBERG,"It was starting to get a little cramped in there so I molted, why not? Ah, the fresh air feels good!"
7423,FARNSWORTH,Stop doing that!
7424,ZOIDBERG,So long. I'm off to toss this old shell in the dumpster and maybe pick up those potato chips Amy didn't finish yesterday.
7425,AMY,Those were toenail clippings.
7426,ZOIDBERG,A feast is a feast.
7427,AMY,"Hey, that's my cellphone!"
7428,AMY,Hello?  Hello? Who is this?  Hello? Hello?
7429,LEELA,What's wrong? Did you swallow your phone again?
7430,AMY,Some guy's been calling and hanging up 10 times a day for a year.
7431,LEELA,Men who call too much are the worst ... I bet.
7432,AMY,I just wish a decent guy would call me instead of this spleeze-ball who has me too terrified to even answer the phone.  Hello?
7433,AMY,Hello? Is anyone there?
7434,KIF,I love you.  Why must I be such a coward?
7435,ZAPP,"Kif, I'm headed to the men's room and I'll be needing an attendant so-- Oh, I'm sorry. You're crying like a woman. It's alright. I've always thought myself as a father figure to some of my more pathetic men. Kif, old friend, let's rap."
7436,KIF,"Well, I'm in love with this girl--"
7437,ZAPP,"(laughing) Oh, that's rich! (talking) Go on."
7438,KIF,I met her a year ago...
7439,KIF,(voice-over) ...when we were escaping from that cruise ship you piloted directly into a black hole.
7440,ZAPP,(voice-over; proud) Yes! It was in all the papers.
