,Characters,Quotes,Scenes,Fry,Other,Leela,Bender,Farnsworth,Hermes,Zoidberg,Amy,Zapp
16307,Other,Dang. I never should have quit my job at the casino.,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16308,Other,"Me, neither. But she needs what'll make her happy, not what'll make me happy.",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16309,Other,"Goodbye, Leelu.",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16310,Other,"I don't much know about frozen heads, but, of course, if it's Mahatma Gandhi, I'll... Leela?",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16311,Leela,Lars?,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16312,Other,"I... I really have to go, I...",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16313,Leela,"Fry, was this an idiotic trick to get Lars and me back together?",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16314,Fry,"Quite idiotic. But you don't need to be an idiot to see that you two belong together. And, Leela,I want what'll make you happy, not what'll make me happy.",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16315,Other,"I'm sorry, I really am, but Leela and I just can't be married.",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16316,Fry,"Why not? You obviously love each other. What are you, cousins?",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16317,Other,"Fry, you deserve to know the truth. It's because...",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16318,Other,Nobody move!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16319,Leela,Nudar! How did you survive the doom blast?,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16320,Other,"My doom-proof platinum vest absorbed most of the radiation. In retrospect, I wish I'd been wearing doom-proof pants, but you know us nudists. Now give me the time code!",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16321,Fry,I don't have it! Nibbler heat-blasted it off my butt.,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16322,Other,Not you.,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16323,Other,You!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16324,Leela,Lars? He doesn't have it. He never had it. Fry had it!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16325,Fry,But Nibbler heat-blasted it off my butt! I want to stress that part!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16326,Other,My throbbing sprunjer says otherwise. Now where is it?,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16327,Other,I'm not afraid of you or your expensive gun! Go ahead and shoot!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16328,Other,"Oh, yeah? Then what if I kill the woman you love?",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16329,Leela,"Don't you understand, numb-neck? He doesn't love me!",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16330,Other,I've... always loved you. Don't hurt her. I'll give you the code.,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16331,Other,What the...,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16332,Other,Woah!,1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16333,Leela,"Lars, no!",1490,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
16334,Other,It's enough just to know you're happy.,1491,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16335,Other,"You, too. It's enough to know you're happy with Lars.",1491,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16336,Bender,"Fry, old buddy! It's me! Bender!",1492,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16337,Other,My hair!,1493,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16338,Other,My larynx!,1493,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16339,Other,I'm Lars?  I'm Lars!,1493,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16340,Fry,"Wait for me, Leela! I'll be there in a thousand years.",1493,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16341,Other,"So I got a job at the Head Museum and waited for the wonderful day when Leela would arrive. Everything was perfect until Hermes exploded at our wedding. That's when I learned that, as a time paradox duplicate, I, too, was doomed. I couldn't put Leela through that. So I called it off. I'm sorry, Leela.",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16342,Leela,I understand.,1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16343,Other,That concludes another Silly Willy Wideo Will!,1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16344,Fry,"He was a good man, Leela.",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16345,Leela,Yeah... you were.,1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16346,Farnsworth,"Well, I guess that wraps everything up in a nice, paradox-free bow.",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16347,Other,"Not quite, my wrinkly brother.",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16348,Other,"Right on! In order for any of this to make any sense at all, someone must make one final trip back in time to put the code on Fry's ass in the first place!",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16349,Bender,"Sounds like a job for me, Bender.",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16350,Bender,"Zero, zero, one, one, zero, zero...",1497,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0
16351,Bender,Mission accomplished!,1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16352,Fry,You put the time code on my ass?,1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16353,Bender,"Someone's ass. Oh, and guess what? I met all these really cool guys with treasure down in the limestone cavern, so I invited them to stick around instead of coming up when they were logically supposed to.",1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16354,Other,No! No! Everyone out of the universe! Quick!,1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16355,Bender,What's the worst that can happen?,1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16356,Bender,"Well, we're boned.",1498,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16357,Other,Previously on Futurama.,1499,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16358,Other,It has now been one month since space ripped open like flimsy human skin. Terrified earthlings are beginning to grow exhausted.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16359,Hermes,"Professor, sprinkle us with wisdom from your mighty brain. How scared should we be?",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16360,Other,Somewhere between not at all and entirely.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16361,Zoidberg,I call entirely.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16362,Other,"Scientists believe the rip is a gateway to another universe, but do not know what mysteries lie beyond. However, in this reporter's opinion gruesome death awaits us all!",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16363,Other,"And now with sports, here's Sportsbot 5000.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16364,Other,All sports cancelled.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16365,Other,"To better understand the anomaly, I will now focus its radiation on a giant medium-sized ant to see what happens.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16366,Other,What's going on here? I was told there would be sugar syrup.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16367,Other,"Quiet, you.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16368,Fry,"Oh, hey, everyone, this is Colleen.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16369,Other,Hello!,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16370,Amy,I like your shoes.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16371,Bender,This is awkward. Introducing your new girlfriend to Chesty McNag-nag.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16372,Leela,"Oh, don't mind him. I'II turn him off.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16373,Bender,"Hey, you can't turn me off...",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16374,Leela,Hi. I'm Leela.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16375,Other,"Hi, Leela, hi, everyone. Sorry I've been taking up so much of Fry's time. He's just so interesting. Have you seen how much cotton candy he can eat?",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16376,Other,"Oh, my, yes. 5.1 pounds. That's why his blood is so good on pancakes.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16377,Fry,"Well, got to skedoodle-oodle. We're taking a cuddle-cab to Hug-a-Bunny Village.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16378,Zoidberg,This lovey-dovey stuff is making me vomit from my saltwater and freshwater stomachs.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16379,Leela,It is pretty sickening.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16380,Zoidberg,"No, the double-vomit is a sign of joy. Fry told me how he and Colleen first met.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16381,Zoidberg,"So, how did you and Colleen first meet?",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16382,Fry,Well...,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16383,Fry,Something about seeing it on the Jumbotron makes it so much more real.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16384,Other,It's so scary. What are you supposed to do when the whole universe is coming to an end?,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16385,Fry,I have a thought.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16386,Bender,"This is gonna be juicy. What? Oh, man!",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16387,Amy,"Speaking of sappy love... Want to tell them, Kiffy?",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16388,Other,"Yes, Amy and I have a big announcement. I... That is, we... Oh, I'm just so excited.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16389,Amy,Kif has asked me to be his Fonfon Ru.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16390,Zoidberg,Mazel tov!,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16391,Other,Wonderful!,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16392,Hermes,What the hell does that mean?,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16393,Other,It means I've asked Amy to join my family. And you're all invited to my family swamp for our Fonfon Rubok ceremony.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16394,Amy,"If I had ever heard of it, it would have been what I had always dreamed of.",1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16395,Other,Oh! And our parents will be meeting for the first time ever.,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16396,Bender,,1500,75.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,0.0
16397,Other,"Mr. And Mrs. Wong, aren't you excited that we're all about to be joined in a single family?",1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16398,Other,You can't borrow money.,1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16399,Other,Kif's parents come late and we have to stand around in swamp getting eaten alive by damn bugs? [She squashes a bug on her neck,1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16400,Other,"Mrs. Wong, no. The finial stage of my species' life cycle is a colony of flying hookworms. You just squashed part of my father.",1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16401,Other,Welcome.,1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16402,Other,"Sorry. I guess you got plenty of bugs to spare though, huh?",1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16403,Other,That was my left testicle.,1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16404,Bender,"And the awkward meter goes up another notch. Ding, ding, ding, ding ding...",1501,0.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16405,Fry,"Wow, Colleen, you look so beautiful in the light of the swamp gas.",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16406,Other,Thanks. This is really fun. I love going to exotic worlds and getting hammered.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16407,Fry,"Me, too.",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16408,Other,Two more Harvey Wallclimbers.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16409,Zapp,"Leela, I can't help but notice you're unescorted. Might I escort you behind that bush for the next five minutes?",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16410,Leela,Nothing would revolt me more.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16411,Zapp,Then how about that shrub?,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16412,Other,Ooh! Rubok is begun.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16413,Other,I am the Grand Priestess.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16414,Fry,Aren't you also the Grand Midwife?,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16415,Other,"And the grand Lunch Lady. I work five jobs, all grand. Kif of the clan Kroker, please transcend the Rubok Etlon with your Fonfon Smizmar Ru.",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16416,Other,What?,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16417,Other,"Get in the mud. This mud is the petroleum from a billion generations of Kif's ancestors.  As you become one with the ooze, so you become one with the clan Kroker.",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16418,Amy,"Oh, Kif, it's like a movie with this happening in it.",1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16419,Other,Is the best man present?,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16420,Zapp,Guilty as charged.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16421,Other,Kindly hose the couple.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16422,Other,It's not part of the ceremony. I just had an extra snake. Rubok is complete. Throw the bouquet.,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16423,Zoidberg,Are you going to eat that?,1502,75.0,75.0,75.0,0.0,0.0,0.0,75.0,75.0,75.0
16424,Bender,"Fry, run, run. Get over here, oh, my God, oh, my God!",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16425,Fry,What? What is it?,1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16426,Bender,Shut up already! Calculon's on TV!,1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16427,Other,"I beg you, Calculon, don't ring that door chime.",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16428,Other,"I have no choice, Monique. Whoever the blackmailer is, he lives behind this hideous yet strangely familiar door.",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16429,Other,"Calculon residence. Oh, hello, Mr. Calculon.",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16430,Other,"Son of a bit. This is my house. But that means I'm blackmailing myself. Why didn't you tell me, Monique?",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16431,Other,"I tried to, but I couldn’t. Oh, Calculon, I'm afraid you have a fourth personality the other three don't know about, and it and I are lovers!",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16432,Bender,"How's Calculon going to take this, Fry, especially after that humiliating tennis tournament? Fry?",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16433,Fry,"Don't know, Bender. Tonight's my big date with Colleen. I got to run.",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16434,Bender,"But me and you like to watch together. Look, I got you a cabbage to snack on. Humans like cabbage, right?",1503,75.0,75.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
16435,Other,"Step right up to the 2D Tunnel of Love. Not one, not three, but two glorious dimensions for the price of a single ticket.  Keep your hands in the car, shut up, and have fun.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16436,Fry,"Wow, you even look beautiful in 2D.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16437,Other,"I do? But from your perspective, I'm just a line segment.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16438,Fry,"A really hot line segment. So, listen, sweetie pie, I was thinking maybe we should take this to the next step.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16439,Other,Really?,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16440,Fry,Yes. Colleen...will you be moved in with by me?,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16441,Other,,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16442,Amy,Way to go.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16443,Zoidberg,"Hooray, hooray.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16444,Leela,That's great.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16445,Bender,You're moving in with her? Why can't she move in with us?  I could just curl up at the foot of the bed.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16446,Other,"Listen up, everyone. I know you've all been extremely worried about the cosmic anomaly.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16447,Hermes,"The what? Oh, right.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16448,Other,But there's good news! We're all going to learn more about it at a scientific conference.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16449,Other,...like a city made of marshmallow.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16450,Other,Welcome. I am the pickled head of Stephen Hawking on a way-cool rocket.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16451,Leela,"Black hole Hawking? Wow, if I knew I was going to meet you I would have done something with my hair.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16452,Other,You should have.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16453,Other,"In conclusion, I understand nothing about the anomaly, even after cashing the huge check I got for writing a book about it.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16454,Other,"I know this anomaly is terrifying. But as scientists, is it not our sworn duty to seek out knowledge, even at the cost of our very lives?",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16455,Other,No.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16456,Farnsworth,I say we must mount an expedition to the anomaly forthwith.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16457,Other,I agree.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16458,Other,Wernstrom!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16459,Other,Don't listen to that crackpot!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16460,Other,But I'm agreeing with you.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16461,Other,"I'll make you eat those words, you moron!",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16462,Other,Ah!  I volunteer to lead the expedition. I have a squad of graduate students eager to risk their lives for a letter of recommendation.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16463,Other,Your squad sucks bosons! My team is twice as qualified and three times as expendable.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16464,Other,Yeah!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16465,Other,"Oh, tough talk for someone with only one Fields Medal.",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16466,Other,Ooh!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16467,Other,Ooh!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16468,Other,"Wernstrom, I ought to...",1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16469,Other,I didn't know I could do that. Now quiet down and settle this like men of science.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16470,Other,Very well.,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16471,Other,Let Deathball begin!,1504,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,0.0
16472,Farnsworth,"Go, Planet Express!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16473,Other,"Go even more, my team!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16474,Fry,"Leela, header!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16475,Other,Woo hoo! Bust those balls!,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16476,Zoidberg,Hooray! We're equally good!,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16477,Leela,"Come on, Bender! Your grandmother could push harder than that!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16478,Bender,No crap. My grandmother was a bulldozer.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16479,Bender,And thus metal man defeated meat man. The end.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16480,Other,"Come here, winner!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16481,Other,"Come here, loser!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16482,Fry,"Colleen, what are you doing? My face is over here.",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16483,Other,"This is my boyfriend, silly!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16484,Fry,I thought I was your boyfriend.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16485,Other,You are.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16486,Fry,"Well, how can you have two boyfriends?",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16487,Other,"Oh, I don't. I have five.  Fry, meet Chu, Bolt, Ndulu, and Shlomo.",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16488,Other,Nihow.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16489,Other,Greetings.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16490,Other,Pleasure.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16491,Fry,But... But...,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16492,Other,Shlomo and Ndulu will help you move your stuff into my apartment tonight.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16493,Other,"Welcome to the relationship, buddy!",1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16494,Fry,Hmm?,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16495,Other,There's my butterscotch.,1505,75.0,75.0,75.0,75.0,75.0,0.0,75.0,0.0,0.0
16496,Farnsworth,"Congratulations, Deathballers! We've won the right to explore the anomaly!",1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16497,Zoidberg,What? I thought I was playing for my freedom!,1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16498,Farnsworth,"No.  Now, I've often said ""good news"" when sending you on a mission of extreme danger. So when I say this anomaly is dangerous, you can imagine how dangerous I really think it is.",1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16499,Hermes,Not dangerous at all?,1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16500,Farnsworth,"Actually, quite dangerous indeed.",1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16501,Hermes,That is quite dangerous!,1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16502,Farnsworth,Indeed. Now stop shilly-shallying! Prep the ship and line up for your pre-flight coffee enemas!,1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16503,Other,Warning. The enema you are about to enjoy is extremely hot.,1506,0.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0
16504,Fry,"I don't know what to do, Leela. Should I move in with Colleen and her four other boyfriends?",1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16505,Leela,What are you going to do? Sleep in a big pile like hamsters?,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16506,Fry,No! It's not like that. Everyone gets his own room and a shelf in the refrigerator.,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16507,Zoidberg,"Take the deal, Fry! If there's a delicious cake, isn't it better to have one slice than none at all? Even if four other guys eat the other four slices, and they're all thrusting their sweaty naked bodies against the cake?",1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16508,Amy,"Only one thing matters, Fry. Do you really love Colleen, like I love my little squeezle? [She squeezes him and his head expands and eyes expand out of his head. He giggles.",1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16509,Fry,Yeah. I do love her.,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16510,Other,Then things will work out.,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16511,Farnsworth,Whoa!,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
16512,Other,Double espresso for Philip Fry?,1507,75.0,75.0,75.0,0.0,75.0,0.0,75.0,75.0,0.0
