,Characters,Quotes
1637,Fry,"Oh, great. So what am I supposed to do now?"
1638,Yivo,Go home. Find a girl from your own universe and live on top of her.
1639,Bender,Saved you.
1640,Fry,"I don't know, Leela, you think maybe..."
1641,Leela,"Oh, please. You forgot me quick enough when you met Colleen."
1642,Fry,"That's true.  How about you, Amy?"
1643,Amy,"Fry, guh, I'm Kif's Fonfon Ru."
1644,Kif,"Are you? Well, then perhaps you misunderstood the meaning of the term. It means, ""One who doesn't sleep with my superior officer."" That's the literal translation."
1645,Zapp,"Give the poor girl a break, Kif. It's not like she had a dictionary. She was butt naked, for God's sakes."
1646,Farnsworth,"So, Wernstrom, did you happen to notice those mighty cables Bender used on Yivo? Pure Diamondium."
1647,Wernstrom,More like pure crap-crapium. No wonder Yivo got away.
1648,Enema Bot,Captain on deck.
1649,Bender,"At ease, buckos."
1650,Fry,"Bender, why did you do it? We were all so happy."
1651,Leela,And we were in love.
1652,Bender,That wasn't love.
1653,Fry,What? How can you say that?
1654,Bender,"Because Bender knows love. And love doesn't share itself with the world. Love is suspicious, love is needy, love is fearful, love is greedy. My friends, there is no great love without great jealousy.  I love you, meatbags."
1655,Cubert,"Yes, 10!"
1656,Dwight,"Well done, Cubonius. You decapitated the unicorn."
1657,ALL,All right.
1658,Chinese Boy,"Oh, oh! We search his tail pouch for treasure."
1659,Dwight,"Deep in the unicorn's rump sack, you find...  60 gold pieces and a mysterious scrap of cloth bearing the unmistakable stench of dwarf urine."
1660,Indian Boy,The same stench that was on the bed linens at the inn?
1661,Dwight,The very same.
1662,Chinese Boy,"Oh, my God! Oh, my God! Oh, my God!"
1663,Cubert,I cast a spell of detect magic.
1664,Bender,Dwight
1665,Cubert,"Right now, we're fighting for our lives in the lair of the Dragon Queen."
1666,Bender,"Ah, wrong. Right now you're ass-deep in a folding chair."
1667,Cubert,"Yes, but in my imagination I'm riding a golden Pegasus. Giddy up, Sparky!  Am I the only one seeing him sitting here with peanut butter on his face?"
1668,Dwight,"Bender, were you built without an imagination?"
1669,Bender,"What? Don't be stupid, of course not. It just hasn't descended yet."
1670,Bender,"Fry, do I have an imagination?"
1671,Fry,"I don't know, Bender. Why do you ask? Were the other boys making fun of you?"
1672,Bender,Mhmm. They said I couldn't imagine things.
1673,Fry,"Well, you never know unless you try. Like, I didn't know if I could swallow a softball, so I gave it my best shot and voilà!  Ah, thar she blows!"
1674,Ship's Computer,"Warning, out of dark matter fuel."
1675,Leela,That's not a warning. A warning is supposed to come before something bad happens.
1676,Ship's Computer,"Warning, engines will shut down in one second."
1677,Leela,That's more like it.
1678,Fry,Uh-oh. This space neighborhood looks kind of sketchy.
1679,Punk,Rock 'n' roll.
1680,Bender,"Hey, that punk stole our hood ornament. Now no one will know we have the LX package."
1681,Leela,"We need dark matter and we need it fast. Fry, check Nibbler's litter box. Maybe he dropped a steamer."
1682,Fry,"Aye, aye, Captain. Yes! I've never been so excited to see poop. Well, maybe once."
1683,ALL,
1684,Bender,There's gas in our ass.
1685,Leela,Can you believe the price of dark matter? It'd be cheaper to fill the tank with Nobel Prize winners' sperm.
1686,MOM COMPUTER,"Total dark matter purchased, $632.14. Your Speedpass will now be charged."
1687,Leela,You lousy...
1688,Sal,"Hey, gets a loads of that ugly ship. What shades of green is that? Puke?"
1689,Leela,For your information it's called Electric Mucus.
1690,Hoschel,More like puke.
1691,Sal,Whoa!
1692,Leela,"Yeah, why don't you come a little closer so my boot can hear you?"
1693,Bender,"Calm down, Leela. You can vent tonight on your blog."
1694,Sal,"What's the matters, you couldn't affords the LX package?"
1695,Hoschel,Puke-a-doodle-do.
1696,Leela,"You're making fun of our ship? Your ship is the most beat-up thing I've ever seen, and I've seen Mickey Rourke's head."
1697,Sal,"Yeah, she's a little Rourky, but you got to gets big time ugly to be five-time winners at a demolition derby."
1698,Fry,That's five more times than we've won or even entered.
1699,Bender,We do suck.
1700,Sal,"Yup, and it's gonna be six winses after tonights."
1701,Leela,We'll sees abouts that.
1702,Hermes,"Dark matter costs have tripled, so we must reduce expenses. Therefore, we will no longer provide complimentary porno magazines in the lounge."
1703,Scruffy,Dern it.
1704,Farnsworth,"And no more wasting fuel. From now on I'll be keeping a tight hold on the keys to the ship, swallowing them before I go to bed and recovering them the next morning."
1705,Amy,Splech!
1706,Hermes,"Professor, it's 4"
1707,Farnsworth,4
1708,Zoidberg,But won't that turn our ship into a piece of junk?
1709,Bender,"Shut up, Zoidberg. He's right, Leela."
1710,Leela,But we have no choice. Rednecks insulted us.
1711,Fry,So? Let it go. Don't let your temper get the better of...
1712,Leela,Rednecks!
1713,Zoidberg,"Using this magneto, I will now guide the keys up the thorax and out via the frontal face hole.  That's the storage locker, the boat, the other boat, pay dirt!"
1714,Rich Little,"Greetings, sports fans. Though whether this outpouring of inbreds can in fact be classified as a sport is a subject of no small scholarly debate."
1715,Sal,"Well, wells, well, if it ain'ts Princess Pukerella and her pukey puke-mobile."
1716,Leela,"Oh, yeah? Well... Shut up."
1717,Bender,"-Good comeback, Leela."
1718,Leela,"You shut up, too."
1719,Rich Little,"Rich Little, here, as Howard Cosell. And now to grace us with its rendition of the national anthem, please welcome what is left of the Dixie Chicks after their tragic matter transporter accident."
1720,The Dixie Chicks,We're in horrible pain.
1721,'Rich Little,And we are underway.
1722,Sal,Whoas!
1723,Leela,Yes! Now we're inflicting.
1724,Rich Little,Outstanding! Tonight we are witnessing a veritable clinic and that ludicrous hullabaloo known as demolition derby.
1725,George Takei,Rich Little
1726,Leela,Buckle your sphincters.
1727,Sal,That broad's insanes.
1728,Hoschel,"But you're insansier, right?"
1729,Sal,"Nah, I guess nots. I've decideds to relax and enjoy life from now ons."
1730,Leela,Yes! We did it! Rich Little
1731,Leela,"Now, I'll use the magnet to get the keys back in there."
1732,Zoidberg,What? You mean I cut a big hole in him for nothing?
1733,Leela,"Don't worry, the Professor won't even remember that he has a spaceship."
1734,Farnsworth,"Ah, my precious spaceship! My lone source of joy in the cold December of my days. Come, friends. Let's take her for a spin to the malt shop like old times."
1735,Leela,Leela to Zoidberg. Execute Distraction Protocol Alpha.
1736,Zoidberg,Roger that.
1737,Zoidberg,Look at me! Look at me! Look at me! Look at me! Ooh!  Don't look at me.
1738,Farnsworth,"Yes, she's a wonderful ship, all right. As beautiful now as the day I got botched laser eye surgery.  Great Godzilla's gonads! Who wasted precious fuel? Answer now or be punished."
1739,Leela,"All right, fine. I admit it."
1740,Farnsworth,You will be punished.
1741,Chinese Boy,"Oh, my gosh, 20!"
1742,Cubert,Yeah.
1743,Dwight,"Your pole arm does double damage, and the gelatinous cube dies in horrible poverty. Cubert"
1744,Indian Boy,Most ingenious.
1745,Chinese Boy,"Ah, Bender?"
1746,Bender,"Me? I, uh cast a spell of darkness.  Pretty imaginative, huh?"
1747,Cubert,"No, you just did the same thing as me, but with a dumb noise."
1748,Bender,Oh... You're right. I'm great in every way except I have no imagination. All I ever wanted is to play this magical game and I can't.
1749,Dwight,"Yes, you can. You just have to lose yourself in the fantasy. You have to believe the impossible is merely preposterous."
1750,Bender,"Okay. Here goes. Visor down. I believe, I believe.  I did it! I imagined something. For 1.3 milliseconds, I truly believed I was a noble robot in days of yonder."
1751,Chinese Boy,"Way to go, Bender."
1752,Cubert,"What is thy character's name, good sir?"
1753,Bender,"Uh, um... I am Titanius Anglesmith, fancy man of Cornwood."
1754,Farnsworth,Everybody out of the conference room. I am calling a conference.  Everybody get in here.  You wasted precious fuel just because you were insulted by some redneck yokel from beyond the stars?
1755,Leela,It was only half a ball.
1756,Farnsworth,That's not the point. Your temper is out of control. And to think I'd have never even known if it weren't for the lengthy and unsolicited tattling of Dr. Zoidberg.
1757,Zoidberg,She also took home two rolls of Scotch tape.
1758,Farnsworth,"Thank you, Dr. Zoidberg. Hermes, incentivize that employee. As for you, Leela, I'm letting you off with a warning."
1759,Leela,"Oh, thank you."
1760,Farnsworth,"A warning that will be administered by this 50,000-volt shock collar."
1761,Leela,"Zoidberg, I'm gonna put my boot so far up your cloaca, you'll be...  Ow!"
1762,Farnsworth,The collar will be triggered any time your thoughts turn to violence. Leela
1763,Farnsworth,Profanity.
1764,Leela,Son of a...  Ow!
1765,Farnsworth,Or perversions of a sexual nature.
1766,Leela,Ow!
1767,Hermes,"Sorry, it's the only collar they had in stock at Office Depot."
1768,Zoidberg,I hope you picked up some Scotch tape while you were there.
1769,Bender,That's a good one.
1770,Narrator,"Imagine, if you will, an announcer you can barely understand. He refers to a... *incoherent mumbling* But you're not quite sure what he said. He seems to be eating something, or perhaps he's a little drunk. It's remotely possible that he just said something about... The Scary Door."
1771,Soldier,"Firing, sir!"
1772,Soldier,It's all over. Our guns and bombs are useless against the aliens.
1773,Farmer,The saucers! Theys'a crashin'!
1774,Narrator,"In the end, it was not guns or bombs that defeated the aliens, but that humblest of all God's creatures, the Tyrannosaurus Rex."
1775,Leela,I can't believe TiVo suggested that piece of...  collar.
1776,Hermes,"Alas, no. I got the key but not the authority."
1777,Leela,"Yeow! Well, who does have the authority?"
1778,Hermes,Only the staff doctor. You'll have to convince him that you have resolved your anger issues.
1779,Leela,I don't have any god da-  A terrifying red dragon.
1780,Indian Boy,What do we do? What do we do?
1781,Bender,"Wait, I know. I make use of my rod of fireballs.  Everyone knows red dragons are immune to fireballs as well as all other forms of incendiary attack."
1782,Bender,"Yes, but I aim not at the dragon but at the river itself to create a shroud of steam through which we can escape."
1783,ALL,Whoa!
1784,Dwight,"Sweet pony of Sierra Leone, it worked!"
1785,Chinese Boy,We did it!
1786,Cubert,Success!
1787,Fry,"Bender, smell this milk."
1788,Bender,"I go not by the name of Bender, you fleshy fool. I am Titanius Anglesmith, fancy man of Cornwood."
1789,Fry,"Professor, something's bothering me."
1790,Monkey,"Well, you can always talk to me about anything, Fry. What's on your mind?"
1791,Fry,"Well, it's... it's about my friend Bender."
1792,Farnsworth Monkey,Mmm. I see. Show me on this anatomically correct doll exactly where he touched you.
1793,Fry,"No, it's nothing like that. It's just that I am worried about him. He's being playing an awful lot of Dungeons & Dragons."
1794,Farnsworth Monkey,"Dungeons &... Good God! Hasn't he seen the Afterschool Special? You've got to talk to him, Fry. Make him quit now before he completely loses his mind."
1795,Fry,"Okay, I will."
1796,Farnsworth Monkey,Good boy. Just don't let him touch you down there.
1797,Zoidberg,"Well, here's your problem, right here. You've got a skull embedded in your head."
1798,Leela,"You're absolutely right, Doctor. Can the collar come off now?"
1799,Zoidberg,Let me just peel your head a little and see if I can get that skull out.
1800,Zoidberg,"What is it, already? What's the cause of your anger?"
1801,Leela,"I guess I would have to say, I hate you."
1802,Zoidberg,I'm beginning to understand. It all goes back to your parents.
1803,Leela,What?
1804,Zoidberg,You harbour resentment because they pushed you to study medicine when all you ever wanted was to be a song-and-dance man.  Why? Whyyy?
1805,Leela,I was raised in an orphanarium. My parents are sewer mutants who I never even met until a few years ago.
1806,Zoidberg,"Then you've got to go to them and work this song-and-dance stuff out. Maybe have them cook me nice dinner. No scallions. I hate them.  Amy, cancel my appointments."
1807,Amy,Stop calling me.
1808,Fry,"Bender, please don't get mad, but I think you might be playing too much Dungeons & Dragons."
1809,Bender,"You're absolutely right, Fry. I almost went insane, but after this heart-to-heart talk, I've decided to quit."
1810,Fry,Really? Whew! That's a load off my toad.
1811,Bender,"Now, if you'll excuse me. Bender"
1812,Hermaphrobot,"You couldn't afford it, honey."
1813,Hermes,He also left a small pile of treasure on the living room rug.
1814,Bender,"Foul dragon, meet thy doom."
1815,Turanga Munda,"Would you like a napkin, Doctor?"
1816,Zoidberg,Thank you.
1817,Leela,"Satisfied, Zoidberg? My relationship with my parents is fine."
1818,Turanga Munda,"Now, hold on, Leela. Maybe this torture collar is good for you."
1819,Leela,What?  Ow!
1820,Turanga Munda,It'll control your temper. Men like a woman who's not always slamming their head in the car door.
1821,Turanga Morris,She's right. That's what first attracted me to your mother. Turanga Munda
1822,Leela,"Mom, he's a cockroach from outer space."
1823,Turanga Morris,"Hey, it's what's-his-name from the surface. The bi-clops."
1824,Fry,"Ha-have you seen Bender? He's gone nuts. Also, smell this milk."
1825,Bender,Prepare for a surprise attack.
1826,Zoidberg,Someone do something.
1827,Leela,"I would, but...  Ow! Take my collar off."
1828,Zoidberg,"I can't, I'm still eating.  Help me, Leela."
1829,Bender,I cast upon thee a spell of fireball! Zoidberg
1830,Fry,"Beholdeth, Titanius, I cast a freeze ray upon you."
1831,Bender,"That's ridiculous. There's no such thing as a ""freeze ray."" What, you mean a cone of coldness?"
1832,Fry,"Yeah, that."
1833,Bender,No! No! Fancy men are defenseless against cone of coldness. Fry
1834,Zoidberg,"Relax, Fry. I'm a doctor. I'm sure the robut will be just fine with a little help."
1835,Bender,"Help, help.   Help! Dr. Perceptron"
1836,Intercom Assistant,"Yes, Doctor. Bender"
1837,Dr. Perceptron,"So,  Bender, I understand you're having trouble separating fantasy from reality."
1838,Bender,Says who? Was it the bugbear? Is he talking about me again?
1839,Dr. Perceptron,I understand. Commence therapy. Fry
1840,Amy,So what happened to Bender?
1841,Fry,He's at a spa.
1842,Amy,"Wow, there's a spa in the nut house?"
1843,Zoidberg,"Friends, friends, stop everything. There's food in this shaker. Leela"
1844,Hermes,Are you still angry?
1845,Leela,No.  Ow!
1846,Hermes,It also shocks you when you lie.
1847,Farnsworth,"Quiet, everyone. The network news is on and if I, a 165-year-old man, don't watch it, who will?"
1848,Morbo,"Thankfully, the amazing talking horse was rescued and safely returned to the meat department."
1849,Linda,"Turning to the less stupid portion of our broadcast, fuel prices hit an all-time high today due to the ongoing dark matter shortage."
1850,Morbo,"Earlier, our own Morbo sat down with Mom, CEO of Mom's Friendly Multinational Energy Conglomerate."
1851,Morbo,"Oh! Hello, Morbo the Annihilator, here, sitting down to a delightful tea in this fake living room set.  Thank you for joining us, Mom."
1852,Mom,"My pleasure, sugarplum."
1853,Morbo,"Mom, you control the world's only dark matter mine. Tell us, why are fuel prices so high?"
1854,Mom,"Oh! It's terrible, isn't it? Dark matter is just so rare nowadays, but we'll keep pinching loaf after loaf from the bowels of the earth, even if I lose money on every log."
1855,Morbo,"If you are losing money, how did you post record profits last quarter?"
1856,Mom,"You look thin, care for one of my famous pecan clusters?"
1857,Morbo,Mom
1858,Farnsworth,"Greedy old hag, taste the wrath of my fuzzy slipper. Leela"
1859,Farnsworth,"Oohh... I bet you'd like to know. I bet you'd like to know, indeed."
1860,Walt,"Hello, Mother. How did the interview go?"
1861,Mom,It made me want to puke my face off. Where's my Thigh Blaster?
1862,Larry,"Right here, Mom."
1863,Mom,Shut up!
1864,Larry,"Okay, thank you."
1865,Mom,"Burn, you damn thighs. Burn!"
1866,Igner,"Mommy, are you upset 'cause of the dark matter shortage?"
1867,Mom,"There is no shortage, you moronic ass-brain!"
1868,Igner,There's not? But you said...
1869,Mom,Allow me to explain. Suppose this hand represents current reserves of dark matter and this hand represents consumer demand.
1870,Igner,Uh-huh.
1871,Farnsworth,I just bet you'd like to know why I'm so angry about this dark matter shortage. I bet very much you'd like to know.
1872,Amy,"You're right, Professor. We would like to know."
1873,Farnsworth,"Really? I didn't think anyone was interested. It all started 30-odd years ago.  I was working in Mom's laboratories for the third time after twice before realizing how evil she was and vowing never to work for her again. But somehow the rich, wrong stench of her boney charms kept calling me back."
1874,Zoidberg,"Don't stop, Professor. I'm getting aroused.  And thus against all probabilities... it happened. [The dark matter particles in the particle accelerator begin colliding and exploding. A large explosion leaves only a single item - the single non-local metaparticle crystal."
1875,Younger Farnsworth,Dang!
1876,Farnsworth,I'm sure I don't need to explain that all dark matter in the universe is linked in the form of a single non-local meta-particle.
1877,Amy,Guhh! Stop patronizing us.
1878,Farnsworth,"So, in one instant, I had transformed all dark matter everywhere into a new crystalline form...  ...making it the most potent fuel since primitive man first ignited mastodon flatulence to heat his cave."
1879,Younger Mom,"I'm intrigued, Hubert. You have my undivided attention."
1880,Younger Mom,"Shut up, you milk-sucking leeches! A new super fuel, eh? We're rich."
1881,Younger Farnsworth,"Indeed, we are."
1882,Younger Mom,"Not you, we. Us, we.  I'm getting back together with my ex-husband."
1883,Younger Farnsworth,Wernstrom!
1884,Younger Wernstrom,"You've been played, Farnsworth. Played like a cheap harpsichord."
1885,Younger Mom,"Walt, fire that employee like Mommy taught you."
1886,Leela,"Professor, maybe I can help you get even with Mom. I spend most of my time thinking about how to get revenge on a bad boss."
1887,Fry,"Me, too."
1888,Zoidberg,Ditto!
1889,Hermes,Likewise.
1890,Amy,I made a blinding powder.
1891,Farnsworth,"Thanks, but that won't be necessary because I have the ultimate weapon.  You see, in the instant the energy crystal was created, there also came into being an opposite crystal made of pure anti-backwards energy."
1892,ALL,Wow!
1893,Hermes,So?
1894,Farnsworth,"So, this! If ever the two crystals should meet, their wave functions would collapse like Raymond Burr's trampoline, once again rendering all dark matter inert and useless as fuel."
1895,Hermes,But then we'll have no fuel.
1896,Farnsworth,"But once we free society from dependence on Mom's dark matter, scientists will finally care enough to develop cleaner, alternative fuels."
1897,Fry,Scientists like you!
1898,Farnsworth,"No, not me. I'm too busy developing makeup for dogs. That's where the money is."
1899,Leela,This is our chance to teach Mom a lesson. Come on! Let's take the anti-crystal and shove it up Mom's regular crystal.
1900,ALL,Yeah.
1901,Hermes,Fight the power!
1902,Farnsworth,"There's just one, small problem, and it's a big one. I hid the crystal and I can't remember where."
1903,Hermes,"Well, surely it's just a matter of waiting till you next move your bowels and then using a potato masher..."
1904,Farnsworth,"Don't you think I already tried that? No. I'm afraid, the crystal is lost forever."
1905,Dwight,Nine? You did it. You outwitted the fungus.
1906,ALL,Woohoo!
1907,Chinese Boy,Who needs girls?
1908,Dr. Perceptron,"Since you have all proven resistant to individualized hammer therapy, I now prescribe group therapy."
1909,Rosie,"Everything must be clean, very clean. That's why the dog had to die. He was a dirty dog. Dirty, dirty. Also, that boy, Elroy. Dirty, dirty."
1910,Dr. Perceptron,Who would like to share their feelings?
1911,Intercom Assistant,I feel unappreciated at work.
1912,Dr. Perceptron,What? I can barely understand you.
1913,Intercom Assistant,I said I feel...
1914,Mad Hatterbot,Change places.
1915,Roberto,"Well, well. Looks like old Roberto is the focus of attention now. Stop looking at me. Dr. Perceptron"
1916,Roberto,I was designed by a team of engineers attempting to build an insane robot. But it seems they failed.
1917,Convenience Store Bot,"Um, actually... Bender"
1918,Roberto,Amen.
1919,Dr. Perceptron,"Good, Bender."
1920,Rosie,That's right.
1921,Bender,"There's a band of river trolls living in the moat and they may have no intention of letting us out of this castle, unless we hand over the Golden Scepter of Zanthor."
1922,Roberto,Say what? Dude's crazy.
1923,Dr. Perceptron,"Bender, please, try to..."
1924,Bender,"I know not of this Bender. I am Titanius Anglesmith, fancy man of Cornwood."
1925,Dr. Perceptron,You are suffering a breakdown. Now stop. Hammer time.  I'm in your seat. I forgot we had changed places.
1926,Mad Hatterbot,Change places? Farnsworth
1927,Amy,You perfected dog mascara?
1928,Farnsworth,"Far from it. If you ask me, they look like a bunch of hookers. But what I have invented is a means of locating the missing crystal.  When I push this button, the crystal will emit a high-frequency stink."
1929,Zoidberg,Hurray!
1930,Farnsworth,"There. Now, with any luck I'll detect it with my smelling aid.  I just pray to all powerful Atheismo that we find it before Mom does."
1931,Hermes,"Do you smell the crystal, Professor?"
1932,Farnsworth,"No, damn it! Just the alluring scent of Obsession for spaniels."
1933,Dwight,Dude. Who whipped an egger?
1934,Dwight,"Yeah? Well, he who denied it, supplied it."
1935,Cubert,"Well, he who articulated it, particulated it."
1936,Dwight,"Well, he who refuted it, tooted it."
1937,Cubert,Stalemate.
1938,Mom,Jesus craps. The anti-backwards crystal.
1939,Larry,Ow! Ah... sorry?
1940,Mom,"Relax, it's not your fault.  With that crystal, Farnsworth could completely destroy my dark matter empire. I underestimated that sagging old bag of bones and gonads."
1941,Inger,Is that man bad?
1942,Mom,"Very bad, Igner. And that's why I need you three to go steal the anti-crystal away from him. But be careful. You'll need all your stoogely cunning."
1943,Walt,Exterminators.
1944,Fry,"Oh, great. What do we got? Wall gophers? Toilet snails?"
1945,Walt,"No, I'm afraid you've got owls. Over there, see?"
1946,Igner,Ow!
1947,Walt,"Dump the bag, you nitwit."
1948,Larry,"Hey, watch it.  Ow!"
1949,Fry,"I was looking over there for a long time but I didn't see any... Oh, there they are. Gross."
1950,Walt,"We've got to act fast. Larry, get out the geigersniffer."
1951,Larry,"I don't know, Walt. You're just gonna hit me with it."
1952,Walt,No. I'm going to hit you with this. Fry
1953,Amy,Really? I don't think so.
1954,Leela,"Me, neither. Now, Sex and the City, that's funny."
1955,Dwight,"After wandering aimlessly in the swamp, you suddenly...  wander aimlessly in the swamp."
1956,Walt,There it is. Cubert
1957,Walt,"I'm sorry, little boy. You see, we're owl exterminators."
1958,Igner,We are owl extermin...  Ow!
1959,Walt,"And what we have here is an owl egg that's about to hatch into an owl larva. So, if you don't mind, we'll just take this and..."
1960,Cubert,"What are you, stupid? That's a dodecahedral crystal I found hidden in the downstairs walrus tank."
1961,Dwight,"And I wrote numbers on it so we could use it as a D12, 'cause I have the best handwriting."
1962,Cubert,Do not.
1963,Dwight,Do too.
1964,Cubert,Do not.
1965,Dwight,Do too.
1966,Cubert,You win this round.
1967,Farnsworth,What's going on here?
1968,Igner,We're owl exterminators.
1969,Farnsworth,Oh? Then you won't have any problem exterminating this owl.
1970,Farnsworth,"My anti-backwards crystal.  So it's you three. I should have known Mom would send her brainless brood to do her dirty work. Walt, the leader among imbeciles."
1971,Walt,Hey! They resent that.
1972,Farnsworth,"Larry, the sniveling middle child."
1973,Larry,Sorry. Thank you.
1974,Farnsworth,"And you, Igner. The evil I could tolerate, but the stupidity... Igner"
1975,Farnsworth,Good God. Just knowing we're in the same genus makes me embarrassed to call myself homo. Igner
1976,Fry,There. The repairs are complete.
1977,Farnsworth,Rake up some dark matter and top off the tank.
1978,Leela,"Well, there isn't any dark matter. Nibbler hasn't pooped at all. And he ate a whole family of koalas last night. Nibbler! Nibbler!"
1979,Farnsworth,I'm not interested in the whereabouts of your cutesy-fruitsy space rat. The only thing that matters right now is this crystal. Leela
1980,Farnsworth,And be careful with that crystal. Bender
1981,Dr. Perceptron,"Even relaxation therapy has failed. Diagnosis, insanity. Nurse, schedule a robotomy for Bender."
1982,Nurse Ratchet,"Yes, Doctor. I'll get the tools from the shed."
1983,Dr. Perceptron,"It's a very painful procedure. So until then, just try to relax."
1984,Mom,What are you laughing at?
1985,Larry,Your laugh. It's just so infectious.
1986,Mom,"So's herpes. Now, shut up! You and Walt, lead the killbots to the surface and blow Farnsworth out of the sky."
1987,Walt,What about Igner?
1988,Mom,That hairless ape? I swear. When he came out I flipped a coin whether to keep him or the after-birth.
1989,Walt,"Yes, Mother. You told that story at his graduation."
1990,Mom,"I'm afraid he can't be trusted on this mission. You see, there is a terrible secret about Igner I've never told anyone. And here it is."
1991,Walt,Continue returning fire.
1992,Killbot 1,What?
1993,Killbot 2,What did they say?
1994,Killbot 1,I don't know. I can't hear a thing.
1995,Killbot 3,"Hey, what's everybody talking about?"
1996,Farnsworth,Mayday! Mayday!  We weren't actually in the ship.
1997,Leela,"Okay, team, these red-hot, razor-sharp fans are the only safe way into the mine."
1998,Fry,"Hmm, uh, ladies first. Elevator Steward"
1999,Farnsworth,Shut your mouth.
2000,Elevator Steward,I'm just talking about the shaft.
2001,Fry,"Jeez, doesn't that shock collar hurt?"
2002,Leela,"Actually, feels kind of good. I guess I'm starting to associate it with the pleasure of beating people up."
2003,Walt,"We shot them down, Mother. The intruders never even got to Sector 1."
2004,Security Woman,Intruders in Sector 15. Intruders in Sector 15.
2005,Mom,Ugh... Sometimes I don't know why I even bother to slap you.   All Killbots to Sector 15.
2006,Killbot 1,What did she say?
2007,Killbot 2,Fry
2008,Leela,We're trapped.
2009,Farnsworth,The main pit must be in here. I'm detecting vast quantities of Dark Matter.
2010,Leela,Step aside turkey-neck. I think I know the code.
2011,Farnsworth,We're in. We're in the heart of the mine. The very source of all Mom's wealth and...
2012,Leela,My God! This isn't a crap mine. It's a crap farm.
2013,Fry,Is there really so much of a distinction? I mean...
2014,Nibbler,"Leela, it's me, Nibbler."
2015,Leela,"Oh, my God, you look horrible, Nibbler. I think I'm going to vomit."
2016,Nibblonian,Nibbler is over there.
2017,Leela,"Oh, sorry. Nibbler! Oh, my poor little snuzzy-wuzzams. Are they treating you okay?"
2018,Nibbler,"No, they are force-feeding us so we poop more dark matter. It's horrible.  Those are good. You've got to help us."
2019,Nibblonians,Help us!
2020,Nibblonian,"Help us, for God's sakes!"
2021,Leela,Nibbler made a bo-bo.
2022,Nibbler,"Yes, but not on my terms. I will not be treated like... Hey, wait, aren't you amazed I can speak?"
2023,Fry,"Well, actually, no. You forgot to blank our memories after you spoke last time."
2024,Nibbler,You mean you've known I was sentient? Then why did you let me eat Friskies and make bo-bo in a litter box?
2025,Fry,"Well, you're cuter that way."
2026,Farnsworth,Cute as a baby's buttocks.
2027,Leela,So what happened? How did Mom capture all you Nibblonians?
2028,Nibbler,"It was a veritable Eden, brimming with unique and irreplaceable species.  I was Supreme Fuzzler of a Nibblonian scientific outpost. It was paradise, until they came. One of your DOOP ships struck dark matter, little realizing it was not a natural deposit, but rather centuries of Nibblonian fecal material."
2029,Fry,"Wow, the big fecal enchilada. Anyone else hungry?"
2030,Nibbler,The DOOP contracted a ruthless businesswoman to spearhead the mining operation.
2031,Leela,Let me guess. Mom?
2032,Nibbler,The very same.
2033,Fry,Can I also guess Mom?
2034,Nibbler,"To reduce cost she started a new enterprise, Mom's Friendly Robots, to build robot slaves. Remember this was back in the days before Robot Lincoln."
2035,Mom,"Faster, faster!"
2036,Robot Slave,I'm going exactly as fast as you built me to go.
2037,Mom,"Oh, wise guy, huh?"
2038,Robot Slave,Ow!
2039,Nibbler,"Eventually, the planet was mined down to a hollow shell and my people were forced to evacuate."
2040,Mom,"So, that's where it comes from. We may have a whole new source of Dark Matter on our hands."
2041,Igner,Eww!
2042,Nibbler,"As it turned out I was the lucky one.  Unbeknownst to me, Mom captured my colleagues and enslaved them here in this... this... crap farm."
2043,Nibblonian,"There's nothing to do but eat and crap, eat and crap. It's like visiting my parents."
2044,Nibbler,"As for me, I emerged from behind the ""bush of many uses"" to find I had been left behind. I was doomed, doomed."
2045,Leela,"Hello, there."
2046,Nibbler,"Startled, my cuteness reflex kicked in."
2047,Leela,I'll call him Nibbler.
2048,Nibbler,"A silly name for a high-ranking Fuzzler. But, hey, I was glad to be rescued. Leela"
2049,Nibbler,I was kidnapped yesterday by Mom's vile sons in their moronic disguises.
2050,Igner,I was an owl exterminator.  Do you have the crysal?
2051,Farnsworth,"It's pronounced ""crystal,"" you lump."
2052,Igner,"Go, run fast. Walt"
2053,Igner,Me?
2054,Walt,"Yes, you. You're the only one here."
2055,Igner,"If I'm the only one here, then how could I see anyone?"
2056,Larry,"He's got a point, Walt."
2057,Walt,So does my knee.
2058,Fry,This wouldn't be so bad if it weren't for the chickens.
2059,Nurse Ratchet,"Don't worry, those clamps are for my own protection."
2060,Dr. Perceptron,"Do you know where you are, Bender?"
2061,Bender,"Sure do, I'm in the magical land of Cornwood, frolicking with wenches."
2062,Dr. Perceptron,Close. You're in the loony bin for a robotomy. I will begin by drilling through the eye to access the frontal processor. Nurse Ratchet
2063,Dr. Perceptron,Either way is fine.
2064,Bender,Does anyone else smell burning dragon beak?
2065,Mom,"Wherever you are, Farnsworth, my boys will find you."
2066,Mom,You'll thank me some day when you are slapping your own kids.  I know Farnsworth's game. He is going to try to poke his clammy old crystal at my hot fiery crystal.
2067,Larry,Mom!
2068,Mom,If the crystals get within six inches of each other...  Wham! All my dark matter will be worthless.
2069,Mom,Get them!
2070,Leela,"Keep going, Professor. I'll take care of the ditz brothers.  Ooh. That feels good."
2071,Mom,"Oh, for crying out...  Oh, the freaking battery's dead. Walt, where's the charger?"
